,ACC_chest_X,ACC_chest_Y,ACC_chest_Z,EMG,ECG,EDA,Temp,Resp,Label,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z,BVP,EDA_wrist,TEMP_wrist,subject
9095,0.8658000230789185,-0.09200000762939453,-0.2865999937057495,0.0048980712890625,-0.1149444580078125,1.25274658203125,31.21636962890625,-0.71563720703125,2,30.0,-61.0,21.0,142.5,0.790848,34.07,S2
9096,0.8681999444961548,-0.08300000429153442,-0.2712000012397766,0.0046234130859375,0.02215576171875,1.251983642578125,31.220794677734375,-0.24871826171875,2,39.0,-52.0,15.0,189.33,0.795973,34.07,S2
9097,0.8722000122070312,-0.10780000686645508,-0.3133999705314636,0.0089263916015625,0.1641082763671875,1.2500762939453125,31.2310791015625,0.11749267578125,2,36.0,-51.0,14.0,-12.75,0.801099,34.07,S2
9098,0.8661999702453613,-0.11699998378753662,-0.27859997749328613,-0.0042572021484375,0.0629425048828125,1.2584686279296875,31.239898681640625,0.48675537109375,2,21.0,-62.0,16.0,-126.49,0.807505,34.07,S2
9099,0.8705999851226807,-0.08499997854232788,-0.2670000195503235,-0.0081939697265625,-0.0716400146484375,1.25732421875,31.2369384765625,0.94146728515625,2,20.0,-59.0,16.0,-295.5,0.790848,34.07,S2
9100,0.8696000576019287,-0.09939998388290405,-0.27539998292922974,0.0143280029296875,-0.0883026123046875,1.29241943359375,31.2310791015625,1.18255615234375,2,15.0,-59.0,12.0,-41.64,0.787004,34.07,S2
9101,0.8791999816894531,-0.09619998931884766,-0.2680000066757202,-0.005767822265625,0.12432861328125,1.265716552734375,31.24578857421875,1.727294921875,2,11.0,-56.0,11.0,309.29,0.760096,34.07,S2
9102,0.896399974822998,-0.0965999960899353,-0.2680000066757202,-0.00421142578125,0.0303497314453125,1.2981414794921875,31.244293212890625,1.98974609375,2,20.0,-61.0,17.0,42.47,0.77291,34.07,S2
9103,0.8724000453948975,-0.0899999737739563,-0.25880002975463867,-0.0214691162109375,-0.1780242919921875,1.2554168701171875,31.2369384765625,2.6275634765625,2,21.0,-62.0,18.0,-150.63,0.790848,34.07,S2
9104,0.8746000528335571,-0.09039998054504395,-0.2378000020980835,-0.0095672607421875,-0.00274658203125,1.2531280517578125,31.2369384765625,5.841064453125,2,23.0,-46.0,7.0,-16.68,0.793411,34.07,S2
9105,0.8885999917984009,-0.10140001773834229,-0.23820000886917114,-0.0019683837890625,0.0323638916015625,1.2500762939453125,31.25164794921875,9.48333740234375,2,56.0,-48.0,-8.0,163.33,0.790848,34.07,S2
9106,0.8689999580383301,-0.09140002727508545,-0.2573999762535095,0.0128631591796875,-0.0839080810546875,1.2653350830078125,31.241363525390625,10.14556884765625,2,21.0,-60.0,20.0,-58.97,0.776753,34.07,S2
9107,0.8782000541687012,-0.10019999742507935,-0.256600022315979,-0.0013275146484375,-0.0048980712890625,1.2844085693359375,31.24725341796875,8.44268798828125,2,20.0,-64.0,18.0,-192.93,0.780598,34.07,S2
9108,0.8746000528335571,-0.11619997024536133,-0.2802000045776367,0.0028839111328125,0.3643798828125,1.2493133544921875,31.24578857421875,6.32171630859375,2,30.0,-52.0,10.0,-223.96,0.775472,34.07,S2
9109,0.8522000312805176,-0.08740001916885376,-0.2853999733924866,0.0032501220703125,0.0904083251953125,1.2966156005859375,31.24578857421875,4.50897216796875,2,48.0,-47.0,-2.0,163.52,0.781879,34.07,S2
9110,0.8910000324249268,-0.1226000189781189,-0.2465999722480774,0.015426635742187498,0.054931640625,1.2973785400390625,31.239898681640625,2.85491943359375,2,64.0,-55.0,-2.0,208.16,0.787004,34.07,S2
9111,0.875,-0.09020000696182251,-0.21359997987747192,0.0049896240234375,-0.2170257568359375,1.263427734375,31.242828369140625,1.37786865234375,2,13.0,-61.0,18.0,74.97,0.775472,34.07,S2
9112,0.865399956703186,-0.13239997625350952,-0.2152000069618225,-0.0169830322265625,-0.0326385498046875,1.2664794921875,31.24578857421875,0.47760009765625,2,10.0,-64.0,15.0,-244.25,0.766503,34.07,S2
9113,0.8417999744415283,-0.12300002574920654,-0.29420000314712524,-0.019134521484375,0.0395965576171875,1.253509521484375,31.239898681640625,-0.48370361328125,2,13.0,-54.0,12.0,-46.18,0.770347,34.07,S2
9114,0.8818000555038452,-0.10780000686645508,-0.30820000171661377,-0.0026092529296875,-0.12281799316406249,1.258087158203125,31.24578857421875,0.48675537109375,2,16.0,-63.0,16.0,20.57,0.765222,34.07,S2
9115,0.8777999877929688,-0.11419999599456787,-0.24639999866485596,-0.000640869140625,-0.047332763671875,1.279449462890625,31.2369384765625,5.0628662109375,2,19.0,-58.0,16.0,206.57,0.770347,34.07,S2
9116,0.8941999673843384,-0.10839998722076416,-0.2590000033378601,0.0182647705078125,0.3138885498046875,1.265716552734375,31.266387939453125,10.09063720703125,2,16.0,-63.0,14.0,-71.41,0.77291,34.05,S2
9117,0.8739999532699585,-0.11260002851486206,-0.2621999979019165,-0.0337371826171875,0.0483856201171875,1.2371063232421875,31.272247314453125,11.78741455078125,2,11.0,-52.0,12.0,-87.7,0.776753,34.05,S2
9118,0.8696000576019287,-0.0934000015258789,-0.269599974155426,-0.0113067626953125,0.009979248046875,1.23748779296875,31.301666259765625,10.60028076171875,2,15.0,-63.0,17.0,47.31,0.776753,34.05,S2
9119,0.888200044631958,-0.08099997043609619,-0.27859997749328613,-0.0150604248046875,-0.168731689453125,1.2439727783203125,31.2296142578125,7.87200927734375,2,20.0,-57.0,17.0,-24.31,0.774191,34.05,S2
9120,0.8767999410629272,-0.09619998931884766,-0.2694000005722046,0.0063629150390625,0.0504913330078125,1.232147216796875,31.234039306640625,4.83245849609375,2,15.0,-64.0,17.0,38.31,0.752408,34.07,S2
9121,0.854200005531311,-0.09259998798370361,-0.27799999713897705,0.004669189453125,0.10345458984375,1.2302398681640625,31.234039306640625,1.72576904296875,2,13.0,-52.0,15.0,-84.63,0.746002,34.07,S2
9122,0.8910000324249268,-0.11379998922348022,-0.2694000005722046,0.0045318603515625,-0.1162261962890625,1.2706756591796875,31.2281494140625,-1.2542724609375,2,20.0,-61.0,19.0,18.91,0.754971,34.07,S2
9123,0.888200044631958,-0.08619999885559082,-0.2746000289916992,-0.0167999267578125,-0.0010528564453125,1.2416839599609375,31.2281494140625,-3.64227294921875,2,19.0,-57.0,18.0,-68.89,0.756252,34.07,S2
9124,0.8803999423980713,-0.08399999141693115,-0.2680000066757202,0.0098419189453125,0.1164093017578125,1.26495361328125,31.239898681640625,-5.206298828125,2,12.0,-61.0,15.0,447.46,0.752408,34.07,S2
9125,0.8733999729156494,-0.09939998388290405,-0.26980000734329224,0.0015106201171875,-0.107391357421875,1.2332916259765625,31.2354736328125,-5.94024658203125,2,14.0,-58.0,16.0,-260.85,0.756252,34.07,S2
9126,0.9048000574111938,-0.07539999485015869,-0.26660001277923584,0.00128173828125,-0.0211029052734375,1.24359130859375,31.2369384765625,-6.14166259765625,2,19.0,-58.0,15.0,-296.6,0.761378,34.07,S2
9127,0.8858000040054321,-0.08099997043609619,-0.28179997205734253,0.0003204345703125,0.0130462646484375,1.258087158203125,31.24725341796875,-6.39801025390625,2,19.0,-59.0,21.0,187.44,0.75369,34.07,S2
9128,0.8802000284194946,-0.0942000150680542,-0.2645999789237976,-0.0033416748046875,-0.1553192138671875,1.2386322021484375,31.24578857421875,-6.8267822265625,2,24.0,-51.0,11.0,-80.87,0.749846,34.07,S2
9129,0.8702000379562378,-0.09780001640319824,-0.29680001735687256,-0.00787353515625,0.0040740966796875,1.264190673828125,31.257537841796875,-6.842041015625,2,28.0,-52.0,7.0,-61.1,0.765222,34.07,S2
9130,0.882599949836731,-0.10619997978210449,-0.2694000005722046,-0.000457763671875,0.033599853515625,1.290130615234375,31.24578857421875,-6.65435791015625,2,19.0,-61.0,18.0,196.69,0.769065,34.07,S2
9131,0.8869999647140503,-0.0690000057220459,-0.27719998359680176,-0.009246826171875,-0.1726226806640625,1.2363433837890625,31.263427734375,-6.56280517578125,2,20.0,-60.0,17.0,303.87,0.762659,34.07,S2
9132,0.8789999485015869,-0.11059999465942383,-0.2919999957084656,0.0034332275390625,-0.0750274658203125,1.2424468994140625,31.254608154296875,-6.55059814453125,2,15.0,-58.0,9.0,-621.42,0.758815,34.07,S2
9133,0.8782000541687012,-0.11540001630783081,-0.256600022315979,-0.00238037109375,0.0177154541015625,1.224517822265625,31.266387939453125,-4.4769287109375,2,15.0,-58.0,14.0,132.99,0.754971,34.07,S2
9134,0.8473999500274658,-0.09479999542236328,-0.2978000044822693,-0.0054473876953125,-0.1034088134765625,1.2294769287109375,31.25018310546875,-0.43182373046875,2,20.0,-61.0,16.0,-29.11,0.760096,34.07,S2
9135,0.8696000576019287,-0.11739999055862427,-0.26819998025894165,-0.0028839111328125,0.0139617919921875,1.2271881103515625,31.267852783203125,1.85699462890625,2,19.0,-58.0,16.0,46.03,0.758815,34.07,S2
9136,0.8890000581741333,-0.08459997177124023,-0.256600022315979,-0.01519775390625,0.0707244873046875,1.23443603515625,31.263427734375,1.56097412109375,2,10.0,-63.0,10.0,127.48,0.754971,34.09,S2
9137,0.8641999959945679,-0.1064000129699707,-0.2789999842643738,0.0031585693359375,-0.1150360107421875,1.224517822265625,31.25311279296875,0.54473876953125,2,14.0,-56.0,15.0,52.76,0.75369,34.09,S2
9138,0.8769999742507935,-0.09680002927780151,-0.25779998302459717,0.003204345703125,-0.017120361328125,1.2378692626953125,31.269287109375,-0.46539306640625,2,19.0,-63.0,16.0,-290.7,0.75369,34.09,S2
9139,0.8910000324249268,-0.10500001907348633,-0.256600022315979,0.0052642822265625,0.0139617919921875,1.23748779296875,31.27813720703125,-1.73187255859375,2,21.0,-60.0,17.0,-84.0,0.751127,34.09,S2
9140,0.8794000148773193,-0.10619997978210449,-0.29500001668930054,-0.0157470703125,-0.15985107421875,1.239013671875,31.270782470703125,-2.5238037109375,2,13.0,-62.0,15.0,248.72,0.748564,34.05,S2
9141,0.8741999864578247,-0.10159999132156372,-0.28600001335144043,0.0094757080078125,0.0368499755859375,1.24053955078125,31.263427734375,-2.97088623046875,2,12.0,-55.0,14.0,-16.61,0.748564,34.05,S2
9142,0.8691999912261963,-0.10579997301101685,-0.3062000274658203,0.023712158203125,0.4503021240234375,1.2302398681640625,31.27813720703125,-3.411865234375,2,17.0,-60.0,14.0,-63.37,0.748564,34.05,S2
9143,0.8730000257492065,-0.09380000829696655,-0.27740001678466797,-0.0107574462890625,0.0380859375,1.2409210205078125,31.28106689453125,-3.43475341796875,2,23.0,-58.0,17.0,-1.56,0.749846,34.05,S2
9144,0.8866000175476074,-0.08799999952316284,-0.26819998025894165,-0.01171875,0.0080108642578125,1.2340545654296875,31.2943115234375,-3.15704345703125,2,24.0,-50.0,20.0,34.81,0.749846,34.09,S2
9145,0.8633999824523926,-0.12559998035430908,-0.34060001373291016,-0.0030670166015625,-0.1311492919921875,1.230621337890625,31.286956787109375,-2.97088623046875,2,22.0,-57.0,16.0,66.97,0.748564,34.09,S2
9146,0.854200005531311,-0.1128000020980835,-0.25099998712539673,0.0006866455078125,-0.0630340576171875,1.2310028076171875,31.2972412109375,-1.64031982421875,2,21.0,-60.0,16.0,-1.72,0.748564,34.09,S2
9147,0.878600001335144,-0.08399999141693115,-0.29180002212524414,-0.0001373291015625,0.1269378662109375,1.227569580078125,31.304595947265625,3.13568115234375,2,14.0,-64.0,19.0,-186.36,0.740876,34.09,S2
9148,0.8708000183105469,-0.11500000953674316,-0.2573999762535095,0.0103912353515625,-0.0904083251953125,1.2615203857421875,31.2943115234375,6.49261474609375,2,13.0,-52.0,16.0,-69.48,0.738314,34.07,S2
9149,0.899399995803833,-0.1128000020980835,-0.25999999046325684,-0.0055389404296875,0.0173492431640625,1.2317657470703125,31.2972412109375,6.59637451171875,2,19.0,-60.0,17.0,285.74,0.739595,34.07,S2
9150,0.8775999546051025,-0.0974000096321106,-0.27619999647140503,-0.0252227783203125,0.05877685546875,1.23443603515625,31.301666259765625,4.92401123046875,2,20.0,-58.0,17.0,-21.82,0.738314,34.07,S2
9151,0.8782000541687012,-0.09939998388290405,-0.27740001678466797,0.01812744140625,-0.0960845947265625,1.22222900390625,31.301666259765625,3.04412841796875,2,12.0,-65.0,17.0,-6.07,0.742158,34.07,S2
9152,0.871399998664856,-0.10280001163482666,-0.29019999504089355,-0.0179901123046875,0.0310821533203125,1.2279510498046875,31.292816162109375,1.8035888671875,2,23.0,-47.0,15.0,-42.43,0.742158,34.09,S2
