,TEMP_wrist
0,31.97
1,31.97
2,31.97
3,31.95
4,31.95
5,31.95
6,31.95
7,31.99
8,31.99
9,31.99
10,31.99
11,31.97
12,31.97
13,31.97
14,31.97
15,31.97
16,31.97
17,31.97
18,31.97
19,31.97
20,31.97
21,31.97
22,31.97
23,31.97
24,31.97
25,31.97
26,31.97
27,31.99
28,31.99
29,31.99
30,31.99
31,31.99
32,31.99
33,31.99
34,31.99
35,31.99
36,31.99
37,31.99
38,31.99
39,31.99
40,31.99
41,31.99
42,31.99
43,32.0
44,32.0
45,32.0
46,32.0
47,31.99
48,31.99
49,31.99
50,31.99
51,32.03
52,32.03
53,32.03
54,32.03
55,32.03
56,32.03
57,32.03
58,32.03
59,31.99
60,31.99
61,31.99
62,31.99
63,32.0
64,32.0
65,32.0
66,32.0
67,32.03
68,32.03
69,32.03
70,32.03
71,31.99
72,31.99
73,31.99
74,31.99
75,32.0
76,32.0
77,32.0
78,32.0
79,32.03
80,32.03
81,32.03
82,32.03
83,32.03
84,32.03
85,32.03
86,32.03
87,32.05
88,32.05
89,32.05
90,32.05
91,32.03
92,32.03
93,32.03
94,32.03
95,32.03
96,32.03
97,32.03
98,32.03
99,32.03
100,32.03
101,32.03
102,32.03
103,32.0
104,32.0
105,32.0
106,32.0
107,32.03
108,32.03
109,32.03
110,32.03
111,32.03
112,32.03
113,32.03
114,32.03
115,32.0
116,32.0
117,32.0
118,32.0
119,32.03
120,32.03
121,32.03
122,32.03
123,32.03
124,32.03
125,32.03
126,32.03
127,32.03
128,32.03
129,32.03
130,32.03
131,32.03
132,32.03
133,32.03
134,32.03
135,32.0
136,32.0
137,32.0
138,32.0
139,32.03
140,32.03
141,32.03
142,32.03
143,32.03
144,32.03
145,32.03
146,32.03
147,32.03
148,32.03
149,32.03
150,32.03
151,32.03
152,32.03
153,32.03
154,32.03
155,31.99
156,31.99
157,31.99
158,31.99
159,31.99
160,31.99
161,31.99
162,31.99
163,32.03
164,32.03
165,32.03
166,32.03
167,32.03
168,32.03
169,32.03
170,32.03
171,32.03
172,32.03
173,32.03
174,32.03
175,32.03
176,32.03
177,32.03
178,32.03
179,32.0
180,32.0
181,32.0
182,32.0
183,32.03
184,32.03
185,32.03
186,32.03
187,32.0
188,32.0
189,32.0
190,32.0
191,32.0
192,32.0
193,32.0
194,32.0
195,32.0
196,32.0
197,32.0
198,32.0
199,32.05
200,32.05
201,32.05
202,32.05
203,32.03
204,32.03
205,32.03
206,32.03
207,32.03
208,32.03
209,32.03
210,32.03
211,32.05
212,32.05
213,32.05
214,32.05
215,32.05
216,32.05
217,32.05
218,32.05
219,32.05
220,32.05
221,32.05
222,32.05
223,32.07
224,32.07
225,32.07
226,32.07
227,32.09
228,32.09
229,32.09
230,32.09
231,32.05
232,32.05
233,32.05
234,32.05
235,32.07
236,32.07
237,32.07
238,32.07
239,32.07
240,32.07
241,32.07
242,32.07
243,32.07
244,32.07
245,32.07
246,32.07
247,32.07
248,32.07
249,32.07
250,32.07
251,32.05
252,32.05
253,32.05
254,32.05
255,32.07
256,32.07
257,32.07
258,32.07
259,32.09
260,32.09
261,32.09
262,32.09
263,32.07
264,32.07
265,32.07
266,32.07
267,32.07
268,32.07
269,32.07
270,32.07
271,32.09
272,32.09
273,32.09
274,32.09
275,32.07
276,32.07
277,32.07
278,32.07
279,32.09
280,32.09
281,32.09
282,32.09
283,32.07
284,32.07
285,32.07
286,32.07
287,32.09
288,32.09
289,32.09
290,32.09
291,32.07
292,32.07
293,32.07
294,32.07
295,32.09
296,32.09
297,32.09
298,32.09
299,32.09
300,32.09
301,32.09
302,32.09
303,32.09
304,32.09
305,32.09
306,32.09
307,32.09
308,32.09
309,32.09
310,32.09
311,32.07
312,32.07
313,32.07
314,32.07
315,32.09
316,32.09
317,32.09
318,32.09
319,32.05
320,32.05
321,32.05
322,32.05
323,32.09
324,32.09
325,32.09
326,32.09
327,32.07
328,32.07
329,32.07
330,32.07
331,32.11
332,32.11
333,32.11
334,32.11
335,32.09
336,32.09
337,32.09
338,32.09
339,32.09
340,32.09
341,32.09
342,32.09
343,32.09
344,32.09
345,32.09
346,32.09
347,32.09
348,32.09
349,32.09
350,32.09
351,32.13
352,32.13
353,32.13
354,32.13
355,32.09
356,32.09
357,32.09
358,32.09
359,32.09
360,32.09
361,32.09
362,32.09
363,32.11
364,32.11
365,32.11
366,32.11
367,32.09
368,32.09
369,32.09
370,32.09
371,32.07
372,32.07
373,32.07
374,32.07
375,32.11
376,32.11
377,32.11
378,32.11
379,32.11
380,32.11
381,32.11
382,32.11
383,32.09
384,32.09
385,32.09
386,32.09
387,32.09
388,32.09
389,32.09
390,32.09
391,32.07
392,32.07
393,32.07
394,32.07
395,32.09
396,32.09
397,32.09
398,32.09
399,32.09
400,32.09
401,32.09
402,32.09
403,32.11
404,32.11
405,32.11
406,32.11
407,32.09
408,32.09
409,32.09
410,32.09
411,32.09
412,32.09
413,32.09
414,32.09
415,32.09
416,32.09
417,32.09
418,32.09
419,32.07
420,32.07
421,32.07
422,32.07
423,32.09
424,32.09
425,32.09
426,32.09
427,32.09
428,32.09
429,32.09
430,32.09
431,32.09
432,32.09
433,32.09
434,32.09
435,32.09
436,32.09
437,32.09
438,32.09
439,32.11
440,32.11
441,32.11
442,32.11
443,32.09
444,32.09
445,32.09
446,32.09
447,32.09
448,32.09
449,32.09
450,32.09
451,32.09
452,32.09
453,32.09
454,32.09
455,32.09
456,32.09
457,32.09
458,32.09
459,32.09
460,32.09
461,32.09
462,32.09
463,32.09
464,32.09
465,32.09
466,32.09
467,32.09
468,32.09
469,32.09
470,32.09
471,32.11
472,32.11
473,32.11
474,32.11
475,32.11
476,32.11
477,32.11
478,32.11
479,32.09
480,32.09
481,32.09
482,32.09
483,32.07
484,32.07
485,32.07
486,32.07
487,32.09
488,32.09
489,32.09
490,32.09
491,32.09
492,32.09
493,32.09
494,32.09
495,32.09
496,32.09
497,32.09
498,32.09
499,32.09
500,32.09
501,32.09
502,32.09
503,32.09
504,32.09
505,32.09
506,32.09
507,32.07
508,32.07
509,32.07
510,32.07
511,32.09
512,32.09
513,32.09
514,32.09
515,32.11
516,32.11
517,32.11
518,32.11
519,32.09
520,32.09
521,32.09
522,32.09
523,32.07
524,32.07
525,32.07
526,32.07
527,32.09
528,32.09
529,32.09
530,32.09
531,32.07
532,32.07
533,32.07
534,32.07
535,32.09
536,32.09
537,32.09
538,32.09
539,32.07
540,32.07
541,32.07
542,32.07
543,32.07
544,32.07
545,32.07
546,32.07
547,32.09
548,32.09
549,32.09
550,32.09
551,32.09
552,32.09
553,32.09
554,32.09
555,32.11
556,32.11
557,32.11
558,32.11
559,32.09
560,32.09
561,32.09
562,32.09
563,32.09
564,32.09
565,32.09
566,32.09
567,32.11
568,32.11
569,32.11
570,32.11
571,32.11
572,32.11
573,32.11
574,32.11
575,32.11
576,32.11
577,32.11
578,32.11
579,32.09
580,32.09
581,32.09
582,32.09
583,32.11
584,32.11
585,32.11
586,32.11
587,32.09
588,32.09
589,32.09
590,32.09
591,32.11
592,32.11
593,32.11
594,32.11
595,32.09
596,32.09
597,32.09
598,32.09
599,32.09
600,32.09
601,32.09
602,32.09
603,32.11
604,32.11
605,32.11
606,32.11
607,32.09
608,32.09
609,32.09
610,32.09
611,32.09
612,32.09
613,32.09
614,32.09
615,32.13
616,32.13
617,32.13
618,32.13
619,32.09
620,32.09
621,32.09
622,32.09
623,32.11
624,32.11
625,32.11
626,32.11
627,32.09
628,32.09
629,32.09
630,32.09
631,32.11
632,32.11
633,32.11
634,32.11
635,32.11
636,32.11
637,32.11
638,32.11
639,32.11
640,32.11
641,32.11
642,32.11
643,32.11
644,32.11
645,32.11
646,32.11
647,32.11
648,32.11
649,32.11
650,32.11
651,32.11
652,32.11
653,32.11
654,32.11
655,32.11
656,32.11
657,32.11
658,32.11
659,32.13
660,32.13
661,32.13
662,32.13
663,32.09
664,32.09
665,32.09
666,32.09
667,32.11
668,32.11
669,32.11
670,32.11
671,32.09
672,32.09
673,32.09
674,32.09
675,32.11
676,32.11
677,32.11
678,32.11
679,32.11
680,32.11
681,32.11
682,32.11
683,32.13
684,32.13
685,32.13
686,32.13
687,32.13
688,32.13
689,32.13
690,32.13
691,32.11
692,32.11
693,32.11
694,32.11
695,32.11
696,32.11
697,32.11
698,32.11
699,32.09
700,32.09
701,32.09
702,32.09
703,32.11
704,32.11
705,32.11
706,32.11
707,32.11
708,32.11
709,32.11
710,32.11
711,32.11
712,32.11
713,32.11
714,32.11
715,32.11
716,32.11
717,32.11
718,32.11
719,32.11
720,32.11
721,32.11
722,32.11
723,32.11
724,32.11
725,32.11
726,32.11
727,32.07
728,32.07
729,32.07
730,32.07
731,32.09
732,32.09
733,32.09
734,32.09
735,32.07
736,32.07
737,32.07
738,32.07
739,32.09
740,32.09
741,32.09
742,32.09
743,32.11
744,32.11
745,32.11
746,32.11
747,32.09
748,32.09
749,32.09
750,32.09
751,32.11
752,32.11
753,32.11
754,32.11
755,32.07
756,32.07
757,32.07
758,32.07
759,32.07
760,32.07
761,32.07
762,32.07
763,32.11
764,32.11
765,32.11
766,32.11
767,32.09
768,32.09
769,32.09
770,32.09
771,32.07
772,32.07
773,32.07
774,32.07
775,32.11
776,32.11
777,32.11
778,32.11
779,32.09
780,32.09
781,32.09
782,32.09
783,32.09
784,32.09
785,32.09
786,32.09
787,32.09
788,32.09
789,32.09
790,32.09
791,32.11
792,32.11
793,32.11
794,32.11
795,32.09
796,32.09
797,32.09
798,32.09
799,32.09
800,32.09
801,32.09
802,32.09
803,32.07
804,32.07
805,32.07
806,32.07
807,32.07
808,32.07
809,32.07
810,32.07
811,32.09
812,32.09
813,32.09
814,32.09
815,32.09
816,32.09
817,32.09
818,32.09
819,32.07
820,32.07
821,32.07
822,32.07
823,32.07
824,32.07
825,32.07
826,32.07
827,32.07
828,32.07
829,32.07
830,32.07
831,32.09
832,32.09
833,32.09
834,32.09
835,32.09
836,32.09
837,32.09
838,32.09
839,32.07
840,32.07
841,32.07
842,32.07
843,32.07
844,32.07
845,32.07
846,32.07
847,32.07
848,32.07
849,32.07
850,32.07
851,32.07
852,32.07
853,32.07
854,32.07
855,32.05
856,32.05
857,32.05
858,32.05
859,32.07
860,32.07
861,32.07
862,32.07
863,32.07
864,32.07
865,32.07
866,32.07
867,32.07
868,32.07
869,32.07
870,32.07
871,32.07
872,32.07
873,32.07
874,32.07
875,32.07
876,32.07
877,32.07
878,32.07
879,32.07
880,32.07
881,32.07
882,32.07
883,32.09
884,32.09
885,32.09
886,32.09
887,32.05
888,32.05
889,32.05
890,32.05
891,32.05
892,32.05
893,32.05
894,32.05
895,32.07
896,32.07
897,32.07
898,32.07
899,32.07
900,32.07
901,32.07
902,32.07
903,32.07
904,32.07
905,32.07
906,32.07
907,32.09
908,32.09
909,32.09
910,32.09
911,32.07
912,32.07
913,32.07
914,32.07
915,32.09
916,32.09
917,32.09
918,32.09
919,32.07
920,32.07
921,32.07
922,32.07
923,32.11
924,32.11
925,32.11
926,32.11
927,32.09
928,32.09
929,32.09
930,32.09
931,32.11
932,32.11
933,32.11
934,32.11
935,32.11
936,32.11
937,32.11
938,32.11
939,32.09
940,32.09
941,32.09
942,32.09
943,32.09
944,32.09
945,32.09
946,32.09
947,32.09
948,32.09
949,32.09
950,32.09
951,32.09
952,32.09
953,32.09
954,32.09
955,32.11
956,32.11
957,32.11
958,32.11
959,32.13
960,32.13
961,32.13
962,32.13
963,32.11
964,32.11
965,32.11
966,32.11
967,32.13
968,32.13
969,32.13
970,32.13
971,32.11
972,32.11
973,32.11
974,32.11
975,32.13
976,32.13
977,32.13
978,32.13
979,32.13
980,32.13
981,32.13
982,32.13
983,32.13
984,32.13
985,32.13
986,32.13
987,32.13
988,32.13
989,32.13
990,32.13
991,32.13
992,32.13
993,32.13
994,32.13
995,32.13
996,32.13
997,32.13
998,32.13
999,32.15
1000,32.15
1001,32.15
1002,32.15
1003,32.18
1004,32.18
1005,32.18
1006,32.18
1007,32.15
1008,32.15
1009,32.15
1010,32.15
1011,32.15
1012,32.15
1013,32.15
1014,32.15
1015,32.15
1016,32.15
1017,32.15
1018,32.15
1019,32.15
1020,32.15
1021,32.15
1022,32.15
1023,32.15
1024,32.15
1025,32.15
1026,32.15
1027,32.15
1028,32.15
1029,32.15
1030,32.15
1031,32.16
1032,32.16
1033,32.16
1034,32.16
1035,32.15
1036,32.15
1037,32.15
1038,32.15
1039,32.15
1040,32.15
1041,32.15
1042,32.15
1043,32.16
1044,32.16
1045,32.16
1046,32.16
1047,32.15
1048,32.15
1049,32.15
1050,32.15
1051,32.18
1052,32.18
1053,32.18
1054,32.18
1055,32.18
1056,32.18
1057,32.18
1058,32.18
1059,32.18
1060,32.18
1061,32.18
