,EDA_wrist
0,1.138257
1,1.125444
2,1.011405
3,1.033188
4,0.935807
5,0.935708
6,0.962616
7,0.934426
8,0.967741
9,1.094593
10,1.175317
11,1.227851
12,1.26501
13,1.285511
14,1.298324
15,1.304731
16,1.291918
17,1.268854
18,1.253478
19,1.231695
20,1.208631
21,1.190693
22,1.176598
23,1.16891
24,1.154815
25,1.143283
26,1.134314
27,1.125345
28,1.121501
29,1.121501
30,1.120219
31,1.117657
32,1.116375
33,1.109969
34,1.104843
35,1.099718
36,1.094593
37,1.09203
38,1.094593
39,1.089467
40,1.086905
41,1.083061
42,1.077935
43,1.074091
44,1.067685
45,1.063841
46,1.067685
47,1.040777
48,1.017713
49,0.992086
50,0.992086
51,1.006181
52,1.035651
53,1.056153
54,1.084342
55,1.109969
56,1.139439
57,1.167629
58,1.195818
59,1.211194
60,1.212475
61,1.222726
62,1.229132
63,1.232976
64,1.249634
65,1.261166
66,1.267572
67,1.270135
68,1.27526
69,1.277823
70,1.282948
71,1.28423
72,1.288074
73,1.291918
74,1.29448
75,1.29448
76,1.295762
77,1.302168
78,1.304731
79,1.306012
80,1.306012
81,1.306012
82,1.306012
83,1.304731
84,1.304731
85,1.30345
86,1.30345
87,1.30345
88,1.302168
89,1.302168
90,1.30345
91,1.30345
92,1.302168
93,1.30345
94,1.302168
95,1.300887
96,1.299606
97,1.300887
98,1.300887
99,1.298324
100,1.299606
101,1.300887
102,1.302168
103,1.30345
104,1.30345
105,1.302168
106,1.30345
107,1.304731
108,1.306012
109,1.308575
110,1.311138
111,1.311138
112,1.309856
113,1.309856
114,1.308575
115,1.307294
116,1.306012
117,1.30345
118,1.299606
119,1.299606
120,1.297043
121,1.295762
122,1.293199
123,1.293199
124,1.290636
125,1.290636
126,1.289355
127,1.288074
128,1.289355
129,1.289355
130,1.288074
131,1.288074
132,1.286792
133,1.289355
134,1.290636
135,1.289355
136,1.290636
137,1.289355
138,1.288074
139,1.286792
140,1.285511
141,1.291918
142,1.289355
143,1.290636
144,1.29448
145,1.289355
146,1.29448
147,1.299606
148,1.306012
149,1.311138
150,1.309856
151,1.316263
152,1.3137
153,1.314982
154,1.311138
155,1.308575
156,1.30345
157,1.300887
158,1.298324
159,1.299606
160,1.304731
161,1.289355
162,1.28423
163,1.281667
164,1.279104
165,1.286792
166,1.285511
167,1.277823
168,1.261166
169,1.257322
170,1.258603
171,1.261166
172,1.259884
173,1.258603
174,1.257322
175,1.258603
176,1.249634
177,1.24579
178,1.307294
179,1.302168
180,1.616094
