,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z
0,-128.0,-55.0,127.0
1,-128.0,-3.0,85.0
2,30.0,75.0,56.0
3,22.0,41.0,54.0
4,-23.0,34.0,46.0
5,-13.0,42.0,41.0
6,-2.0,46.0,37.0
7,70.0,63.0,15.0
8,121.0,69.0,14.0
9,121.0,71.0,-26.0
10,-128.0,-37.0,127.0
11,52.0,48.0,70.0
12,-11.0,42.0,45.0
13,-24.0,38.0,32.0
14,-15.0,36.0,24.0
15,-19.0,34.0,40.0
16,-18.0,39.0,47.0
17,-13.0,43.0,44.0
18,-7.0,43.0,39.0
19,13.0,47.0,35.0
20,23.0,49.0,34.0
21,28.0,49.0,36.0
22,30.0,51.0,32.0
23,31.0,49.0,27.0
24,32.0,52.0,27.0
25,33.0,50.0,23.0
26,33.0,51.0,21.0
27,31.0,53.0,18.0
28,33.0,52.0,16.0
29,36.0,54.0,13.0
30,35.0,52.0,11.0
31,34.0,52.0,9.0
32,39.0,54.0,9.0
33,38.0,52.0,7.0
34,38.0,52.0,4.0
35,40.0,51.0,3.0
36,38.0,51.0,2.0
37,39.0,52.0,0.0
38,39.0,52.0,0.0
39,41.0,50.0,0.0
40,41.0,50.0,-1.0
41,41.0,50.0,-1.0
42,41.0,50.0,0.0
43,41.0,50.0,0.0
44,42.0,50.0,0.0
45,40.0,50.0,0.0
46,41.0,50.0,0.0
47,41.0,49.0,1.0
48,39.0,49.0,0.0
49,40.0,49.0,0.0
50,41.0,49.0,0.0
51,40.0,49.0,1.0
52,40.0,49.0,0.0
53,40.0,49.0,0.0
54,40.0,49.0,0.0
55,41.0,49.0,0.0
56,41.0,49.0,0.0
57,40.0,49.0,0.0
58,41.0,49.0,0.0
59,41.0,49.0,1.0
60,41.0,49.0,1.0
61,40.0,49.0,1.0
62,41.0,49.0,0.0
63,41.0,49.0,0.0
64,40.0,49.0,0.0
65,41.0,49.0,0.0
66,41.0,49.0,0.0
67,41.0,49.0,0.0
68,41.0,49.0,0.0
69,41.0,49.0,0.0
70,40.0,49.0,0.0
71,40.0,49.0,0.0
72,40.0,49.0,0.0
73,40.0,49.0,0.0
74,40.0,50.0,1.0
75,40.0,50.0,1.0
76,40.0,50.0,1.0
77,39.0,49.0,1.0
78,39.0,49.0,1.0
79,39.0,49.0,1.0
80,39.0,50.0,1.0
81,39.0,49.0,1.0
82,40.0,50.0,1.0
83,39.0,50.0,1.0
84,40.0,50.0,1.0
85,40.0,49.0,1.0
86,40.0,49.0,1.0
87,41.0,49.0,1.0
88,40.0,49.0,1.0
89,40.0,49.0,1.0
90,40.0,49.0,2.0
91,41.0,49.0,1.0
92,40.0,50.0,1.0
93,40.0,49.0,1.0
94,41.0,49.0,1.0
95,41.0,50.0,2.0
96,39.0,50.0,2.0
97,39.0,49.0,1.0
98,41.0,49.0,2.0
99,40.0,49.0,2.0
100,39.0,49.0,2.0
101,40.0,50.0,2.0
102,41.0,49.0,2.0
103,40.0,49.0,2.0
104,40.0,49.0,2.0
105,41.0,50.0,3.0
106,41.0,49.0,2.0
107,40.0,49.0,2.0
108,41.0,49.0,2.0
109,40.0,49.0,2.0
110,40.0,49.0,2.0
111,40.0,49.0,2.0
112,40.0,49.0,2.0
113,40.0,49.0,2.0
114,40.0,49.0,2.0
115,40.0,49.0,2.0
116,40.0,49.0,2.0
117,40.0,49.0,2.0
118,40.0,49.0,2.0
119,41.0,49.0,3.0
120,41.0,49.0,2.0
