,EDA_wrist
0,0.503081
1,0.515874
2,0.799868
3,0.858713
4,0.657871
5,0.587512
6,0.568323
7,0.559368
8,0.55681
9,0.560647
10,0.570881
11,0.584953
12,0.600304
13,0.615655
14,0.634844
15,0.645078
16,0.651474
17,0.654033
18,0.655312
19,0.65915
20,0.65915
21,0.665546
22,0.655312
23,0.656591
24,0.671942
25,0.682176
26,0.707761
27,0.714158
28,0.714158
29,0.71032
30,0.709041
31,0.706482
32,0.705203
33,0.701365
34,0.700086
35,0.700086
36,0.700086
37,0.697527
38,0.698807
39,0.701365
40,0.700086
41,0.697527
42,0.698807
43,0.698807
44,0.698807
45,0.698807
46,0.696248
47,0.697527
48,0.688573
49,0.696248
50,0.696248
51,0.698807
52,0.696248
53,0.696248
54,0.696248
55,0.696248
56,0.703924
57,0.701365
58,0.701365
59,0.698807
60,0.700086
61,0.700086
62,0.697527
63,0.700086
64,0.697527
65,0.698807
66,0.698807
67,0.696248
68,0.69369
69,0.69369
70,0.694969
71,0.69369
72,0.694969
73,0.69241
74,0.69241
75,0.691131
76,0.691131
77,0.691131
78,0.688573
79,0.688573
80,0.684735
81,0.684735
82,0.686014
83,0.687293
84,0.687293
85,0.687293
86,0.687293
87,0.689852
88,0.689852
89,0.69241
90,0.686014
91,0.694969
92,0.694969
93,0.696248
94,0.697527
95,0.698807
96,0.700086
97,0.69241
98,0.698807
99,0.696248
100,0.69369
101,0.69241
102,0.689852
103,0.69241
104,0.686014
105,0.69369
106,0.696248
107,0.698807
108,0.700086
109,0.702644
110,0.705203
111,0.709041
112,0.707761
113,0.712878
114,0.711599
115,0.715437
116,0.705203
117,0.711599
118,0.711599
119,0.711599
120,0.712878
121,0.711599
122,0.711599
123,0.712878
124,0.712878
125,0.715437
126,0.715437
127,0.715437
128,0.709041
129,0.719275
130,0.720554
131,0.720554
132,0.719275
133,0.720554
134,0.723112
135,0.725671
136,0.728229
137,0.737184
138,0.748697
139,0.762769
140,0.775562
141,0.788354
142,0.788354
143,0.802426
144,0.807543
145,0.811381
146,0.81266
147,0.807543
148,0.806264
149,0.801147
150,0.799868
151,0.801147
152,0.811381
153,0.811381
154,0.821615
155,0.826732
156,0.822894
157,0.819056
158,0.816498
159,0.811381
160,0.815219
161,0.820336
162,0.820336
163,0.821615
164,0.819056
165,0.816498
166,0.815219
167,0.817777
168,0.820336
169,0.817777
170,0.822894
171,0.821615
172,0.820336
173,0.816498
174,0.81266
175,0.816498
176,0.817777
177,0.820336
178,0.819056
179,0.821615
180,0.822894
181,0.828011
182,0.835687
183,0.840804
184,0.849758
185,0.853596
186,0.856155
187,0.858713
188,0.856155
189,0.857434
190,0.857434
191,0.859992
192,0.858713
193,0.858713
194,0.859992
195,0.86383
196,0.865109
197,0.866389
198,0.867668
199,0.867668
200,0.874064
201,0.88046
202,0.879181
203,0.879181
204,0.88046
205,0.885577
206,0.894532
207,0.909883
208,0.903487
209,0.897091
210,0.934189
211,0.913721
212,0.904766
213,0.888136
214,0.915
215,0.927793
216,0.926513
217,0.93163
218,0.923955
219,0.921396
220,0.915
221,0.904766
222,0.916279
223,0.930351
224,0.925234
225,0.93163
226,0.93291
227,0.953378
228,0.968729
229,0.96617
230,0.96617
231,0.964891
232,0.972566
233,0.967449
234,0.970008
235,0.967449
236,0.967449
237,0.971287
238,0.970008
239,0.970008
240,0.96617
241,0.96617
242,0.962332
243,0.959774
244,0.958495
245,0.961053
246,0.962332
247,0.964891
248,0.964891
249,0.967449
250,0.952098
251,0.958495
252,0.967449
253,0.96617
254,0.96617
255,0.964891
256,0.96617
257,0.967449
258,0.975125
259,0.967449
260,0.971287
261,0.973846
262,0.971287
263,0.972566
264,0.968729
265,0.967449
266,0.961053
267,0.963612
268,0.961053
269,0.957215
270,0.958495
271,0.953378
272,0.952098
273,0.946981
274,0.945702
275,0.946981
276,0.943144
277,0.944423
278,0.943144
279,0.940585
280,0.922676
281,0.899649
282,0.929072
283,0.925234
284,0.922676
285,0.939306
286,0.925234
287,0.978963
288,0.962332
289,0.995593
290,0.990476
291,0.994314
292,0.994314
293,0.967449
294,0.972566
295,0.957215
296,0.96617
297,0.967449
298,0.968729
299,0.975125
300,0.972566
301,0.981521
302,0.977683
303,0.977683
304,0.978963
305,0.981521
306,0.977683
307,0.96617
308,0.968729
309,0.967449
310,0.973846
311,0.995593
312,0.971287
313,0.953378
314,0.944423
315,0.944423
316,0.941864
317,0.938027
318,0.945702
319,0.953378
320,0.946981
321,0.941864
322,0.936747
323,0.925234
324,0.918838
325,0.943144
326,0.946981
327,0.926513
328,0.925234
329,0.944423
330,0.950819
331,0.952098
332,0.952098
333,0.946981
334,0.934189
335,0.943144
336,0.93163
337,0.93163
338,0.929072
339,0.921396
340,0.920117
341,0.921396
342,0.920117
343,0.922676
344,0.923955
345,0.916279
346,0.911162
347,0.909883
348,0.906045
349,0.902208
350,0.899649
351,0.900928
352,0.893253
353,0.890694
354,0.886857
355,0.886857
356,0.885577
357,0.885577
358,0.902208
359,0.939306
360,0.964891
361,0.977683
362,0.981521
363,0.98408
364,0.980242
365,0.971287
366,0.971287
367,0.968729
368,0.961053
369,0.968729
370,0.963612
371,0.958495
372,0.959774
373,0.958495
374,0.954657
375,0.945702
376,0.944423
377,0.945702
378,0.941864
379,0.941864
380,0.936747
381,0.935468
382,0.93291
383,0.93163
384,0.927793
385,0.920117
386,0.920117
387,0.913721
388,0.916279
389,0.907325
390,0.909883
391,0.904766
392,0.902208
393,0.899649
394,0.897091
395,0.895811
396,0.890694
397,0.889415
398,0.885577
399,0.884298
400,0.883019
401,0.879181
402,0.879181
403,0.877902
404,0.875343
405,0.874064
406,0.872785
407,0.872785
408,0.872785
409,0.868947
410,0.867668
411,0.866389
412,0.862551
413,0.861272
414,0.857434
415,0.854875
416,0.854875
417,0.853596
418,0.852317
419,0.8472
420,0.844641
421,0.844641
422,0.839524
423,0.842083
424,0.835687
425,0.835687
426,0.834407
427,0.836966
428,0.82929
429,0.834407
430,0.83057
431,0.826732
432,0.82929
433,0.825453
434,0.825453
435,0.825453
436,0.824173
437,0.815219
438,0.819056
439,0.819056
440,0.816498
441,0.813939
442,0.808822
443,0.810102
444,0.804985
445,0.804985
446,0.803705
447,0.802426
448,0.79603
449,0.798588
450,0.798588
451,0.793471
452,0.79603
453,0.792192
454,0.793471
455,0.792192
456,0.792192
457,0.790913
458,0.789634
459,0.788354
460,0.785796
461,0.784517
462,0.781958
463,0.783237
464,0.7794
465,0.780679
466,0.77812
467,0.775562
468,0.774282
469,0.771724
470,0.771724
471,0.770445
472,0.770445
473,0.767886
474,0.767886
475,0.765328
476,0.764048
477,0.762769
478,0.760211
479,0.76149
