,TEMP_wrist
0,34.09
1,34.09
2,34.09
3,34.11
4,34.11
5,34.11
6,34.11
7,34.09
8,34.09
9,34.09
10,34.09
11,34.07
12,34.07
13,34.07
14,34.07
15,34.03
16,34.03
17,34.03
18,34.03
19,34.03
20,34.03
21,34.03
22,34.03
23,34.0
24,34.0
25,34.0
26,34.0
27,33.95
28,33.95
29,33.95
30,33.95
31,33.91
32,33.91
33,33.91
34,33.91
35,33.87
36,33.87
37,33.87
38,33.87
39,33.89
40,33.89
41,33.89
42,33.89
43,33.84
44,33.84
45,33.84
46,33.84
47,33.81
48,33.81
49,33.81
50,33.81
51,33.81
52,33.81
53,33.81
54,33.81
55,33.79
56,33.79
57,33.79
58,33.79
59,33.75
60,33.75
61,33.75
62,33.75
63,33.71
64,33.71
65,33.71
66,33.71
67,33.73
68,33.73
69,33.73
70,33.73
71,33.71
72,33.71
73,33.71
74,33.71
75,33.68
76,33.68
77,33.68
78,33.68
79,33.71
80,33.71
81,33.71
82,33.71
83,33.68
84,33.68
85,33.68
86,33.68
87,33.71
88,33.71
89,33.71
90,33.71
91,33.71
92,33.71
93,33.71
94,33.71
95,33.73
96,33.73
97,33.73
98,33.73
99,33.75
100,33.75
101,33.75
102,33.75
103,33.77
104,33.77
105,33.77
106,33.77
107,33.75
108,33.75
109,33.75
110,33.75
111,33.81
112,33.81
113,33.81
114,33.81
115,33.79
116,33.79
117,33.79
118,33.79
119,33.81
120,33.81
121,33.81
122,33.81
123,33.83
124,33.83
125,33.83
126,33.83
127,33.81
128,33.81
129,33.81
130,33.81
131,33.84
132,33.84
133,33.84
134,33.84
135,33.83
136,33.83
137,33.83
138,33.83
139,33.83
140,33.83
141,33.83
142,33.83
143,33.81
144,33.81
145,33.81
146,33.81
147,33.79
148,33.79
149,33.79
150,33.79
151,33.77
152,33.77
153,33.77
154,33.77
155,33.73
156,33.73
157,33.73
158,33.73
159,33.71
160,33.71
161,33.71
162,33.71
163,33.66
164,33.66
165,33.66
166,33.66
167,33.68
168,33.68
169,33.68
170,33.68
171,33.65
172,33.65
173,33.65
174,33.65
175,33.66
176,33.66
177,33.66
178,33.66
179,33.65
180,33.65
181,33.65
182,33.65
183,33.65
184,33.65
185,33.65
186,33.65
187,33.65
188,33.65
189,33.65
190,33.65
191,33.63
192,33.63
193,33.63
194,33.63
195,33.65
196,33.65
197,33.65
198,33.65
199,33.65
200,33.65
201,33.65
202,33.65
203,33.65
204,33.65
205,33.65
206,33.65
207,33.65
208,33.65
209,33.65
210,33.65
211,33.63
212,33.63
213,33.63
214,33.63
215,33.65
216,33.65
217,33.65
218,33.65
219,33.63
220,33.63
221,33.63
222,33.63
223,33.63
224,33.63
225,33.63
226,33.63
227,33.65
228,33.65
229,33.65
230,33.65
231,33.65
232,33.65
233,33.65
234,33.65
235,33.65
236,33.65
237,33.65
238,33.65
239,33.65
240,33.65
241,33.65
242,33.65
243,33.65
244,33.65
245,33.65
246,33.65
247,33.66
248,33.66
249,33.66
250,33.66
251,33.68
252,33.68
253,33.68
254,33.68
255,33.66
256,33.66
257,33.66
258,33.66
259,33.66
260,33.66
261,33.66
262,33.66
263,33.66
264,33.66
265,33.66
266,33.66
267,33.71
268,33.71
269,33.71
270,33.71
271,33.68
272,33.68
273,33.68
274,33.68
275,33.68
276,33.68
277,33.68
278,33.68
279,33.73
280,33.73
281,33.73
282,33.73
283,33.71
284,33.71
285,33.71
286,33.71
287,33.71
288,33.71
289,33.71
290,33.71
291,33.73
292,33.73
293,33.73
294,33.73
295,33.71
296,33.71
297,33.71
298,33.71
299,33.73
300,33.73
301,33.73
302,33.73
303,33.75
304,33.75
305,33.75
306,33.75
307,33.73
308,33.73
309,33.73
310,33.73
311,33.75
312,33.75
313,33.75
314,33.75
315,33.77
316,33.77
317,33.77
318,33.77
319,33.77
320,33.77
321,33.77
322,33.77
323,33.77
324,33.77
325,33.77
326,33.77
327,33.75
328,33.75
329,33.75
330,33.75
331,33.75
332,33.75
333,33.75
334,33.75
335,33.75
336,33.75
337,33.75
338,33.75
339,33.75
340,33.75
341,33.75
342,33.75
343,33.71
344,33.71
345,33.71
346,33.71
347,33.73
348,33.73
349,33.73
350,33.73
351,33.68
352,33.68
353,33.68
354,33.68
355,33.68
356,33.68
357,33.68
358,33.68
359,33.68
360,33.68
361,33.68
362,33.68
363,33.65
364,33.65
365,33.65
366,33.65
367,33.66
368,33.66
369,33.66
370,33.66
371,33.66
372,33.66
373,33.66
374,33.66
375,33.66
376,33.66
377,33.66
378,33.66
379,33.68
380,33.68
381,33.68
382,33.68
383,33.68
384,33.68
385,33.68
386,33.68
387,33.68
388,33.68
389,33.68
390,33.68
391,33.68
392,33.68
393,33.68
394,33.68
395,33.71
396,33.71
397,33.71
398,33.71
399,33.71
400,33.71
401,33.71
402,33.71
403,33.68
404,33.68
405,33.68
406,33.68
407,33.68
408,33.68
409,33.68
410,33.68
411,33.68
412,33.68
413,33.68
414,33.68
415,33.68
416,33.68
417,33.68
418,33.68
419,33.71
420,33.71
421,33.71
422,33.71
423,33.71
424,33.71
425,33.71
426,33.71
427,33.71
428,33.71
429,33.71
430,33.71
431,33.66
432,33.66
433,33.66
434,33.66
435,33.68
436,33.68
437,33.68
438,33.68
439,33.71
440,33.71
441,33.71
442,33.71
443,33.66
444,33.66
445,33.66
446,33.66
447,33.66
448,33.66
449,33.66
450,33.66
451,33.68
452,33.68
453,33.68
454,33.68
455,33.66
456,33.66
457,33.66
458,33.66
459,33.63
460,33.63
461,33.63
462,33.63
463,33.66
464,33.66
465,33.66
466,33.66
467,33.65
468,33.65
469,33.65
470,33.65
471,33.63
472,33.63
473,33.63
474,33.63
475,33.63
476,33.63
477,33.63
478,33.63
479,33.65
480,33.65
481,33.65
482,33.65
483,33.63
484,33.63
485,33.63
486,33.63
487,33.61
488,33.61
489,33.61
490,33.61
491,33.61
492,33.61
493,33.61
494,33.61
495,33.61
496,33.61
497,33.61
498,33.61
499,33.59
500,33.59
501,33.59
502,33.59
503,33.59
504,33.59
505,33.59
506,33.59
507,33.59
508,33.59
509,33.59
510,33.59
511,33.59
512,33.59
513,33.59
514,33.59
515,33.59
516,33.59
517,33.59
518,33.59
519,33.59
520,33.59
521,33.59
522,33.59
523,33.59
524,33.59
525,33.59
526,33.59
527,33.55
528,33.55
529,33.55
530,33.55
531,33.59
532,33.59
533,33.59
534,33.59
535,33.59
536,33.59
537,33.59
538,33.59
539,33.59
540,33.59
541,33.59
542,33.59
543,33.57
544,33.57
545,33.57
546,33.57
547,33.55
548,33.55
549,33.55
550,33.55
551,33.57
552,33.57
553,33.57
554,33.57
555,33.59
556,33.59
557,33.59
558,33.59
559,33.57
560,33.57
561,33.57
562,33.57
563,33.59
564,33.59
565,33.59
566,33.59
567,33.59
568,33.59
569,33.59
570,33.59
571,33.61
572,33.61
573,33.61
574,33.61
575,33.63
576,33.63
577,33.63
578,33.63
579,33.65
580,33.65
581,33.65
582,33.65
583,33.65
584,33.65
585,33.65
586,33.65
587,33.66
588,33.66
589,33.66
590,33.66
591,33.68
592,33.68
593,33.68
594,33.68
595,33.71
596,33.71
597,33.71
598,33.71
599,33.68
600,33.68
601,33.68
602,33.68
603,33.68
604,33.68
605,33.68
606,33.68
607,33.68
608,33.68
609,33.68
610,33.68
611,33.68
612,33.68
613,33.68
614,33.68
615,33.66
616,33.66
617,33.66
618,33.66
619,33.66
620,33.66
621,33.66
622,33.66
623,33.66
624,33.66
625,33.66
626,33.66
627,33.66
628,33.66
629,33.66
630,33.66
631,33.65
632,33.65
633,33.65
634,33.65
635,33.63
636,33.63
637,33.63
638,33.63
639,33.63
640,33.63
641,33.63
642,33.63
643,33.61
644,33.61
645,33.61
646,33.61
647,33.61
648,33.61
649,33.61
650,33.61
651,33.57
652,33.57
653,33.57
654,33.57
655,33.57
656,33.57
657,33.57
658,33.57
659,33.57
660,33.57
661,33.57
662,33.57
663,33.55
664,33.55
665,33.55
666,33.55
667,33.57
668,33.57
669,33.57
670,33.57
671,33.5
672,33.5
673,33.5
674,33.5
675,33.5
676,33.5
677,33.5
678,33.5
679,33.47
680,33.47
681,33.47
682,33.47
683,33.45
684,33.45
685,33.45
686,33.45
687,33.43
688,33.43
689,33.43
690,33.43
691,33.43
692,33.43
693,33.43
694,33.43
695,33.41
696,33.41
697,33.41
698,33.41
699,33.39
700,33.39
701,33.39
702,33.39
703,33.39
704,33.39
705,33.39
706,33.39
707,33.34
708,33.34
709,33.34
710,33.34
711,33.37
712,33.37
713,33.37
714,33.37
715,33.34
716,33.34
717,33.34
718,33.34
719,33.31
720,33.31
721,33.31
722,33.31
723,33.37
724,33.37
725,33.37
726,33.37
727,33.34
728,33.34
729,33.34
730,33.34
731,33.37
732,33.37
733,33.37
734,33.37
735,33.41
736,33.41
737,33.41
738,33.41
739,33.47
740,33.47
741,33.47
742,33.47
743,33.49
744,33.49
745,33.49
