,TEMP_wrist
0,31.73
1,31.73
2,31.73
3,31.73
4,31.73
5,31.73
6,31.69
7,31.69
8,31.69
9,31.69
10,31.71
11,31.71
12,31.71
13,31.71
14,31.73
15,31.73
16,31.73
17,31.73
18,31.71
19,31.71
20,31.71
21,31.71
22,31.69
23,31.69
24,31.69
25,31.69
26,31.71
27,31.71
28,31.71
29,31.71
30,31.69
31,31.69
32,31.69
33,31.69
34,31.69
35,31.69
36,31.69
37,31.69
38,31.69
39,31.69
40,31.69
41,31.69
42,31.69
43,31.69
44,31.69
45,31.69
46,31.69
47,31.69
48,31.69
49,31.69
50,31.69
51,31.69
52,31.69
53,31.69
54,31.69
55,31.69
56,31.69
57,31.69
58,31.71
59,31.71
60,31.71
61,31.71
62,31.69
63,31.69
64,31.69
65,31.69
66,31.69
67,31.69
68,31.69
69,31.69
70,31.69
71,31.69
72,31.69
73,31.69
74,31.69
75,31.69
76,31.69
77,31.69
78,31.69
79,31.69
80,31.69
81,31.69
82,31.67
83,31.67
84,31.67
85,31.67
86,31.67
87,31.67
88,31.67
89,31.67
90,31.67
91,31.67
92,31.67
93,31.67
94,31.67
95,31.67
96,31.67
97,31.67
98,31.67
99,31.67
100,31.67
101,31.67
102,31.65
103,31.65
104,31.65
105,31.65
106,31.67
107,31.67
108,31.67
109,31.67
110,31.65
111,31.65
112,31.65
113,31.65
114,31.67
115,31.67
116,31.67
117,31.67
118,31.67
119,31.67
120,31.67
121,31.67
122,31.67
123,31.67
124,31.67
125,31.67
126,31.65
127,31.65
128,31.65
129,31.65
130,31.63
131,31.63
132,31.63
133,31.63
134,31.65
135,31.65
136,31.65
137,31.65
138,31.67
139,31.67
140,31.67
141,31.67
142,31.67
143,31.67
144,31.67
145,31.67
146,31.65
147,31.65
148,31.65
149,31.65
150,31.65
151,31.65
152,31.65
153,31.65
154,31.67
155,31.67
156,31.67
157,31.67
158,31.69
159,31.69
160,31.69
161,31.69
162,31.67
163,31.67
164,31.67
165,31.67
166,31.65
167,31.65
168,31.65
169,31.65
170,31.69
171,31.69
172,31.69
173,31.69
174,31.67
175,31.67
176,31.67
177,31.67
178,31.71
179,31.71
180,31.71
181,31.71
182,31.69
183,31.69
184,31.69
185,31.69
186,31.71
187,31.71
188,31.71
189,31.71
190,31.73
191,31.73
192,31.73
193,31.73
194,31.71
195,31.71
196,31.71
197,31.71
198,31.73
199,31.73
200,31.73
201,31.73
202,31.71
203,31.71
204,31.71
205,31.71
206,31.75
207,31.75
208,31.75
209,31.75
210,31.73
211,31.73
212,31.73
213,31.73
214,31.71
215,31.71
216,31.71
217,31.71
218,31.73
219,31.73
220,31.73
221,31.73
222,31.75
223,31.75
224,31.75
225,31.75
226,31.73
227,31.73
228,31.73
229,31.73
230,31.73
231,31.73
232,31.73
233,31.73
234,31.75
235,31.75
236,31.75
237,31.75
238,31.75
239,31.75
240,31.75
241,31.75
242,31.71
243,31.71
244,31.71
245,31.71
246,31.73
247,31.73
248,31.73
249,31.73
250,31.73
251,31.73
252,31.73
253,31.73
254,31.73
255,31.73
256,31.73
257,31.73
258,31.71
259,31.71
260,31.71
261,31.71
262,31.73
263,31.73
264,31.73
265,31.73
266,31.71
267,31.71
268,31.71
269,31.71
270,31.71
271,31.71
272,31.71
273,31.71
274,31.69
275,31.69
276,31.69
277,31.69
278,31.71
279,31.71
280,31.71
281,31.71
282,31.69
283,31.69
284,31.69
285,31.69
286,31.71
287,31.71
288,31.71
289,31.71
290,31.69
291,31.69
292,31.69
293,31.69
294,31.69
295,31.69
296,31.69
297,31.69
298,31.69
299,31.69
300,31.69
301,31.69
302,31.69
303,31.69
304,31.69
305,31.69
306,31.71
307,31.71
308,31.71
309,31.71
310,31.69
311,31.69
312,31.69
313,31.69
314,31.69
315,31.69
316,31.69
317,31.69
318,31.69
319,31.69
320,31.69
321,31.69
322,31.69
323,31.69
324,31.69
325,31.69
326,31.69
327,31.69
328,31.69
329,31.69
330,31.69
331,31.69
332,31.69
333,31.69
334,31.67
335,31.67
336,31.67
337,31.67
338,31.69
339,31.69
340,31.69
341,31.69
342,31.67
343,31.67
344,31.67
345,31.67
346,31.69
347,31.69
348,31.69
349,31.69
350,31.67
351,31.67
352,31.67
353,31.67
354,31.69
355,31.69
356,31.69
357,31.69
358,31.67
359,31.67
360,31.67
361,31.67
362,31.67
363,31.67
364,31.67
365,31.67
366,31.69
367,31.69
368,31.69
369,31.69
370,31.67
371,31.67
372,31.67
373,31.67
374,31.65
375,31.65
376,31.65
377,31.65
378,31.65
379,31.65
380,31.65
381,31.65
382,31.69
383,31.69
384,31.69
385,31.69
386,31.65
387,31.65
388,31.65
389,31.65
390,31.65
391,31.65
392,31.65
393,31.65
394,31.67
395,31.67
396,31.67
397,31.67
398,31.65
399,31.65
400,31.65
401,31.65
402,31.67
403,31.67
404,31.67
405,31.67
406,31.65
407,31.65
408,31.65
409,31.65
410,31.63
411,31.63
412,31.63
413,31.63
414,31.63
415,31.63
416,31.63
417,31.63
418,31.65
419,31.65
420,31.65
421,31.65
422,31.65
423,31.65
424,31.65
425,31.65
426,31.65
427,31.65
428,31.65
429,31.65
430,31.65
431,31.65
432,31.65
433,31.65
434,31.67
435,31.67
436,31.67
437,31.67
438,31.65
439,31.65
440,31.65
441,31.65
442,31.65
443,31.65
444,31.65
445,31.65
446,31.65
447,31.65
448,31.65
449,31.65
450,31.63
451,31.63
452,31.63
453,31.63
454,31.65
455,31.65
456,31.65
457,31.65
458,31.65
459,31.65
460,31.65
461,31.65
462,31.67
463,31.67
464,31.67
465,31.67
466,31.65
467,31.65
468,31.65
469,31.65
470,31.67
471,31.67
472,31.67
473,31.67
474,31.65
475,31.65
476,31.65
477,31.65
478,31.63
479,31.63
480,31.63
481,31.63
482,31.65
483,31.65
484,31.65
485,31.65
486,31.69
487,31.69
488,31.69
489,31.69
490,31.63
491,31.63
492,31.63
493,31.63
494,31.67
495,31.67
496,31.67
497,31.67
498,31.67
499,31.67
500,31.67
501,31.67
502,31.65
503,31.65
504,31.65
505,31.65
506,31.63
507,31.63
508,31.63
509,31.63
510,31.67
511,31.67
512,31.67
513,31.67
514,31.69
515,31.69
516,31.69
517,31.69
518,31.67
519,31.67
520,31.67
521,31.67
522,31.69
523,31.69
524,31.69
525,31.69
526,31.67
527,31.67
528,31.67
529,31.67
530,31.67
531,31.67
532,31.67
533,31.67
534,31.67
535,31.67
536,31.67
537,31.67
538,31.65
539,31.65
540,31.65
541,31.65
542,31.67
543,31.67
544,31.67
545,31.67
546,31.67
547,31.67
548,31.67
549,31.67
550,31.69
551,31.69
552,31.69
553,31.69
554,31.71
555,31.71
556,31.71
557,31.71
558,31.73
559,31.73
560,31.73
561,31.73
562,31.73
563,31.73
564,31.73
565,31.73
566,31.75
567,31.75
568,31.75
569,31.75
570,31.75
571,31.75
572,31.75
573,31.75
