,ACC_chest_X,ACC_chest_Y,ACC_chest_Z,EMG,ECG,EDA,Temp,Resp,Label,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z,BVP,EDA_wrist,TEMP_wrist,subject
0,0.8295999765396118,0.3121999502182007,1.14739990234375,-0.0161590576171875,-0.025543212890625,1.3622283935546875,33.4930419921875,0.69122314453125,0,40.0,-45.0,127.0,1.35,0.220298,29.79,S15
1,0.8808000087738037,-0.03020000457763672,-0.17900002002716064,0.0006866455078125,0.3386993408203125,1.3401031494140625,33.48095703125,0.164794921875,0,33.0,62.0,-95.0,-5.53,0.170407,29.79,S15
2,0.9752000570297241,0.29019999504089355,-0.03420001268386841,0.0018768310546875,-0.1769256591796875,1.3397216796875,33.43560791015625,0.92926025390625,0,22.0,33.0,42.0,-5.08,0.189596,29.79,S15
3,0.9071999788284302,-0.022599995136260986,-0.1281999945640564,0.018035888671875,-0.0233001708984375,1.3568878173828125,33.49151611328125,1.77154541015625,0,41.0,49.0,-1.0,-8.09,0.151218,29.83,S15
4,0.9085999727249146,-0.00700002908706665,-0.15859997272491455,0.0105743408203125,0.03662109375,1.345062255859375,33.47186279296875,1.24053955078125,0,47.0,48.0,15.0,32.81,0.166569,29.83,S15
5,0.9079999923706055,-0.010200023651123047,-0.1574000120162964,0.0252227783203125,-0.1783905029296875,1.360321044921875,33.444671630859375,-0.6011962890625,0,42.0,45.0,14.0,26.54,0.167848,29.83,S15
6,0.9038000106811523,-0.010999977588653564,-0.15420001745224,-0.0046234130859375,0.039459228515625,1.3568878173828125,33.47186279296875,-2.08282470703125,0,42.0,46.0,14.0,-10.76,0.170407,29.83,S15
7,0.9026000499725342,-0.011200010776519775,-0.15380001068115234,-0.0110321044921875,-0.0813446044921875,1.3446807861328125,33.490020751953125,-2.94647216796875,0,41.0,46.0,15.0,-84.72,0.171686,29.83,S15
8,0.906999945640564,-0.012000024318695068,-0.15280002355575562,-0.0038909912109375,-0.157745361328125,1.361083984375,33.440155029296875,-2.593994140625,0,41.0,46.0,15.0,32.16,0.171686,29.83,S15
9,0.9138000011444092,-0.0037999749183654785,-0.15759998559951782,0.0047149658203125,-0.0369415283203125,1.3431549072265625,33.426544189453125,-0.6683349609375,0,41.0,47.0,15.0,24.78,0.171686,29.83,S15
