,EDA_wrist
0,0.277864
1,0.266351
2,0.195992
3,0.226694
4,0.126912
5,0.229252
6,0.231811
7,0.236928
8,0.240766
9,0.242045
10,0.243324
11,0.245883
12,0.242045
13,0.251
14,0.251
15,0.253558
16,0.254837
17,0.254837
18,0.256117
19,0.256117
20,0.258675
21,0.254837
22,0.257396
23,0.256117
24,0.257396
25,0.258675
26,0.259954
27,0.265071
28,0.270188
29,0.266351
30,0.274026
31,0.275305
32,0.275305
33,0.277864
34,0.276585
35,0.280422
36,0.279143
37,0.281702
38,0.293215
39,0.298332
40,0.312404
41,0.57465
42,0.43777
43,0.361015
44,0.348223
45,0.337989
46,0.33671
47,0.341827
48,0.349502
49,0.348223
50,0.345664
51,0.332872
52,0.323917
53,0.322638
54,0.322638
55,0.322638
56,0.323917
57,0.320079
58,0.321359
59,0.321359
60,0.321359
61,0.320079
62,0.3188
63,0.320079
64,0.317521
65,0.316242
66,0.317521
67,0.311125
68,0.316242
69,0.316242
70,0.316242
71,0.313683
72,0.316242
73,0.316242
74,0.314962
75,0.313683
76,0.309845
77,0.313683
78,0.308566
79,0.312404
80,0.313683
81,0.314962
82,0.312404
83,0.312404
84,0.316242
85,0.312404
86,0.312404
87,0.311125
88,0.311125
89,0.311125
90,0.311125
91,0.312404
92,0.311125
93,0.311125
94,0.311125
95,0.316242
96,0.316242
97,0.313683
98,0.311125
99,0.314962
100,0.312404
101,0.313683
102,0.313683
103,0.314962
104,0.309845
105,0.303449
106,0.295773
107,0.291936
108,0.293215
109,0.285539
110,0.288098
111,0.286819
112,0.286819
113,0.289377
114,0.290656
115,0.290656
116,0.294494
117,0.295773
118,0.297053
119,0.298332
120,0.300891
121,0.299611
122,0.297053
123,0.297053
124,0.298332
125,0.298332
126,0.298332
127,0.299611
128,0.299611
129,0.299611
130,0.298332
131,0.297053
132,0.298332
133,0.294494
134,0.299611
135,0.297053
136,0.298332
137,0.297053
138,0.293215
139,0.293215
140,0.291936
141,0.293215
142,0.285539
143,0.291936
144,0.290656
145,0.291936
146,0.290656
147,0.291936
148,0.294494
149,0.293215
150,0.294494
151,0.293215
152,0.294494
153,0.294494
154,0.289377
155,0.291936
156,0.294494
157,0.290656
158,0.290656
159,0.288098
160,0.289377
161,0.289377
162,0.286819
163,0.286819
164,0.285539
165,0.286819
166,0.285539
167,0.288098
168,0.288098
169,0.288098
170,0.286819
171,0.288098
172,0.290656
173,0.288098
174,0.288098
175,0.286819
176,0.286819
177,0.286819
178,0.288098
179,0.286819
180,0.289377
181,0.288098
182,0.288098
183,0.289377
184,0.289377
185,0.288098
186,0.285539
187,0.288098
188,0.288098
189,0.28426
190,0.286819
191,0.288098
192,0.286819
193,0.286819
194,0.288098
195,0.288098
196,0.288098
197,0.285539
198,0.286819
199,0.288098
200,0.281702
201,0.285539
202,0.286819
203,0.286819
204,0.289377
205,0.282981
206,0.286819
207,0.289377
208,0.293215
209,0.299611
210,0.288098
211,0.291936
212,0.291936
213,0.289377
214,0.291936
215,0.290656
216,0.290656
217,0.289377
218,0.289377
219,0.288098
220,0.289377
221,0.288098
222,0.288098
223,0.289377
224,0.288098
225,0.286819
226,0.288098
227,0.289377
228,0.288098
229,0.286819
230,0.28426
231,0.286819
232,0.285539
233,0.286819
234,0.288098
235,0.286819
236,0.288098
237,0.286819
238,0.288098
239,0.286819
240,0.288098
241,0.285539
242,0.28426
243,0.281702
244,0.282981
245,0.28426
246,0.285539
247,0.286819
248,0.286819
249,0.286819
250,0.285539
251,0.28426
252,0.28426
253,0.28426
254,0.282981
255,0.28426
256,0.285539
257,0.285539
258,0.285539
259,0.286819
260,0.288098
261,0.286819
262,0.286819
263,0.28426
264,0.286819
265,0.277864
266,0.288098
267,0.285539
268,0.286819
269,0.282981
270,0.285539
271,0.285539
272,0.285539
273,0.288098
274,0.285539
275,0.285539
276,0.288098
277,0.286819
278,0.288098
279,0.286819
280,0.290656
281,0.288098
282,0.289377
283,0.288098
284,0.289377
285,0.286819
286,0.288098
287,0.286819
288,0.289377
289,0.288098
290,0.288098
291,0.288098
292,0.289377
293,0.289377
294,0.288098
295,0.288098
296,0.286819
297,0.288098
298,0.28426
299,0.288098
300,0.289377
301,0.288098
302,0.288098
303,0.286819
304,0.289377
305,0.286819
306,0.289377
307,0.286819
308,0.288098
309,0.28426
310,0.285539
311,0.285539
312,0.285539
313,0.285539
314,0.285539
315,0.286819
316,0.291936
317,0.294494
318,0.291936
319,0.291936
320,0.293215
321,0.290656
322,0.290656
323,0.288098
324,0.288098
325,0.288098
326,0.288098
327,0.288098
328,0.289377
329,0.288098
330,0.288098
331,0.290656
332,0.289377
333,0.286819
334,0.289377
335,0.288098
336,0.290656
337,0.290656
338,0.288098
339,0.289377
340,0.286819
341,0.288098
342,0.285539
343,0.289377
344,0.286819
345,0.288098
346,0.286819
347,0.288098
348,0.289377
349,0.281702
350,0.286819
351,0.285539
352,0.289377
353,0.286819
354,0.286819
355,0.288098
356,0.286819
357,0.288098
358,0.286819
359,0.288098
360,0.288098
361,0.288098
362,0.285539
363,0.286819
364,0.286819
365,0.285539
366,0.289377
367,0.289377
368,0.289377
369,0.288098
370,0.288098
371,0.286819
372,0.288098
373,0.285539
374,0.286819
375,0.286819
376,0.288098
377,0.288098
378,0.288098
379,0.285539
380,0.288098
381,0.288098
382,0.288098
383,0.288098
384,0.286819
385,0.286819
386,0.285539
387,0.286819
388,0.286819
389,0.288098
390,0.288098
391,0.288098
392,0.290656
393,0.286819
394,0.286819
395,0.28426
396,0.288098
397,0.28426
398,0.286819
399,0.281702
400,0.288098
401,0.285539
402,0.286819
403,0.288098
404,0.286819
405,0.286819
406,0.28426
407,0.286819
408,0.285539
409,0.285539
410,0.285539
411,0.286819
412,0.288098
413,0.286819
414,0.288098
415,0.286819
416,0.288098
417,0.285539
418,0.288098
419,0.286819
420,0.288098
421,0.288098
422,0.286819
423,0.288098
424,0.286819
425,0.286819
426,0.286819
427,0.285539
428,0.288098
429,0.281702
430,0.285539
431,0.285539
432,0.286819
433,0.285539
434,0.279143
435,0.286819
436,0.289377
437,0.286819
438,0.285539
439,0.28426
440,0.288098
441,0.285539
442,0.286819
443,0.286819
444,0.286819
445,0.288098
446,0.286819
447,0.288098
448,0.286819
449,0.286819
450,0.285539
451,0.285539
452,0.288098
453,0.286819
454,0.288098
455,0.286819
456,0.286819
457,0.288098
458,0.288098
459,0.288098
460,0.281702
461,0.285539
462,0.286819
463,0.277864
464,0.288098
465,0.285539
466,0.286819
467,0.282981
468,0.285539
469,0.286819
470,0.28426
471,0.285539
472,0.28426
473,0.288098
474,0.286819
475,0.286819
476,0.286819
477,0.288098
478,0.286819
479,0.285539
480,0.289377
481,0.286819
482,0.286819
483,0.285539
484,0.286819
485,0.285539
486,0.286819
487,0.285539
488,0.28426
489,0.285539
490,0.285539
491,0.285539
492,0.285539
493,0.282981
494,0.282981
495,0.282981
496,0.282981
497,0.28426
498,0.285539
499,0.28426
500,0.28426
501,0.285539
502,0.285539
503,0.285539
504,0.285539
505,0.28426
506,0.285539
507,0.282981
508,0.285539
509,0.275305
510,0.286819
511,0.286819
512,0.286819
513,0.286819
514,0.285539
515,0.285539
516,0.279143
517,0.286819
518,0.285539
519,0.286819
520,0.286819
521,0.285539
522,0.285539
523,0.280422
524,0.286819
525,0.285539
526,0.285539
527,0.28426
528,0.288098
529,0.28426
530,0.285539
531,0.285539
532,0.28426
533,0.28426
534,0.285539
535,0.293215
536,0.290656
537,0.285539
538,0.282981
539,0.28426
540,0.28426
541,0.28426
542,0.28426
543,0.281702
544,0.280422
545,0.280422
546,0.280422
547,0.280422
548,0.281702
549,0.279143
550,0.281702
551,0.280422
552,0.281702
553,0.279143
554,0.279143
555,0.280422
556,0.280422
557,0.280422
558,0.279143
559,0.279143
560,0.280422
561,0.280422
562,0.282981
563,0.280422
564,0.282981
565,0.282981
566,0.28426
567,0.285539
568,0.285539
569,0.28426
570,0.28426
571,0.282981
572,0.288098
573,0.28426
574,0.285539
575,0.28426
576,0.28426
577,0.280422
578,0.28426
579,0.28426
580,0.282981
581,0.28426
582,0.282981
583,0.28426
584,0.281702
585,0.281702
586,0.28426
587,0.290656
588,0.28426
589,0.282981
590,0.286819
591,0.286819
592,0.285539
593,0.281702
594,0.285539
595,0.282981
596,0.286819
597,0.277864
598,0.28426
599,0.282981
600,0.282981
601,0.282981
602,0.281702
603,0.282981
604,0.280422
605,0.282981
606,0.281702
607,0.282981
608,0.281702
609,0.281702
610,0.281702
611,0.281702
612,0.282981
613,0.280422
614,0.280422
615,0.280422
616,0.282981
617,0.280422
618,0.280422
619,0.280422
620,0.281702
621,0.282981
622,0.280422
623,0.282981
624,0.280422
625,0.280422
626,0.280422
627,0.281702
628,0.280422
629,0.281702
630,0.282981
631,0.282981
632,0.282981
633,0.282981
634,0.282981
635,0.281702
636,0.281702
637,0.281702
638,0.280422
639,0.280422
640,0.281702
641,0.280422
642,0.281702
643,0.280422
644,0.281702
645,0.281702
646,0.281702
647,0.280422
648,0.280422
649,0.280422
650,0.279143
651,0.280422
652,0.281702
653,0.280422
654,0.279143
655,0.280422
656,0.281702
657,0.281702
658,0.274026
659,0.280422
660,0.281702
661,0.280422
662,0.281702
663,0.280422
664,0.281702
665,0.281702
666,0.281702
667,0.282981
668,0.279143
669,0.276585
670,0.277864
671,0.279143
672,0.279143
673,0.280422
674,0.279143
675,0.279143
676,0.280422
677,0.280422
678,0.280422
679,0.279143
680,0.281702
681,0.279143
682,0.280422
683,0.279143
684,0.280422
685,0.279143
686,0.280422
687,0.280422
688,0.279143
689,0.280422
690,0.280422
691,0.280422
692,0.279143
693,0.279143
694,0.279143
695,0.279143
696,0.282981
697,0.280422
698,0.280422
699,0.280422
700,0.281702
701,0.280422
702,0.280422
703,0.279143
704,0.281702
705,0.282981
706,0.280422
707,0.281702
708,0.280422
709,0.280422
710,0.280422
711,0.282981
712,0.281702
713,0.280422
714,0.277864
715,0.281702
716,0.280422
717,0.281702
718,0.280422
719,0.280422
720,0.282981
721,0.280422
722,0.275305
723,0.281702
724,0.282981
725,0.279143
726,0.280422
727,0.280422
728,0.280422
729,0.280422
730,0.279143
731,0.281702
732,0.281702
733,0.281702
734,0.281702
735,0.280422
736,0.280422
737,0.280422
738,0.280422
739,0.279143
740,0.281702
741,0.280422
742,0.279143
743,0.281702
744,0.286819
745,0.349502
746,0.340547
747,0.325196
748,0.3188
749,0.303449
750,0.300891
751,0.28426
752,0.28426
753,0.276585
754,0.282981
755,0.282981
756,0.281702
757,0.281702
758,0.277864
759,0.279143
760,0.279143
761,0.277864
762,0.282981
763,0.285539
764,0.28426
765,0.28426
766,0.28426
767,0.282981
768,0.282981
769,0.281702
770,0.280422
771,0.281702
772,0.28426
773,0.28426
774,0.28426
775,0.282981
776,0.28426
777,0.28426
778,0.28426
779,0.28426
780,0.285539
781,0.28426
782,0.286819
783,0.285539
784,0.28426
785,0.28426
786,0.28426
787,0.285539
788,0.280422
789,0.286819
790,0.28426
791,0.282981
792,0.348223
793,0.312404
794,0.316242
795,0.314962
796,0.30217
797,0.285539
798,0.279143
799,0.277864
800,0.277864
801,0.277864
802,0.275305
803,0.276585
804,0.275305
805,0.277864
806,0.277864
807,0.276585
808,0.276585
809,0.276585
810,0.276585
811,0.276585
812,0.276585
813,0.275305
814,0.276585
815,0.276585
816,0.276585
817,0.276585
818,0.276585
819,0.277864
820,0.277864
821,0.277864
822,0.276585
823,0.276585
824,0.276585
825,0.270188
826,0.275305
827,0.276585
828,0.276585
829,0.271468
830,0.275305
831,0.276585
832,0.272747
833,0.276585
834,0.276585
835,0.276585
836,0.276585
837,0.274026
838,0.276585
839,0.275305
840,0.277864
841,0.276585
842,0.275305
843,0.276585
844,0.275305
845,0.275305
846,0.274026
847,0.275305
848,0.271468
849,0.276585
850,0.276585
851,0.276585
852,0.277864
853,0.276585
854,0.279143
855,0.277864
856,0.277864
857,0.275305
858,0.251
859,0.265071
860,0.270188
861,0.270188
862,0.271468
863,0.26763
864,0.261234
865,0.257396
866,0.257396
867,0.259954
868,0.262513
869,0.263792
870,0.263792
871,0.263792
872,0.265071
873,0.263792
874,0.265071
875,0.258675
876,0.268909
877,0.266351
878,0.265071
879,0.265071
880,0.265071
881,0.263792
882,0.265071
883,0.266351
884,0.259954
885,0.266351
886,0.266351
887,0.266351
888,0.266351
889,0.265071
890,0.265071
891,0.265071
892,0.265071
893,0.265071
894,0.265071
895,0.266351
896,0.266351
897,0.266351
898,0.268909
899,0.26763
900,0.26763
901,0.266351
902,0.26763
903,0.266351
904,0.26763
905,0.26763
906,0.268909
907,0.268909
908,0.270188
909,0.263792
910,0.268909
911,0.268909
912,0.26763
913,0.268909
914,0.266351
915,0.268909
916,0.268909
917,0.270188
918,0.270188
919,0.270188
920,0.271468
921,0.271468
922,0.268909
923,0.26763
924,0.270188
925,0.268909
926,0.270188
927,0.271468
928,0.271468
929,0.271468
930,0.271468
931,0.270188
932,0.270188
933,0.270188
934,0.268909
935,0.271468
936,0.265071
937,0.271468
938,0.270188
939,0.270188
940,0.270188
941,0.268909
942,0.272747
943,0.270188
944,0.272747
945,0.270188
946,0.271468
947,0.268909
948,0.268909
949,0.270188
950,0.270188
951,0.271468
952,0.270188
953,0.270188
954,0.270188
955,0.270188
956,0.268909
957,0.268909
958,0.26763
959,0.268909
960,0.270188
