,TEMP_wrist
0,33.87
1,33.87
2,33.87
3,33.87
4,33.87
5,33.87
6,33.89
7,33.89
8,33.89
9,33.89
10,33.87
11,33.87
12,33.87
13,33.87
14,33.84
15,33.84
16,33.84
17,33.84
18,33.84
19,33.84
20,33.84
21,33.84
22,33.83
23,33.83
24,33.83
25,33.83
26,33.83
27,33.83
28,33.83
29,33.83
30,33.79
31,33.79
32,33.79
33,33.79
34,33.79
35,33.79
36,33.79
37,33.79
38,33.83
39,33.83
40,33.83
41,33.83
42,33.81
43,33.81
44,33.81
45,33.81
46,33.81
47,33.81
48,33.81
49,33.81
50,33.79
51,33.79
52,33.79
53,33.79
54,33.81
55,33.81
56,33.81
57,33.81
58,33.79
59,33.79
60,33.79
61,33.79
62,33.77
63,33.77
64,33.77
65,33.77
66,33.79
67,33.79
68,33.79
69,33.79
70,33.77
71,33.77
72,33.77
73,33.77
74,33.79
75,33.79
76,33.79
77,33.79
78,33.77
79,33.77
80,33.77
81,33.77
82,33.79
83,33.79
84,33.79
85,33.79
86,33.79
87,33.79
88,33.79
89,33.79
90,33.77
91,33.77
92,33.77
93,33.77
94,33.79
95,33.79
96,33.79
97,33.79
98,33.77
99,33.77
100,33.77
101,33.77
102,33.79
103,33.79
104,33.79
105,33.79
106,33.81
107,33.81
108,33.81
109,33.81
110,33.79
111,33.79
112,33.79
113,33.79
114,33.81
115,33.81
116,33.81
117,33.81
118,33.81
119,33.81
120,33.81
121,33.81
122,33.83
123,33.83
124,33.83
125,33.83
126,33.81
127,33.81
128,33.81
129,33.81
130,33.83
131,33.83
132,33.83
133,33.83
134,33.83
135,33.83
136,33.83
137,33.83
138,33.81
139,33.81
140,33.81
141,33.81
142,33.83
143,33.83
144,33.83
145,33.83
146,33.83
147,33.83
148,33.83
149,33.83
150,33.83
151,33.83
152,33.83
153,33.83
154,33.84
155,33.84
156,33.84
157,33.84
158,33.87
159,33.87
160,33.87
161,33.87
162,33.84
163,33.84
164,33.84
165,33.84
166,33.84
167,33.84
168,33.84
169,33.84
170,33.87
171,33.87
172,33.87
173,33.87
174,33.89
175,33.89
176,33.89
177,33.89
178,33.84
179,33.84
180,33.84
181,33.84
182,33.84
183,33.84
184,33.84
185,33.84
186,33.84
187,33.84
188,33.84
189,33.84
190,33.84
191,33.84
192,33.84
193,33.84
194,33.87
195,33.87
196,33.87
197,33.87
198,33.84
199,33.84
200,33.84
201,33.84
202,33.84
203,33.84
204,33.84
205,33.84
206,33.84
207,33.84
208,33.84
209,33.84
210,33.84
211,33.84
212,33.84
213,33.84
214,33.87
215,33.87
216,33.87
217,33.87
218,33.87
219,33.87
220,33.87
221,33.87
222,33.84
223,33.84
224,33.84
225,33.84
226,33.87
227,33.87
228,33.87
229,33.87
230,33.84
231,33.84
232,33.84
233,33.84
234,33.83
235,33.83
236,33.83
237,33.83
238,33.84
239,33.84
240,33.84
241,33.84
242,33.83
243,33.83
244,33.83
245,33.83
246,33.83
247,33.83
248,33.83
249,33.83
250,33.81
251,33.81
252,33.81
253,33.81
254,33.81
255,33.81
256,33.81
257,33.81
258,33.79
259,33.79
260,33.79
261,33.79
262,33.79
263,33.79
264,33.79
265,33.79
266,33.75
267,33.75
268,33.75
269,33.75
270,33.77
271,33.77
272,33.77
273,33.77
274,33.77
275,33.77
276,33.77
277,33.77
278,33.77
279,33.77
280,33.77
281,33.77
282,33.77
283,33.77
284,33.77
285,33.77
286,33.75
287,33.75
288,33.75
289,33.75
290,33.75
291,33.75
292,33.75
293,33.75
294,33.75
295,33.75
296,33.75
297,33.75
298,33.75
299,33.75
300,33.75
301,33.75
302,33.77
303,33.77
304,33.77
305,33.77
306,33.73
307,33.73
308,33.73
309,33.73
310,33.71
311,33.71
312,33.71
313,33.71
314,33.73
315,33.73
316,33.73
317,33.73
318,33.73
319,33.73
320,33.73
321,33.73
322,33.73
323,33.73
324,33.73
325,33.73
326,33.68
327,33.68
328,33.68
329,33.68
330,33.68
331,33.68
332,33.68
333,33.68
334,33.71
335,33.71
336,33.71
337,33.71
338,33.71
339,33.71
340,33.71
341,33.71
342,33.68
343,33.68
344,33.68
345,33.68
346,33.66
347,33.66
348,33.66
349,33.66
350,33.68
351,33.68
352,33.68
353,33.68
354,33.71
355,33.71
356,33.71
357,33.71
358,33.65
359,33.65
360,33.65
361,33.65
362,33.63
363,33.63
364,33.63
365,33.63
366,33.65
367,33.65
368,33.65
369,33.65
370,33.65
371,33.65
372,33.65
373,33.65
374,33.65
375,33.65
376,33.65
377,33.65
378,33.66
379,33.66
380,33.66
381,33.66
382,33.66
383,33.66
