,TEMP_wrist
0,33.25
1,33.25
2,33.29
3,33.29
4,33.29
5,33.29
6,33.29
7,33.29
8,33.29
9,33.29
10,33.29
11,33.29
12,33.29
13,33.29
14,33.29
15,33.29
16,33.29
17,33.29
18,33.29
19,33.29
20,33.29
21,33.29
22,33.29
23,33.29
24,33.29
25,33.29
26,33.29
27,33.29
28,33.29
29,33.29
30,33.27
31,33.27
32,33.27
33,33.27
34,33.29
35,33.29
36,33.29
37,33.29
38,33.29
39,33.29
40,33.29
41,33.29
42,33.29
43,33.29
44,33.29
45,33.29
46,33.29
47,33.29
48,33.29
49,33.29
50,33.31
51,33.31
52,33.31
53,33.31
54,33.27
55,33.27
56,33.27
57,33.27
58,33.27
59,33.27
60,33.27
61,33.27
62,33.29
63,33.29
64,33.29
65,33.29
66,33.31
67,33.31
68,33.31
69,33.31
70,33.29
71,33.29
72,33.29
73,33.29
74,33.29
75,33.29
76,33.29
77,33.29
78,33.29
79,33.29
80,33.29
81,33.29
82,33.31
83,33.31
84,33.31
85,33.31
86,33.29
87,33.29
88,33.29
89,33.29
90,33.31
91,33.31
92,33.31
93,33.31
94,33.31
95,33.31
96,33.31
97,33.31
98,33.31
99,33.31
100,33.31
101,33.31
102,33.31
103,33.31
104,33.31
105,33.31
106,33.29
107,33.29
108,33.29
109,33.29
110,33.31
111,33.31
112,33.31
113,33.31
114,33.31
115,33.31
116,33.31
117,33.31
118,33.31
119,33.31
120,33.31
121,33.31
122,33.31
123,33.31
124,33.31
125,33.31
126,33.33
127,33.33
128,33.33
129,33.33
130,33.31
131,33.31
132,33.31
133,33.31
134,33.33
135,33.33
136,33.33
137,33.33
138,33.31
139,33.31
140,33.31
141,33.31
142,33.31
143,33.31
144,33.31
145,33.31
146,33.27
147,33.27
148,33.27
149,33.27
150,33.29
151,33.29
152,33.29
153,33.29
154,33.31
155,33.31
156,33.31
157,33.31
158,33.33
159,33.33
160,33.33
161,33.33
162,33.33
163,33.33
164,33.33
165,33.33
166,33.31
167,33.31
168,33.31
169,33.31
170,33.34
171,33.34
172,33.34
173,33.34
174,33.31
175,33.31
176,33.31
177,33.31
178,33.31
179,33.31
180,33.31
181,33.31
182,33.31
183,33.31
184,33.31
185,33.31
186,33.31
187,33.31
188,33.31
189,33.31
190,33.33
191,33.33
192,33.33
193,33.33
194,33.31
195,33.31
196,33.31
197,33.31
198,33.33
199,33.33
200,33.33
201,33.33
202,33.29
203,33.29
204,33.29
205,33.29
206,33.31
207,33.31
208,33.31
209,33.31
210,33.31
211,33.31
212,33.31
213,33.31
214,33.31
215,33.31
216,33.31
217,33.31
218,33.33
219,33.33
220,33.33
221,33.33
222,33.31
223,33.31
224,33.31
225,33.31
226,33.31
227,33.31
228,33.31
229,33.31
230,33.33
231,33.33
232,33.33
233,33.33
234,33.31
235,33.31
236,33.31
237,33.31
238,33.33
239,33.33
240,33.33
241,33.33
242,33.33
243,33.33
244,33.33
245,33.33
246,33.33
247,33.33
248,33.33
249,33.33
250,33.33
251,33.33
252,33.33
253,33.33
254,33.33
255,33.33
256,33.33
257,33.33
258,33.33
259,33.33
260,33.33
261,33.33
262,33.33
263,33.33
264,33.33
265,33.33
266,33.33
267,33.33
268,33.33
269,33.33
270,33.34
271,33.34
272,33.34
273,33.34
274,33.33
275,33.33
276,33.33
277,33.33
278,33.33
279,33.33
280,33.33
281,33.33
282,33.34
283,33.34
284,33.34
285,33.34
286,33.34
287,33.34
288,33.34
289,33.34
290,33.33
291,33.33
292,33.33
293,33.33
294,33.34
295,33.34
296,33.34
297,33.34
298,33.33
299,33.33
300,33.33
301,33.33
302,33.31
303,33.31
304,33.31
305,33.31
306,33.34
307,33.34
308,33.34
309,33.34
310,33.34
311,33.34
312,33.34
313,33.34
314,33.33
315,33.33
316,33.33
317,33.33
318,33.33
319,33.33
320,33.33
321,33.33
322,33.34
323,33.34
324,33.34
325,33.34
326,33.34
327,33.34
328,33.34
329,33.34
330,33.33
331,33.33
332,33.33
333,33.33
334,33.34
335,33.34
336,33.34
337,33.34
338,33.34
339,33.34
340,33.34
341,33.34
342,33.34
343,33.34
344,33.34
345,33.34
346,33.34
347,33.34
348,33.34
349,33.34
350,33.33
351,33.33
352,33.33
353,33.33
354,33.33
355,33.33
356,33.33
357,33.33
358,33.31
359,33.31
360,33.31
361,33.31
362,33.33
363,33.33
364,33.33
365,33.33
366,33.34
367,33.34
368,33.34
369,33.34
370,33.33
371,33.33
372,33.33
373,33.33
374,33.34
375,33.34
376,33.34
377,33.34
378,33.34
379,33.34
380,33.34
381,33.34
382,33.37
383,33.37
384,33.37
385,33.37
386,33.33
387,33.33
388,33.33
389,33.33
390,33.33
391,33.33
392,33.33
393,33.33
394,33.33
395,33.33
396,33.33
397,33.33
398,33.33
399,33.33
400,33.33
401,33.33
402,33.33
403,33.33
404,33.33
405,33.33
406,33.34
407,33.34
408,33.34
409,33.34
410,33.34
411,33.34
412,33.34
413,33.34
414,33.34
415,33.34
416,33.34
417,33.34
418,33.34
419,33.34
420,33.34
421,33.34
422,33.34
423,33.34
424,33.34
425,33.34
426,33.33
427,33.33
428,33.33
429,33.33
430,33.37
431,33.37
432,33.37
433,33.37
434,33.34
435,33.34
436,33.34
437,33.34
438,33.37
439,33.37
440,33.37
441,33.37
442,33.34
443,33.34
444,33.34
445,33.34
446,33.34
447,33.34
448,33.34
449,33.34
450,33.33
451,33.33
452,33.33
453,33.33
454,33.34
455,33.34
456,33.34
457,33.34
458,33.33
459,33.33
460,33.33
461,33.33
462,33.34
463,33.34
464,33.34
465,33.34
466,33.37
467,33.37
468,33.37
469,33.37
470,33.34
471,33.34
472,33.34
473,33.34
474,33.37
475,33.37
476,33.37
477,33.37
478,33.34
479,33.34
480,33.34
481,33.34
482,33.33
483,33.33
484,33.33
485,33.33
486,33.34
487,33.34
488,33.34
489,33.34
490,33.34
491,33.34
492,33.34
493,33.34
494,33.37
495,33.37
496,33.37
497,33.37
498,33.34
499,33.34
500,33.34
501,33.34
502,33.37
503,33.37
504,33.37
505,33.37
506,33.34
507,33.34
508,33.34
509,33.34
510,33.37
511,33.37
512,33.37
513,33.37
514,33.34
515,33.34
516,33.34
517,33.34
518,33.37
519,33.37
520,33.37
521,33.37
522,33.34
523,33.34
524,33.34
525,33.34
526,33.34
527,33.34
528,33.34
529,33.34
530,33.34
531,33.34
532,33.34
533,33.34
534,33.37
535,33.37
536,33.37
537,33.37
538,33.34
539,33.34
540,33.34
541,33.34
542,33.34
543,33.34
544,33.34
545,33.34
546,33.34
547,33.34
548,33.34
549,33.34
550,33.34
551,33.34
552,33.34
553,33.34
554,33.34
555,33.34
556,33.34
557,33.34
558,33.37
559,33.37
560,33.37
561,33.37
562,33.34
563,33.34
564,33.34
565,33.34
566,33.37
567,33.37
568,33.37
569,33.37
570,33.39
571,33.39
572,33.39
573,33.39
574,33.37
575,33.37
576,33.37
577,33.37
578,33.37
579,33.37
580,33.37
581,33.37
582,33.37
583,33.37
584,33.37
585,33.37
586,33.34
587,33.34
588,33.34
589,33.34
590,33.37
591,33.37
592,33.37
593,33.37
594,33.39
595,33.39
596,33.39
597,33.39
598,33.37
599,33.37
600,33.37
601,33.37
602,33.34
603,33.34
604,33.34
605,33.34
606,33.39
607,33.39
608,33.39
609,33.39
610,33.41
611,33.41
612,33.41
613,33.41
614,33.39
615,33.39
616,33.39
617,33.39
618,33.39
619,33.39
620,33.39
621,33.39
622,33.39
623,33.39
624,33.39
625,33.39
626,33.39
627,33.39
628,33.39
629,33.39
630,33.37
631,33.37
632,33.37
633,33.37
634,33.37
635,33.37
636,33.37
637,33.37
638,33.37
639,33.37
640,33.37
641,33.37
642,33.39
643,33.39
644,33.39
645,33.39
646,33.39
647,33.39
648,33.39
649,33.39
650,33.39
651,33.39
652,33.39
653,33.39
654,33.39
655,33.39
656,33.39
657,33.39
658,33.39
659,33.39
660,33.39
661,33.39
662,33.41
663,33.41
664,33.41
665,33.41
666,33.39
667,33.39
668,33.39
669,33.39
670,33.41
671,33.41
672,33.41
673,33.41
674,33.39
675,33.39
676,33.39
677,33.39
678,33.41
679,33.41
680,33.41
681,33.41
682,33.39
683,33.39
684,33.39
685,33.39
686,33.41
687,33.41
688,33.41
689,33.41
690,33.41
691,33.41
692,33.41
693,33.41
694,33.41
695,33.41
696,33.41
697,33.41
698,33.41
699,33.41
700,33.41
701,33.41
702,33.41
703,33.41
704,33.41
705,33.41
706,33.41
707,33.41
708,33.41
709,33.41
710,33.41
711,33.41
712,33.41
713,33.41
714,33.43
715,33.43
716,33.43
717,33.43
718,33.43
719,33.43
720,33.43
721,33.43
722,33.41
723,33.41
724,33.41
725,33.41
726,33.41
727,33.41
728,33.41
729,33.41
730,33.43
731,33.43
732,33.43
733,33.43
734,33.43
735,33.43
736,33.43
737,33.43
738,33.41
739,33.41
740,33.41
741,33.41
742,33.43
743,33.43
744,33.43
745,33.43
746,33.39
747,33.39
748,33.39
749,33.39
750,33.43
751,33.43
752,33.43
753,33.43
754,33.41
755,33.41
756,33.41
757,33.41
758,33.43
759,33.43
760,33.43
761,33.43
762,33.41
763,33.41
764,33.41
765,33.41
766,33.43
767,33.43
768,33.43
769,33.43
770,33.41
771,33.41
772,33.41
773,33.41
774,33.41
775,33.41
776,33.41
777,33.41
778,33.41
779,33.41
780,33.41
781,33.41
782,33.41
783,33.41
784,33.41
785,33.41
786,33.43
787,33.43
788,33.43
789,33.43
790,33.43
791,33.43
792,33.43
793,33.43
794,33.43
795,33.43
796,33.43
797,33.43
798,33.43
799,33.43
800,33.43
801,33.43
802,33.41
803,33.41
804,33.41
805,33.41
806,33.43
807,33.43
808,33.43
809,33.43
810,33.43
811,33.43
812,33.43
813,33.43
814,33.43
815,33.43
816,33.43
817,33.43
818,33.47
819,33.47
820,33.47
821,33.47
822,33.41
823,33.41
824,33.41
825,33.41
826,33.47
827,33.47
828,33.47
829,33.47
830,33.45
831,33.45
832,33.45
833,33.45
834,33.47
835,33.47
836,33.47
837,33.47
838,33.45
839,33.45
840,33.45
841,33.45
842,33.45
843,33.45
844,33.45
845,33.45
846,33.45
847,33.45
848,33.45
849,33.45
850,33.43
851,33.43
852,33.43
853,33.43
854,33.45
855,33.45
856,33.45
857,33.45
858,33.47
859,33.47
860,33.47
861,33.47
862,33.43
863,33.43
864,33.43
865,33.43
866,33.45
867,33.45
868,33.45
869,33.45
870,33.43
871,33.43
872,33.43
873,33.43
874,33.45
875,33.45
876,33.45
877,33.45
878,33.45
879,33.45
880,33.45
881,33.45
882,33.47
883,33.47
884,33.47
885,33.47
886,33.47
887,33.47
888,33.47
889,33.47
890,33.45
891,33.45
892,33.45
893,33.45
894,33.47
895,33.47
896,33.47
897,33.47
898,33.45
899,33.45
900,33.45
901,33.45
902,33.45
903,33.45
904,33.45
905,33.45
906,33.47
907,33.47
908,33.47
909,33.47
910,33.45
911,33.45
912,33.45
913,33.45
914,33.45
915,33.45
916,33.45
917,33.45
918,33.47
919,33.47
920,33.47
921,33.47
922,33.47
923,33.47
924,33.47
925,33.47
926,33.47
927,33.47
928,33.47
929,33.47
930,33.45
931,33.45
932,33.45
933,33.45
934,33.47
935,33.47
936,33.47
937,33.47
938,33.45
939,33.45
940,33.45
941,33.45
942,33.45
943,33.45
944,33.45
945,33.45
946,33.45
947,33.45
948,33.45
949,33.45
950,33.45
951,33.45
952,33.45
953,33.45
954,33.47
955,33.47
956,33.47
957,33.47
958,33.49
959,33.49
960,33.49
961,33.49
962,33.47
963,33.47
964,33.47
965,33.47
966,33.47
967,33.47
968,33.47
969,33.47
970,33.47
971,33.47
972,33.47
973,33.47
974,33.47
975,33.47
976,33.47
977,33.47
978,33.49
979,33.49
980,33.49
981,33.49
982,33.49
983,33.49
984,33.49
985,33.49
986,33.47
987,33.47
988,33.47
989,33.47
990,33.47
991,33.47
992,33.47
993,33.47
994,33.49
995,33.49
996,33.49
997,33.49
998,33.47
999,33.47
1000,33.47
1001,33.47
1002,33.47
1003,33.47
1004,33.47
1005,33.47
1006,33.49
1007,33.49
1008,33.49
1009,33.49
1010,33.47
1011,33.47
1012,33.47
1013,33.47
1014,33.47
1015,33.47
1016,33.47
1017,33.47
1018,33.47
1019,33.47
1020,33.47
1021,33.47
1022,33.49
1023,33.49
1024,33.49
1025,33.49
1026,33.5
1027,33.5
1028,33.5
1029,33.5
1030,33.49
1031,33.49
1032,33.49
1033,33.49
1034,33.5
1035,33.5
1036,33.5
1037,33.5
1038,33.47
1039,33.47
1040,33.47
1041,33.47
1042,33.5
1043,33.5
1044,33.5
1045,33.5
1046,33.5
1047,33.5
1048,33.5
1049,33.5
1050,33.53
1051,33.53
1052,33.53
1053,33.53
1054,33.5
1055,33.5
1056,33.5
1057,33.5
1058,33.5
1059,33.5
1060,33.5
1061,33.5
1062,33.5
1063,33.5
1064,33.5
1065,33.5
1066,33.53
1067,33.53
1068,33.53
1069,33.53
1070,33.5
1071,33.5
1072,33.5
1073,33.5
1074,33.5
1075,33.5
1076,33.5
1077,33.5
1078,33.5
1079,33.5
1080,33.5
1081,33.5
1082,33.5
1083,33.5
1084,33.5
1085,33.5
1086,33.5
1087,33.5
1088,33.5
1089,33.5
1090,33.53
1091,33.53
1092,33.53
1093,33.53
1094,33.5
1095,33.5
1096,33.5
