,EDA_wrist
0,2.015176
1,2.012617
2,2.001103
3,2.030529
4,1.979353
5,1.965279
6,1.960162
7,1.972197
8,1.968359
9,1.96452
10,1.968359
11,1.960682
12,1.98627
13,1.995226
14,2.001623
15,2.00802
16,2.00802
17,2.014417
18,2.118049
19,2.034888
20,2.024652
21,2.019535
22,2.02977
23,2.015697
24,2.027211
25,2.031049
26,2.032329
27,2.047682
28,2.056638
29,2.063035
30,2.068152
31,2.07199
32,2.063035
33,2.07199
34,2.166666
35,2.185857
36,2.176902
37,2.169225
38,2.165387
39,2.160269
40,2.164108
41,2.15899
42,2.165387
43,2.18074
44,2.193534
45,2.194813
46,2.192254
47,2.184578
48,2.203769
49,2.197372
50,2.190975
51,2.193534
52,2.188416
53,2.192254
54,2.183299
55,2.189696
56,2.188416
57,2.187137
58,2.188416
59,2.185857
60,2.185857
61,2.182019
62,2.188416
63,2.178181
64,2.182019
65,2.174343
66,2.185857
67,2.17946
68,2.18074
69,2.18074
70,2.175622
71,2.176902
72,2.171784
73,2.175622
74,2.166666
75,2.173063
76,2.164108
77,2.170505
78,2.170505
79,2.166666
80,2.169225
81,2.166666
82,2.165387
83,2.164108
84,2.164108
85,2.162828
86,2.162828
87,2.156431
88,2.15899
89,2.161549
90,2.160269
91,2.138519
92,2.151314
93,2.152593
94,2.156431
95,2.150034
96,2.151314
97,2.153872
98,2.152593
99,2.153872
100,2.161549
101,2.261342
102,2.483959
103,2.584512
104,2.491115
105,2.37213
106,2.322233
107,2.301763
108,2.507747
109,2.585791
110,2.516703
111,2.473203
112,2.434821
113,2.355498
114,2.315836
115,2.285131
116,2.280013
117,2.299204
118,2.287689
119,2.236513
120,2.213484
121,2.231396
122,2.201969
123,2.048441
124,2.232675
125,2.219881
126,2.214763
127,2.195572
128,2.194293
129,2.20069
130,2.191734
131,2.17894
132,2.185337
133,2.168705
134,2.171264
135,2.164867
136,2.162308
137,2.162308
138,2.15719
139,2.15847
140,2.154631
141,2.15719
142,2.143117
143,2.15847
144,2.155911
145,2.155911
146,2.163587
147,2.168705
148,2.175102
149,2.171264
150,2.172543
151,2.171264
152,2.173822
153,2.166146
154,2.185337
155,2.184058
156,2.154631
157,2.186616
158,2.189175
159,2.189175
160,2.146955
161,2.161028
162,2.091941
163,2.034367
164,2.107293
165,2.13544
166,2.127764
167,2.134161
168,2.140558
169,2.137999
170,2.131602
171,2.112411
172,2.131602
173,2.13672
174,2.131602
175,2.129043
176,2.123926
177,2.127764
178,2.132882
179,2.132882
180,2.150793
181,2.130323
182,2.134161
183,2.139279
184,2.13672
185,2.134161
186,2.132882
187,2.134161
188,2.132882
189,2.129043
190,2.120087
191,2.129043
192,2.123926
193,2.126484
194,2.125205
195,2.120087
196,2.122646
197,2.116249
198,2.122646
199,2.112411
200,2.122646
201,2.11497
202,2.121367
203,2.116249
204,2.116249
205,2.116249
206,2.111132
207,2.11369
208,2.106014
209,2.112411
210,2.107293
211,2.112411
212,2.109852
213,2.109852
214,2.11497
215,2.106014
216,2.116249
217,2.112411
218,2.123926
219,2.140558
220,2.223719
221,2.180219
222,2.15719
223,2.148234
