,EDA_wrist
0,5.969716
1,6.1002
2,6.096362
3,6.088686
4,6.114272
5,6.136019
6,6.148811
7,6.212774
8,6.203819
9,6.240918
10,6.297204
11,6.329186
12,6.358609
13,6.358609
14,6.357329
15,6.340699
16,6.318952
17,6.295925
18,6.265223
19,6.261385
20,6.225566
21,6.229404
22,6.157766
23,6.098921
24,6.060543
25,6.06566
26,6.073336
27,6.066939
28,6.054147
29,6.059264
30,6.074615
31,6.075894
32,6.105317
33,6.106596
34,6.127064
35,6.124506
36,6.129622
37,6.120668
38,6.111713
39,6.107875
40,6.091245
41,6.08229
42,6.057984
43,6.060543
44,6.045192
45,6.051588
46,6.0324
47,6.03112
48,6.022165
49,6.026003
50,6.022165
51,6.010652
52,6.004256
53,5.982509
54,5.988905
55,5.97995
56,5.983788
57,5.981229
58,5.981229
59,5.976112
60,5.97995
61,5.978671
62,5.977392
63,5.970995
64,5.960762
65,5.965878
66,5.954365
67,5.965041
68,5.953528
69,5.961204
70,5.94969
71,5.94969
72,5.948411
73,5.950969
74,5.944573
75,5.935618
76,5.943294
77,5.936898
78,5.934339
79,5.931781
80,5.929222
81,5.918988
82,5.920268
83,5.922826
84,5.926664
85,5.921546
86,5.887007
87,5.910033
88,5.925385
89,5.943294
90,5.936898
91,5.944573
92,5.945852
93,5.940735
94,5.943294
95,5.938177
96,5.930501
97,5.929222
98,5.922826
99,5.926664
100,5.918988
101,5.929222
102,5.922826
103,5.924105
104,5.927943
105,5.948411
106,5.952249
107,5.965041
108,5.963762
109,5.979113
110,5.982951
111,5.972717
112,5.979113
113,5.981671
114,5.981671
115,5.980392
116,5.993185
117,5.989347
118,5.982951
119,5.961204
120,5.972717
121,5.956087
122,5.961204
123,5.954807
124,5.956087
125,5.953528
126,5.952249
127,5.947132
128,5.948411
129,5.945852
130,5.934339
131,5.939456
132,5.930501
133,5.936898
134,5.93306
135,5.936898
136,5.934339
137,5.952249
138,5.973996
139,6.057148
140,6.117272
141,6.171
142,6.144136
143,6.151812
144,6.147974
145,6.183793
146,6.164604
147,6.133903
148,6.112155
149,6.100642
150,6.08657
151,6.075057
152,6.062264
153,6.062264
154,6.053309
155,6.036679
156,6.025166
157,6.013653
158,6.023887
159,6.0354
160,6.063543
161,6.090408
162,6.100642
163,6.084012
164,6.12111
165,6.130064
166,6.10448
167,6.136461
168,6.136461
169,6.144136
170,6.133903
171,6.127506
172,6.114714
173,6.100642
174,6.067381
175,6.064823
176,6.041796
177,6.039238
178,6.013653
179,6.003419
180,5.981671
181,5.98423
182,5.982951
183,5.986788
184,5.998302
185,6.003419
186,6.01877
187,6.021328
188,6.01877
189,6.011094
190,5.997023
191,5.973996
192,5.962483
193,5.945852
194,5.948411
195,5.931781
196,5.920268
197,5.917709
198,5.913871
199,5.913871
200,5.917709
201,5.922826
202,5.921546
203,5.917709
204,5.91515
205,5.908754
206,5.89852
207,5.895962
208,5.892124
209,5.899799
210,5.884449
211,5.887007
212,5.883169
213,5.893403
214,5.889565
215,5.89852
216,5.902358
217,5.918988
218,5.913871
219,5.912592
220,5.91643
221,5.918988
222,5.918988
223,5.913871
224,5.926664
225,5.931781
226,5.929222
227,5.936898
228,5.997023
229,5.93306
230,5.993185
231,5.953528
232,5.957366
233,6.117272
234,6.144136
235,6.228567
236,6.24136
237,6.264386
238,6.246477
239,6.234963
240,6.265665
241,6.328349
242,6.141578
243,6.169722
244,6.076336
245,6.023887
246,6.059706
247,5.995743
248,5.961204
249,5.966321
250,5.956087
251,5.925385
252,5.93306
253,5.931781
254,6.060985
255,6.140299
256,6.17228
257,6.20682
258,6.13774
259,6.133903
260,6.153091
261,6.242639
262,6.254152
263,6.293809
264,6.310439
265,6.277178
266,6.264386
267,6.242639
268,6.231125
269,6.219612
270,6.228567
271,6.231125
272,6.246477
273,6.168442
274,5.986788
275,5.887007
276,5.976554
277,5.871656
278,5.808972
279,5.826882
280,5.806414
281,5.819207
282,5.806414
283,5.810252
284,5.791063
285,5.788505
286,5.760361
287,5.770595
288,5.766757
289,5.764199
290,5.759082
291,5.751406
292,5.769316
293,5.760361
294,5.773153
295,5.766757
296,5.774433
297,5.770595
298,5.770595
299,5.778271
300,5.778271
301,5.792342
302,5.776991
303,5.776991
304,5.773153
305,5.77955
306,5.756523
307,5.756523
308,5.74501
309,5.723263
310,5.691281
311,5.912592
312,6.089128
313,5.887007
314,6.068661
315,6.090408
316,6.055868
317,6.057148
318,6.044355
319,6.050751
320,6.057148
321,6.108317
322,6.141578
323,6.192748
324,6.208099
325,6.195306
326,6.13774
327,6.15565
328,6.119831
329,6.13774
330,6.124948
331,6.128785
332,6.150533
333,6.168442
334,6.243918
335,6.169722
336,6.084012
337,6.023887
338,6.00086
339,6.046913
340,6.18891
341,6.135181
342,6.110876
343,6.167163
344,6.149253
345,6.150533
346,6.146695
347,6.195306
348,6.24136
349,6.264386
350,6.250314
351,6.260548
352,6.246477
353,6.249035
354,6.226008
355,6.228567
356,6.218333
357,6.218333
358,6.236242
359,6.204261
360,6.194027
361,6.17228
362,6.195306
363,6.186352
364,6.18891
365,6.183793
366,6.199144
367,6.199144
368,6.199144
369,6.196586
370,6.192748
371,6.191469
372,6.181235
373,6.210658
374,6.204261
375,6.213216
376,6.214495
377,6.215775
378,6.211936
379,6.201703
380,6.199144
381,6.194027
382,6.192748
383,6.171
384,6.182514
385,6.181235
386,6.211936
387,6.187631
388,6.089128
389,6.169722
390,6.053309
391,6.071219
392,6.025166
393,6.009815
394,6.053309
395,6.087849
396,6.041796
397,6.041796
398,6.077615
399,6.107038
400,6.132623
401,6.15565
