,ACC_chest_X,ACC_chest_Y,ACC_chest_Z,EMG,ECG,EDA,Temp,Resp,Label,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z,BVP,EDA_wrist,TEMP_wrist,subject
6961,0.892799973487854,-0.028199970722198486,-0.2279999852180481,-0.0458221435546875,-0.0188140869140625,5.7186126708984375,33.6019287109375,-0.48675537109375,3,-47.0,44.0,1.0,16.34,1.02386,33.03,S17
6962,0.8938000202178955,-0.030600011348724365,-0.22060000896453857,-0.0055389404296875,-0.2142791748046875,5.7247161865234375,33.582244873046875,-0.80108642578125,3,-48.0,44.0,1.0,-6.88,1.020021,33.03,S17
6963,0.8913999795913696,-0.024200022220611572,-0.24180001020431519,-0.0100250244140625,-0.0847320556640625,5.7262420654296875,33.552001953125,-0.64849853515625,3,-48.0,44.0,1.0,-0.58,1.020021,33.03,S17
6964,0.8871999979019165,-0.02619999647140503,-0.25220000743865967,0.0098419189453125,-0.0459136962890625,5.7163238525390625,33.57318115234375,-0.01983642578125,3,-48.0,44.0,1.0,3.38,1.02258,33.03,S17
6965,0.8868000507354736,-0.02799999713897705,-0.24900001287460327,0.00274658203125,0.0732879638671875,5.7353973388671875,33.597381591796875,1.54876708984375,3,-48.0,45.0,1.0,-1.76,1.02386,33.05,S17
6966,0.8802000284194946,-0.026000022888183594,-0.25220000743865967,-0.0017852783203125,-0.1099090576171875,5.7308197021484375,33.55047607421875,3.46832275390625,3,-48.0,45.0,1.0,-11.57,1.026418,33.05,S17
6967,0.8877999782562256,-0.019800007343292236,-0.267799973487854,0.0144195556640625,-0.0480194091796875,5.7239532470703125,33.597381591796875,4.4525146484375,3,-47.0,45.0,1.0,5.35,1.02386,33.05,S17
6968,0.8894000053405762,-0.02899998426437378,-0.25099998712539673,-0.0141448974609375,-0.01556396484375,5.7178497314453125,33.6019287109375,3.31268310546875,3,-48.0,44.0,1.0,3.24,1.025139,33.05,S17
6969,0.888200044631958,-0.02460002899169922,-0.2386000156402588,0.00970458984375,0.0167999267578125,5.7132720947265625,33.6019287109375,1.18255615234375,3,-48.0,44.0,1.0,-3.56,1.021301,33.05,S17
6970,0.8910000324249268,-0.029999971389770508,-0.24540001153945923,-0.0087890625,-0.0092926025390625,5.7117462158203125,33.589813232421875,-0.64544677734375,3,-48.0,44.0,1.0,-2.67,1.02386,33.05,S17
6971,0.8894000053405762,-0.025799989700317383,-0.24159997701644897,-0.0102996826171875,-0.0128631591796875,5.7094573974609375,33.61102294921875,-1.87225341796875,3,-48.0,44.0,1.0,4.58,1.011065,33.05,S17
6972,0.8871999979019165,-0.024200022220611572,-0.2337999939918518,0.0016021728515625,-0.0095672607421875,5.71441650390625,33.612548828125,-2.40325927734375,3,-48.0,44.0,1.0,4.36,1.021301,33.05,S17
6973,0.8894000053405762,-0.02899998426437378,-0.23900002241134644,-0.0043487548828125,1.3345184326171875,5.7003021240234375,33.60498046875,-2.313232421875,3,-48.0,44.0,1.0,-8.2,1.014904,33.03,S17
6974,0.8910000324249268,-0.027000010013580322,-0.24379998445510864,-0.0018768310546875,0.067474365234375,5.71746826171875,33.56561279296875,-1.788330078125,3,-48.0,44.0,1.0,0.78,1.02386,33.03,S17
6975,0.8905999660491943,-0.02740001678466797,-0.24500000476837158,0.0128631591796875,-0.0682525634765625,5.7125091552734375,33.553497314453125,-1.41448974609375,3,-48.0,44.0,1.0,6.25,1.020021,33.03,S17
6976,0.8885999917984009,-0.026600003242492676,-0.24199998378753662,-0.015426635742187498,-0.018768310546875,5.7216644287109375,33.608001708984375,-0.46539306640625,3,-48.0,44.0,1.0,-1.24,1.02258,33.03,S17
6977,0.8858000040054321,-0.02740001678466797,-0.24059998989105225,0.0005950927734375,0.0054473876953125,5.73883056640625,33.608001708984375,1.45111083984375,3,-48.0,44.0,1.0,-7.72,1.018742,33.0,S17
6978,0.8866000175476074,-0.02460002899169922,-0.23960000276565552,0.0087890625,0.1075286865234375,5.7231903076171875,33.609527587890625,3.52325439453125,3,-48.0,44.0,1.0,4.74,1.025139,33.0,S17
6979,0.886199951171875,-0.02740001678466797,-0.258400022983551,-0.00860595703125,-0.0367584228515625,5.7147979736328125,33.6019287109375,4.32586669921875,3,-48.0,44.0,1.0,6.02,1.02258,33.0,S17
6980,0.895799994468689,-0.021600008010864258,-0.2638000249862671,-0.0352935791015625,0.0264129638671875,5.7094573974609375,33.606475830078125,3.521728515625,3,-48.0,44.0,1.0,-2.86,1.02258,33.0,S17
6981,0.8930000066757202,-0.025799989700317383,-0.24379998445510864,-0.0078277587890625,-0.1528472900390625,5.7155609130859375,33.592864990234375,1.44195556640625,3,-48.0,44.0,1.0,-4.01,1.025139,33.05,S17
6982,0.8985999822616577,-0.023000001907348633,-0.24379998445510864,-0.0087432861328125,-0.1605377197265625,5.7163238525390625,33.5595703125,-2.08892822265625,3,-47.0,44.0,1.0,2.4,1.021301,33.05,S17
6983,0.8938000202178955,-0.03020000457763672,-0.2541999816894531,0.0233001708984375,-0.0488433837890625,5.7086944580078125,33.6201171875,-5.10711669921875,3,-47.0,45.0,1.0,5.7,1.021301,33.05,S17
6984,0.8938000202178955,-0.024200022220611572,-0.2386000156402588,-0.0152435302734375,1.43792724609375,5.7117462158203125,33.59588623046875,-6.12640380859375,3,-48.0,44.0,1.0,-1.96,1.017462,33.05,S17
6985,0.8858000040054321,-0.026000022888183594,-0.24620002508163452,-0.0059051513671875,0.0973663330078125,5.7109832763671875,33.6019287109375,-5.328369140625,3,-47.0,45.0,1.0,-4.76,1.02258,33.03,S17
