,EDA_wrist
0,2.248749
1,2.710001
2,2.554969
3,2.818907
4,2.630563
5,2.622875
6,2.628
7,2.680532
8,2.822751
9,2.982908
10,3.207529
11,3.417655
12,3.589343
13,3.69997
14,3.743533
15,3.716627
16,3.680752
17,3.596189
18,3.501376
19,3.409126
20,3.327126
21,3.252813
22,3.197719
23,3.154156
24,3.113156
25,3.081125
26,3.056781
27,3.031156
28,3.011937
29,2.996562
30,2.981187
31,2.969656
32,2.958124
33,2.946593
34,2.951718
35,2.968374
36,2.992718
37,3.010656
38,3.023468
39,3.020906
40,3.009375
41,2.987593
42,2.9735
43,2.955562
44,2.937624
45,2.937185
46,2.92181
47,2.908997
48,2.897466
49,3.31003
50,2.99356
51,2.919247
52,2.934622
53,2.919247
54,2.894903
55,2.87056
56,2.844934
57,2.818028
58,2.894903
59,2.964091
60,3.064029
61,3.139623
62,3.197279
63,3.215217
64,3.210092
65,3.187029
66,3.149873
67,3.113998
68,3.084529
69,3.057623
70,3.029435
71,3.015341
72,3.00381
73,2.98331
74,2.969216
75,2.970497
76,2.967935
77,2.967935
78,2.96281
79,2.960248
80,2.951279
81,2.944872
82,2.939747
83,2.939747
84,2.937185
85,2.93206
86,2.930779
87,2.926935
88,2.925653
89,2.928216
90,2.930779
91,2.933341
92,2.939747
93,2.939747
94,2.941029
95,2.938466
96,2.933341
97,2.926935
98,2.923091
99,2.919247
100,2.912841
101,2.910279
102,2.906435
103,2.902591
104,2.897466
105,2.892341
106,2.888497
107,2.885935
108,2.88081
109,2.876966
110,2.873122
111,2.87056
112,2.867997
113,2.864153
114,2.864153
115,2.86031
116,2.855185
117,2.85006
118,2.841091
119,2.837247
120,2.843653
121,2.85006
122,2.844934
123,2.843653
124,2.842372
125,2.839809
126,2.834685
127,2.833403
128,2.833403
129,2.832122
130,2.830841
131,2.826997
132,2.825716
133,2.823153
134,2.818028
135,2.816747
136,2.815466
137,2.811622
138,2.806497
139,2.807778
140,2.809059
141,2.810341
142,2.793684
143,2.834685
144,2.838528
145,3.026873
