,EDA_wrist
0,9.149161
1,8.816556
2,8.713039
3,8.687454
4,8.7463
5,8.733507
6,8.773164
7,8.83073
8,8.956097
9,9.099373
10,9.251604
11,9.337314
12,9.438375
13,9.538054
14,9.534216
15,9.489442
16,9.411407
17,9.366634
18,9.309068
19,9.251501
20,9.200332
21,9.161954
22,9.149161
23,9.325698
24,9.420362
25,9.431876
26,9.439551
27,9.810534
28,9.841236
29,9.829723
30,9.824606
31,9.832281
32,9.839957
33,9.854029
34,9.870659
35,9.875776
36,9.88601
37,9.878334
38,9.8681
39,9.864263
40,9.861704
41,9.845074
42,9.861704
43,9.878334
44,9.871939
45,9.877055
46,9.88601
47,9.889848
48,9.901361
49,9.892406
50,9.897523
51,9.903919
52,9.892406
53,9.911595
54,9.90264
55,9.920549
56,9.909037
57,9.916712
58,9.915433
59,9.915433
60,9.909037
61,9.947414
62,9.990239
63,9.98768
64,9.986402
65,9.985123
66,9.977447
67,9.963375
68,9.968492
69,9.95442
70,9.956979
71,9.935231
72,9.891737
73,9.916042
74,9.951861
75,9.994077
76,9.98896
77,9.996635
78,10.003032
79,9.997914
80,9.999194
81,9.999194
82,9.98768
83,9.999194
84,9.98896
85,9.994077
86,9.98768
87,10.010707
88,9.992798
89,10.015824
90,10.029896
91,10.024779
92,10.019662
93,9.994077
94,10.015824
95,10.000473
96,10.004311
97,9.936511
98,9.740786
99,9.949304
100,9.944186
101,9.953141
102,9.973609
103,9.858477
104,9.661471
105,9.814981
106,9.798351
107,9.505403
108,9.97233
109,9.881503
110,9.887899
111,9.935231
112,10.008149
113,10.127119
114,10.050364
115,10.133515
116,10.102814
117,10.134794
118,10.159101
119,10.116885
120,9.976168
121,10.088741
122,10.084904
123,10.106651
124,10.101534
125,10.119444
126,10.215387
127,10.198757
128,10.147587
129,10.122002
130,10.101534
131,10.092579
132,10.093859
133,10.116885
134,10.111768
135,10.12584
136,10.118164
137,10.102814
138,10.106651
139,10.110489
140,10.093859
141,10.086184
142,10.073391
143,10.066995
144,10.05676
145,10.042688
146,10.068274
147,10.069552
148,10.152704
149,10.159101
150,10.156542
151,10.115606
152,10.10793
153,10.027337
154,10.00559
155,10.049085
156,10.208991
157,10.191082
158,10.104093
159,10.054202
160,10.055481
161,10.054202
162,10.113048
163,10.092579
164,10.069552
165,10.054202
166,10.050364
167,10.063156
168,10.145029
169,10.168056
170,10.116885
171,10.133515
172,10.115606
173,10.07467
174,10.022221
175,10.038851
176,10.041409
177,10.031176
178,10.041409
179,10.035013
180,10.027337
181,9.996635
182,10.010707
183,9.994077
184,10.008149
185,9.985123
186,9.985123
187,9.977447
188,10.081066
189,10.047806
190,10.027337
191,9.98896
192,9.916042
193,9.958258
194,9.95442
195,9.953141
196,9.951861
197,10.024779
198,9.978726
199,10.07467
200,10.082345
201,9.928835
202,9.620536
203,9.768929
204,9.905808
205,9.739506
206,9.720317
207,9.844404
208,9.832891
209,9.814981
210,9.832891
211,9.831612
212,9.857197
213,9.490052
214,9.872548
215,9.890457
216,9.896853
217,9.88662
218,9.871269
219,9.875107
220,9.83417
221,9.81882
222,9.617977
223,9.617977
224,9.491331
225,9.548898
226,9.607743
227,9.341659
228,9.003326
229,8.854934
230,8.696408
231,8.467422
232,8.326705
233,8.174537
234,8.137439
235,7.950668
236,8.213335
237,8.401385
238,8.469186
239,8.765551
240,9.027798
241,9.162056
242,9.183804
243,9.178686
244,9.238811
245,9.10449
246,8.962493
247,8.863991
248,8.935629
249,9.145426
250,9.258
251,9.338593
252,9.295098
253,9.275909
254,9.254163
255,9.246487
256,9.231135
257,9.197875
258,9.159497
259,9.200434
260,9.412789
261,9.403834
262,9.479311
263,9.567476
264,9.631439
265,9.582828
266,9.590503
267,9.586665
268,9.575152
269,9.54445
270,9.555964
271,9.540612
272,9.516306
273,9.517586
274,9.507352
275,9.526541
276,9.488163
277,9.495838
278,9.481767
279,9.495838
280,9.477929
281,9.492001
282,9.486883
283,9.484325
284,9.479208
285,9.468974
286,9.470253
287,9.45874
288,9.463857
289,9.451064
290,9.456182
291,9.451064
292,9.436993
293,9.311626
294,9.355121
295,9.114621
296,8.849816
297,8.601744
298,8.723273
299,9.313008
300,9.085301
301,9.247766
302,9.025176
303,8.894692
304,9.105769
305,9.204271
306,9.194037
307,9.215785
308,9.211947
309,9.205551
310,9.191479
311,9.192759
312,9.141588
313,9.149263
314,9.142867
315,8.994474
316,8.995753
317,9.03541
318,8.96761
319,8.981682
320,9.12112
321,9.067391
322,9.005987
323,8.568483
324,8.842243
325,8.963772
326,8.959934
327,8.954818
328,8.943304
329,8.95098
330,8.924115
331,9.016222
332,8.970168
333,9.117283
334,9.112165
335,8.902369
336,8.885738
337,8.945863
338,8.927953
339,8.956097
340,8.948421
341,9.12112
342,9.092977
343,9.100652
344,9.119841
345,9.15566
346,9.096814
347,9.098094
348,9.113444
349,9.101932
350,9.144147
351,9.073788
352,8.959934
353,8.885738
354,8.837127
355,8.807704
356,8.879342
357,9.08786
358,9.165894
359,9.081464
360,9.039248
361,9.092977
362,9.100652
363,9.014942
364,8.963772
365,9.02006
366,9.082743
367,9.089139
368,9.080184
369,9.082743
370,9.082743
371,9.072509
372,9.089139
373,9.08658
374,9.05332
375,8.96761
376,8.958655
377,8.974007
378,8.936908
379,8.940745
380,8.958655
381,9.10321
382,9.076346
383,8.940745
384,8.871666
385,8.839684
386,8.817938
387,8.808983
388,8.798749
389,8.789794
390,8.769326
391,8.764209
392,8.700247
393,8.769326
394,8.847361
395,8.79619
