,TEMP_wrist
0,33.13
1,33.16
2,33.16
3,33.16
4,33.16
5,33.15
6,33.15
7,33.15
8,33.15
9,33.16
10,33.16
11,33.16
12,33.16
13,33.15
14,33.15
15,33.15
16,33.15
17,33.16
18,33.16
19,33.16
20,33.16
21,33.16
22,33.16
23,33.16
24,33.16
25,33.13
26,33.13
27,33.13
28,33.13
29,33.13
30,33.13
31,33.13
32,33.13
33,33.13
34,33.13
35,33.13
36,33.13
37,33.15
38,33.15
39,33.15
40,33.15
41,33.15
42,33.15
43,33.15
44,33.15
45,33.15
46,33.15
47,33.15
48,33.15
49,33.16
50,33.16
51,33.16
52,33.16
53,33.16
54,33.16
55,33.16
56,33.16
57,33.16
58,33.16
59,33.16
60,33.16
61,33.15
62,33.15
63,33.15
64,33.15
65,33.15
66,33.15
67,33.15
68,33.15
69,33.16
70,33.16
71,33.16
72,33.16
73,33.16
74,33.16
75,33.16
76,33.16
77,33.16
78,33.16
79,33.16
80,33.16
81,33.16
82,33.16
83,33.16
84,33.16
85,33.16
86,33.16
87,33.16
88,33.16
89,33.15
90,33.15
91,33.15
92,33.15
93,33.16
94,33.16
95,33.16
96,33.16
97,33.16
98,33.16
99,33.16
100,33.16
101,33.16
102,33.16
103,33.16
104,33.16
105,33.16
106,33.16
107,33.16
108,33.16
109,33.18
110,33.18
111,33.18
112,33.18
113,33.18
114,33.18
115,33.18
116,33.18
117,33.16
118,33.16
119,33.16
120,33.16
121,33.16
122,33.16
123,33.16
124,33.16
125,33.18
126,33.18
127,33.18
128,33.18
129,33.21
130,33.21
131,33.21
132,33.21
133,33.18
134,33.18
135,33.18
136,33.18
137,33.18
138,33.18
139,33.18
140,33.18
141,33.18
142,33.18
143,33.18
144,33.18
145,33.18
146,33.18
147,33.18
148,33.18
149,33.21
150,33.21
151,33.21
152,33.21
153,33.21
154,33.21
155,33.21
156,33.21
157,33.18
158,33.18
159,33.18
160,33.18
161,33.21
162,33.21
163,33.21
164,33.21
165,33.18
166,33.18
167,33.18
168,33.18
169,33.21
170,33.21
171,33.21
172,33.21
173,33.21
174,33.21
175,33.21
176,33.21
177,33.21
178,33.21
179,33.21
180,33.21
181,33.21
182,33.21
183,33.21
184,33.21
185,33.21
186,33.21
187,33.21
188,33.21
189,33.21
190,33.21
191,33.21
192,33.21
193,33.21
194,33.21
195,33.21
196,33.21
197,33.23
198,33.23
199,33.23
200,33.23
201,33.21
202,33.21
203,33.21
204,33.21
205,33.23
206,33.23
207,33.23
208,33.23
209,33.23
210,33.23
211,33.23
212,33.23
213,33.23
214,33.23
215,33.23
216,33.23
217,33.23
218,33.23
219,33.23
220,33.23
221,33.23
222,33.23
223,33.23
224,33.23
225,33.18
226,33.18
227,33.18
228,33.18
229,33.21
230,33.21
231,33.21
232,33.21
233,33.23
234,33.23
235,33.23
236,33.23
237,33.21
238,33.21
239,33.21
240,33.21
241,33.18
242,33.18
243,33.18
244,33.18
245,33.21
246,33.21
247,33.21
248,33.21
249,33.21
250,33.21
251,33.21
252,33.21
253,33.21
254,33.21
255,33.21
256,33.21
257,33.18
258,33.18
259,33.18
260,33.18
261,33.21
262,33.21
263,33.21
264,33.21
265,33.18
266,33.18
267,33.18
268,33.18
269,33.21
270,33.21
271,33.21
272,33.21
273,33.21
274,33.21
275,33.21
276,33.21
277,33.21
278,33.21
279,33.21
280,33.21
281,33.18
282,33.18
283,33.18
284,33.18
285,33.21
286,33.21
287,33.21
288,33.21
289,33.18
290,33.18
291,33.18
292,33.18
293,33.18
294,33.18
295,33.18
296,33.18
297,33.21
298,33.21
299,33.21
300,33.21
301,33.18
302,33.18
303,33.18
304,33.18
305,33.21
306,33.21
307,33.21
308,33.21
309,33.21
310,33.21
311,33.21
312,33.21
313,33.18
314,33.18
315,33.18
316,33.18
317,33.16
318,33.16
319,33.16
320,33.16
321,33.18
322,33.18
323,33.18
324,33.18
325,33.18
326,33.18
327,33.18
328,33.18
329,33.18
330,33.18
331,33.18
332,33.18
333,33.23
334,33.23
335,33.23
336,33.23
337,33.21
338,33.21
339,33.21
340,33.21
341,33.21
342,33.21
343,33.21
344,33.21
345,33.23
346,33.23
347,33.23
348,33.23
349,33.25
350,33.25
351,33.25
352,33.25
