,EDA_wrist
0,0.169117
1,0.164001
2,0.167838
3,0.155047
4,0.158884
5,0.162722
6,0.171676
7,0.181909
8,0.192143
9,0.203655
10,0.212609
11,0.22796
12,0.267614
13,0.308547
14,0.36739
15,0.422394
16,0.441582
17,0.449257
18,0.453094
19,0.456932
20,0.455653
21,0.45949
22,0.455653
23,0.449257
24,0.410881
25,0.422394
26,0.414719
27,0.423673
28,0.436465
29,0.442861
30,0.451815
31,0.482515
32,0.531124
33,0.58357
34,0.639854
35,0.687183
36,0.743467
37,0.815101
38,0.873943
39,0.914876
40,0.98651
41,1.11059
42,1.136242
43,1.181013
44,1.195084
45,1.219389
46,1.209155
47,1.193805
48,1.172059
49,1.161826
50,1.145197
51,1.133684
52,1.126009
53,1.106821
54,1.097867
55,1.088913
56,1.078679
57,1.072284
58,1.067167
59,1.056934
60,1.054375
61,1.054375
62,1.051817
63,1.051817
64,1.047979
65,1.044142
66,1.036467
67,1.033908
68,1.03135
69,1.026233
70,1.021117
71,1.009604
72,1.016
73,1.016
74,1.016
75,1.023675
76,1.035188
77,1.036467
78,1.032629
79,1.026233
80,1.017279
81,1.012162
82,0.999371
83,0.990416
84,0.984021
85,0.981462
86,0.972508
87,0.971229
88,0.959716
89,0.957158
90,0.949483
91,0.948204
92,0.940529
93,0.940529
94,0.932854
95,0.925179
96,0.921341
97,0.917503
98,0.914945
99,0.912387
100,0.905991
101,0.905991
102,0.903433
103,0.898316
104,0.894478
105,0.889362
106,0.888083
107,0.885524
108,0.877849
109,0.87657
110,0.872732
111,0.865057
112,0.865057
113,0.867616
114,0.868895
115,0.868895
116,0.865057
117,0.865057
118,0.849707
119,0.862499
120,0.862499
121,0.850986
122,0.84587
123,0.839474
124,0.834357
125,0.82924
126,0.824124
127,0.825403
128,0.833078
129,0.857382
130,0.882966
131,0.898316
132,0.899595
133,0.895758
134,0.905991
135,0.918783
136,0.920062
137,0.916224
138,0.908549
139,0.902153
140,0.895758
141,0.900874
142,0.914945
143,0.90727
144,0.902153
145,0.893199
146,0.885524
147,0.882966
148,0.882966
149,0.843311
150,0.863778
151,0.868895
152,0.858661
153,0.858661
154,0.854824
155,0.86122
156,0.833078
157,0.840753
158,0.839474
159,0.831799
160,0.83052
161,0.824124
162,0.820286
163,0.824124
164,0.816449
165,0.807495
166,0.802378
167,0.799819
168,0.797261
169,0.795982
170,0.790865
171,0.792144
172,0.793424
173,0.808774
174,0.806215
175,0.799819
176,0.789586
177,0.784469
178,0.781911
179,0.778073
180,0.769119
181,0.771678
182,0.775515
183,0.769119
184,0.764003
185,0.758886
186,0.748652
187,0.733302
188,0.743536
189,0.742257
190,0.73714
191,0.730744
192,0.726907
193,0.732023
194,0.729465
195,0.726907
196,0.723069
197,0.719231
198,0.725627
199,0.749932
200,0.747373
201,0.746094
202,0.73714
203,0.729465
204,0.723069
205,0.719231
206,0.719231
207,0.712836
208,0.710277
209,0.703881
210,0.702602
211,0.694927
212,0.701323
213,0.70644
214,0.701323
215,0.702602
216,0.696206
217,0.692369
218,0.688531
219,0.684694
220,0.683415
221,0.682135
222,0.677019
223,0.677019
224,0.673181
225,0.673181
226,0.670623
227,0.668064
228,0.664227
229,0.664227
230,0.65911
231,0.656552
232,0.656552
233,0.651435
234,0.650156
235,0.648877
236,0.646319
237,0.641202
238,0.639923
239,0.639923
240,0.638644
241,0.633527
242,0.632248
243,0.630968
244,0.629689
245,0.62841
246,0.625852
247,0.624573
248,0.623293
249,0.614339
250,0.618177
251,0.615618
252,0.614339
253,0.610502
254,0.610502
255,0.606664
256,0.604106
257,0.604106
258,0.600268
259,0.600268
260,0.592593
