,TEMP_wrist
0,33.25
1,33.25
2,33.25
3,33.25
4,33.31
5,33.31
6,33.31
7,33.31
8,33.29
9,33.29
10,33.29
11,33.29
12,33.27
13,33.27
14,33.27
15,33.27
16,33.29
17,33.29
18,33.29
19,33.29
20,33.29
21,33.29
22,33.29
23,33.29
24,33.29
25,33.29
26,33.29
27,33.29
28,33.31
29,33.31
30,33.31
31,33.31
32,33.31
33,33.31
34,33.31
35,33.31
36,33.31
37,33.31
38,33.31
39,33.31
40,33.31
41,33.31
42,33.31
43,33.31
44,33.31
45,33.31
46,33.31
47,33.31
48,33.31
49,33.31
50,33.31
51,33.31
52,33.31
53,33.31
54,33.31
55,33.31
56,33.29
57,33.29
58,33.29
59,33.29
60,33.27
61,33.27
62,33.27
63,33.27
64,33.27
65,33.27
66,33.27
67,33.27
68,33.23
69,33.23
70,33.23
71,33.23
72,33.25
73,33.25
74,33.25
75,33.25
76,33.25
77,33.25
78,33.25
79,33.25
80,33.25
81,33.25
82,33.25
83,33.25
84,33.27
85,33.27
86,33.27
87,33.27
88,33.25
89,33.25
90,33.25
91,33.25
92,33.25
93,33.25
94,33.25
95,33.25
96,33.25
97,33.25
98,33.25
99,33.25
100,33.25
101,33.25
102,33.25
103,33.25
104,33.25
105,33.25
106,33.25
107,33.25
108,33.27
109,33.27
110,33.27
111,33.27
112,33.29
113,33.29
114,33.29
115,33.29
116,33.27
117,33.27
118,33.27
119,33.27
120,33.27
121,33.27
122,33.27
123,33.27
124,33.27
125,33.27
126,33.27
127,33.27
128,33.23
129,33.23
130,33.23
131,33.23
132,33.25
133,33.25
134,33.25
135,33.25
136,33.27
137,33.27
138,33.27
139,33.27
140,33.25
141,33.25
142,33.25
143,33.25
144,33.25
145,33.25
146,33.25
147,33.25
148,33.21
149,33.21
150,33.21
151,33.21
152,33.23
153,33.23
154,33.23
155,33.23
156,33.21
157,33.21
158,33.21
159,33.21
160,33.23
161,33.23
162,33.23
163,33.23
164,33.21
165,33.21
166,33.21
167,33.21
168,33.23
169,33.23
170,33.23
171,33.23
172,33.21
173,33.21
174,33.21
175,33.21
176,33.18
177,33.18
178,33.18
179,33.18
180,33.21
181,33.21
182,33.21
183,33.21
184,33.21
185,33.21
186,33.21
187,33.21
188,33.21
189,33.21
190,33.21
191,33.21
192,33.21
193,33.21
194,33.21
195,33.21
196,33.18
197,33.18
198,33.18
199,33.18
200,33.18
201,33.18
202,33.18
203,33.18
204,33.16
205,33.16
206,33.16
207,33.16
208,33.15
209,33.15
210,33.15
211,33.15
212,33.15
213,33.15
214,33.15
215,33.15
216,33.18
217,33.18
218,33.18
219,33.18
220,33.15
221,33.15
222,33.15
223,33.15
224,33.15
225,33.15
226,33.15
227,33.15
228,33.15
229,33.15
230,33.15
231,33.15
232,33.15
233,33.15
234,33.15
235,33.15
236,33.13
237,33.13
238,33.13
239,33.13
240,33.13
241,33.13
242,33.13
243,33.13
244,33.15
245,33.15
246,33.15
247,33.15
248,33.13
249,33.13
250,33.13
251,33.13
252,33.13
253,33.13
254,33.13
255,33.13
256,33.15
257,33.15
258,33.15
259,33.15
260,33.13
261,33.13
262,33.13
263,33.13
264,33.15
265,33.15
266,33.15
267,33.15
268,33.13
269,33.13
270,33.13
271,33.13
272,33.15
273,33.15
274,33.15
275,33.15
276,33.13
277,33.13
278,33.13
279,33.13
280,33.13
281,33.13
282,33.13
283,33.13
284,33.15
285,33.15
286,33.15
287,33.15
288,33.13
289,33.13
290,33.13
291,33.13
292,33.13
293,33.13
294,33.13
295,33.13
296,33.15
297,33.15
298,33.15
299,33.15
300,33.16
301,33.16
302,33.16
303,33.16
304,33.16
305,33.16
306,33.16
307,33.16
308,33.13
309,33.13
310,33.13
311,33.13
312,33.15
313,33.15
314,33.15
315,33.15
316,33.15
317,33.15
318,33.15
319,33.15
320,33.15
321,33.15
322,33.15
323,33.15
324,33.16
325,33.16
326,33.16
327,33.16
328,33.16
329,33.16
330,33.16
331,33.16
332,33.18
333,33.18
334,33.18
335,33.18
336,33.16
337,33.16
338,33.16
339,33.16
340,33.15
341,33.15
342,33.15
343,33.15
344,33.15
345,33.15
346,33.15
347,33.15
348,33.15
349,33.15
350,33.15
351,33.15
352,33.15
353,33.15
354,33.15
355,33.15
356,33.15
357,33.15
358,33.15
359,33.15
360,33.13
361,33.13
362,33.13
363,33.13
364,33.15
365,33.15
366,33.15
367,33.15
368,33.15
369,33.15
370,33.15
371,33.15
372,33.15
373,33.15
374,33.15
375,33.15
376,33.13
377,33.13
378,33.13
379,33.13
380,33.11
381,33.11
382,33.11
383,33.11
384,33.11
385,33.11
386,33.11
387,33.11
388,33.11
389,33.11
390,33.11
391,33.11
392,33.11
393,33.11
394,33.11
395,33.11
396,33.11
397,33.11
398,33.11
399,33.11
400,33.09
401,33.09
402,33.09
403,33.09
404,33.11
405,33.11
406,33.11
407,33.11
408,33.11
409,33.11
410,33.11
411,33.11
412,33.09
413,33.09
414,33.09
415,33.09
416,33.09
417,33.09
418,33.09
419,33.09
420,33.09
421,33.09
422,33.09
423,33.09
424,33.09
425,33.09
426,33.09
427,33.09
428,33.09
429,33.09
430,33.09
431,33.09
432,33.11
433,33.11
434,33.11
435,33.11
436,33.07
437,33.07
438,33.07
439,33.07
440,33.11
441,33.11
442,33.11
443,33.11
444,33.07
445,33.07
446,33.07
447,33.07
448,33.09
449,33.09
450,33.09
451,33.09
452,33.07
453,33.07
454,33.07
455,33.07
456,33.07
457,33.07
458,33.07
459,33.07
460,33.07
461,33.07
462,33.07
463,33.07
464,33.07
465,33.07
466,33.07
467,33.07
468,33.07
469,33.07
470,33.07
471,33.07
472,33.09
473,33.09
474,33.09
475,33.09
476,33.09
477,33.09
478,33.09
479,33.09
480,33.07
481,33.07
482,33.07
483,33.07
484,33.07
485,33.07
486,33.07
487,33.07
488,33.07
489,33.07
490,33.07
491,33.07
492,33.07
493,33.07
494,33.07
495,33.07
496,33.07
497,33.07
498,33.07
499,33.07
500,33.07
501,33.07
502,33.07
503,33.07
504,33.05
505,33.05
506,33.05
507,33.05
508,33.03
509,33.03
510,33.03
511,33.03
512,33.05
513,33.05
514,33.05
515,33.05
516,33.03
517,33.03
518,33.03
519,33.03
520,33.05
521,33.05
522,33.05
523,33.05
524,33.03
525,33.03
526,33.03
527,33.03
528,33.05
529,33.05
530,33.05
531,33.05
532,33.05
533,33.05
534,33.05
535,33.05
536,33.03
537,33.03
538,33.03
539,33.03
540,33.0
541,33.0
542,33.0
543,33.0
544,33.03
545,33.03
546,33.03
547,33.03
548,33.03
549,33.03
550,33.03
551,33.03
552,33.03
553,33.03
554,33.03
555,33.03
556,33.03
557,33.03
558,33.03
559,33.03
560,33.0
561,33.0
562,33.0
563,33.0
564,33.0
565,33.0
566,33.0
567,33.0
568,33.03
569,33.03
570,33.03
571,33.03
572,33.03
573,33.03
574,33.03
575,33.03
576,33.0
577,33.0
578,33.0
579,33.0
580,33.03
581,33.03
582,33.03
583,33.03
584,33.03
585,33.03
586,33.03
587,33.03
588,33.05
589,33.05
590,33.05
591,33.05
592,33.03
593,33.03
594,33.03
595,33.03
596,33.0
597,33.0
598,33.0
599,33.0
600,33.0
601,33.0
602,33.0
603,33.0
604,33.0
605,33.0
606,33.0
607,33.0
608,32.99
609,32.99
610,32.99
611,32.99
612,32.99
613,32.99
614,32.99
615,32.99
616,32.99
617,32.99
618,32.99
619,32.99
620,32.97
621,32.97
622,32.97
623,32.97
624,32.97
625,32.97
626,32.97
627,32.97
628,32.99
629,32.99
630,32.99
631,32.99
632,32.97
633,32.97
634,32.97
635,32.97
636,32.99
637,32.99
638,32.99
639,32.99
640,32.99
641,32.99
642,32.99
643,32.99
644,32.97
645,32.97
646,32.97
647,32.97
648,32.99
649,32.99
650,32.99
651,32.99
652,33.0
653,33.0
654,33.0
655,33.0
656,33.0
657,33.0
658,33.0
659,33.0
660,32.99
661,32.99
662,32.99
663,32.99
664,32.99
665,32.99
666,32.99
667,32.99
668,32.99
669,32.99
670,32.99
671,32.99
672,32.97
673,32.97
674,32.97
675,32.97
676,32.99
677,32.99
678,32.99
679,32.99
680,32.99
681,32.99
682,32.99
683,32.99
684,32.97
685,32.97
686,32.97
687,32.97
688,32.97
689,32.97
690,32.97
691,32.97
692,32.97
693,32.97
694,32.97
695,32.97
696,32.99
697,32.99
698,32.99
699,32.99
700,32.99
701,32.99
702,32.99
703,32.99
704,32.95
705,32.95
706,32.95
707,32.95
708,32.95
709,32.95
710,32.95
711,32.95
712,32.99
713,32.99
714,32.99
715,32.99
716,32.97
717,32.97
718,32.97
719,32.97
720,32.97
721,32.97
722,32.97
723,32.97
724,32.97
725,32.97
726,32.97
727,32.97
728,32.95
729,32.95
730,32.95
731,32.95
732,32.95
733,32.95
734,32.95
735,32.95
736,32.95
737,32.95
738,32.95
739,32.95
740,32.95
741,32.95
742,32.95
743,32.95
744,32.95
745,32.95
746,32.95
747,32.95
748,32.95
749,32.95
750,32.95
751,32.95
752,32.95
753,32.95
754,32.95
755,32.95
756,32.97
757,32.97
758,32.97
759,32.97
760,32.95
761,32.95
762,32.95
763,32.95
764,32.95
765,32.95
766,32.95
767,32.95
768,32.95
769,32.95
770,32.95
771,32.95
772,32.95
773,32.95
774,32.95
775,32.95
776,32.99
777,32.99
778,32.99
779,32.99
780,32.95
781,32.95
782,32.95
783,32.95
784,32.95
785,32.95
786,32.95
787,32.95
788,32.95
789,32.95
790,32.95
791,32.95
792,32.95
793,32.95
794,32.95
795,32.95
796,32.99
797,32.99
798,32.99
799,32.99
800,32.97
801,32.97
802,32.97
803,32.97
804,32.99
805,32.99
806,32.99
807,32.99
808,32.97
809,32.97
810,32.97
811,32.97
812,32.99
813,32.99
814,32.99
815,32.99
816,32.99
817,32.99
818,32.99
819,32.99
820,32.97
821,32.97
822,32.97
823,32.97
824,32.99
825,32.99
826,32.99
827,32.99
828,33.0
829,33.0
830,33.0
831,33.0
832,33.0
833,33.0
834,33.0
835,33.0
836,32.99
837,32.99
838,32.99
839,32.99
840,32.99
841,32.99
842,32.99
843,32.99
844,33.0
845,33.0
846,33.0
847,33.0
848,33.0
849,33.0
850,33.0
851,33.0
852,33.0
853,33.0
854,33.0
855,33.0
856,33.03
857,33.03
858,33.03
859,33.03
860,33.0
861,33.0
862,33.0
863,33.0
864,33.05
865,33.05
866,33.05
867,33.05
868,33.03
869,33.03
870,33.03
871,33.03
872,33.05
873,33.05
874,33.05
875,33.05
876,33.05
877,33.05
878,33.05
879,33.05
880,33.03
881,33.03
882,33.03
883,33.03
884,33.05
885,33.05
886,33.05
887,33.05
888,33.05
889,33.05
890,33.05
891,33.05
892,33.07
893,33.07
894,33.07
895,33.07
896,33.09
897,33.09
898,33.09
899,33.09
900,33.09
901,33.09
902,33.09
903,33.09
904,33.07
905,33.07
906,33.07
907,33.07
908,33.11
909,33.11
910,33.11
911,33.11
912,33.13
913,33.13
914,33.13
915,33.13
916,33.11
917,33.11
918,33.11
919,33.11
920,33.13
921,33.13
922,33.13
923,33.13
924,33.11
925,33.11
926,33.11
927,33.11
928,33.15
929,33.15
930,33.15
931,33.15
932,33.13
933,33.13
934,33.13
935,33.13
936,33.16
937,33.16
938,33.16
939,33.16
940,33.15
941,33.15
942,33.15
943,33.15
944,33.16
945,33.16
946,33.16
947,33.16
948,33.15
949,33.15
950,33.15
951,33.15
952,33.15
953,33.15
954,33.15
955,33.15
956,33.15
957,33.15
958,33.15
959,33.15
960,33.16
961,33.16
962,33.16
963,33.16
964,33.15
965,33.15
966,33.15
967,33.15
968,33.15
969,33.15
970,33.15
971,33.15
972,33.15
973,33.15
974,33.15
975,33.15
976,33.16
977,33.16
978,33.16
979,33.16
980,33.16
981,33.16
982,33.16
983,33.16
984,33.15
985,33.15
986,33.15
987,33.15
988,33.18
989,33.18
990,33.18
991,33.18
992,33.16
993,33.16
994,33.16
995,33.16
996,33.18
997,33.18
998,33.18
999,33.18
1000,33.16
1001,33.16
1002,33.16
1003,33.16
1004,33.21
1005,33.21
1006,33.21
1007,33.21
1008,33.16
1009,33.16
1010,33.16
1011,33.16
1012,33.21
1013,33.21
1014,33.21
1015,33.21
1016,33.21
1017,33.21
1018,33.21
1019,33.21
1020,33.21
1021,33.21
1022,33.21
1023,33.21
1024,33.23
1025,33.23
1026,33.23
1027,33.23
1028,33.21
1029,33.21
1030,33.21
1031,33.21
1032,33.25
1033,33.25
1034,33.25
1035,33.25
1036,33.25
1037,33.25
1038,33.25
1039,33.25
1040,33.25
1041,33.25
1042,33.25
1043,33.25
1044,33.25
1045,33.25
1046,33.25
1047,33.25
1048,33.27
1049,33.27
1050,33.27
1051,33.27
1052,33.31
1053,33.31
1054,33.31
1055,33.31
1056,33.31
1057,33.31
1058,33.31
1059,33.31
1060,33.34
1061,33.34
1062,33.34
1063,33.34
1064,33.37
1065,33.37
1066,33.37
1067,33.37
1068,33.34
1069,33.34
1070,33.34
1071,33.34
1072,33.37
1073,33.37
1074,33.37
1075,33.37
1076,33.41
1077,33.41
1078,33.41
1079,33.41
1080,33.41
1081,33.41
1082,33.41
1083,33.41
1084,33.41
1085,33.41
1086,33.41
1087,33.41
1088,33.43
1089,33.43
1090,33.43
1091,33.43
1092,33.47
1093,33.47
1094,33.47
1095,33.47
1096,33.45
