,EDA_wrist
0,0.547723
1,0.481218
2,0.518239
3,0.440223
4,0.391623
5,0.376276
6,0.386507
7,0.381392
8,0.381392
9,0.380113
10,0.38395
11,0.385229
12,0.391623
13,0.398018
14,0.398018
15,0.39546
16,0.39546
17,0.39546
18,0.391623
19,0.392902
20,0.391623
21,0.389065
22,0.394181
23,0.451734
24,0.38395
25,0.415923
26,0.357092
27,0.351976
28,0.353255
29,0.355813
30,0.355813
31,0.35965
32,0.364765
33,0.367323
34,0.368602
35,0.37116
36,0.374997
37,0.373718
38,0.380113
39,0.377555
40,0.377555
41,0.368602
42,0.386507
43,0.414644
44,0.401855
45,0.400576
46,0.403134
47,0.391623
48,0.473476
49,0.624391
50,0.73438
51,0.793212
52,0.825185
53,0.850764
54,0.871227
55,0.887853
56,0.896806
57,0.912153
58,0.919827
59,0.926222
60,0.92878
61,0.935174
62,0.941569
63,0.946685
64,0.954359
65,0.962032
66,0.969706
67,0.97738
68,0.986332
69,0.983774
70,0.987611
71,0.982495
72,0.992727
73,0.98889
74,0.996564
75,0.991448
76,0.997843
77,0.996564
78,1.0004
79,0.997843
80,1.004237
81,1.006795
82,1.001679
83,1.008074
84,1.009353
85,1.011911
86,1.018306
87,1.018306
88,1.022143
89,1.0247
90,1.027258
91,1.034932
92,1.042606
93,1.042606
94,1.051558
95,1.057953
96,0.994075
97,0.996633
98,0.997912
99,1.004306
100,1.000469
101,1.000469
102,0.999191
103,0.999191
104,0.997912
105,0.98768
106,1.000469
107,0.999191
108,1.009422
109,1.005585
110,1.008143
111,1.006864
112,1.01198
113,1.017096
114,1.018375
115,1.006864
116,1.022211
117,1.022211
118,1.022211
119,1.019654
120,1.018375
121,1.028606
122,1.037559
123,1.043954
124,1.032443
125,1.046511
126,1.059301
127,1.081043
128,1.041396
129,0.83037
130,0.690965
131,0.682012
132,0.683291
133,0.713986
134,0.744681
135,0.713986
136,0.710149
137,0.707591
138,0.614228
139,0.528539
140,0.481218
141,0.600091
142,0.634623
143,0.671712
144,0.693454
145,0.720312
146,0.832859
147,0.873785
148,0.875064
149,0.864832
150,0.895527
151,0.917269
152,0.930059
153,0.954359
154,0.962032
155,0.968427
156,0.972264
157,0.970985
158,0.979937
159,0.979937
160,0.981216
161,0.994006
162,0.995285
163,0.997843
164,0.999122
165,1.001679
166,1.011911
167,1.03749
168,1.066905
169,1.003027
170,0.996633
171,0.992796
172,0.999191
173,0.994075
174,0.991517
175,0.981285
176,0.980006
177,0.985122
178,0.98768
179,0.969775
180,0.956985
181,0.949312
182,0.949312
183,0.945475
184,0.941638
185,0.925012
186,0.931406
187,0.931406
188,0.931406
189,0.925012
190,0.923733
191,0.919896
192,0.918617
193,0.916059
194,0.913501
195,0.912222
196,0.913501
197,0.908386
198,0.907107
199,0.904549
200,0.901991
201,0.899433
202,0.896875
203,0.893038
204,0.895596
205,0.895596
206,0.894317
207,0.894317
208,0.891759
209,0.887922
210,0.885364
211,0.884086
212,0.880249
213,0.87897
214,0.873854
215,0.871296
216,0.868738
217,0.858507
218,0.85467
219,0.859786
220,0.855949
221,0.849554
222,0.849554
223,0.848275
224,0.844438
225,0.840601
226,0.836765
227,0.834207
228,0.827812
229,0.826533
230,0.820138
231,0.821417
232,0.820138
233,0.820138
234,0.820138
235,0.823975
236,0.822696
237,0.827812
238,0.826533
239,0.825254
240,0.821417
241,0.827812
242,0.831649
243,0.834207
244,0.843159
245,0.845717
246,0.846996
247,0.844438
248,0.845717
249,0.844438
250,0.843159
251,0.843159
252,0.843159
253,0.84188
254,0.835486
255,0.845717
256,0.845717
257,0.846996
258,0.844438
259,0.844438
260,0.844438
261,0.840601
262,0.843159
263,0.836765
264,0.826533
265,0.84188
266,0.792002
267,0.784328
268,0.752354
269,0.743402
270,0.744681
271,0.743402
272,0.743402
273,0.751075
274,0.752354
275,0.761307
276,0.761307
277,0.777933
278,0.793281
279,0.818859
280,0.835486
281,0.844438
282,0.85467
283,0.861065
284,0.864901
285,0.863622
286,0.861065
287,0.853391
288,0.853391
289,0.848275
290,0.848275
291,0.84188
292,0.84188
293,0.839323
294,0.836765
295,0.836765
296,0.835486
297,0.843159
298,0.862343
299,0.871296
300,0.871296
301,0.877691
302,0.880249
303,0.908386
304,0.907107
305,0.913501
306,0.904549
307,0.774096
308,0.754912
309,0.795838
310,0.813744
311,0.81758
312,0.81758
313,0.803512
314,0.786886
315,0.783049
316,0.802233
317,0.75747
318,0.743402
319,0.728054
320,0.712707
321,0.703754
322,0.698639
323,0.69736
324,0.689686
325,0.687128
326,0.675618
327,0.679455
328,0.671781
329,0.66027
330,0.657713
331,0.653876
332,0.646202
333,0.589929
334,0.589929
335,0.586092
336,0.589929
337,0.586092
338,0.58865
339,0.58865
340,0.593765
341,0.592486
342,0.589929
343,0.589929
344,0.583534
345,0.57586
346,0.578418
347,0.578418
348,0.57586
349,0.577139
350,0.57586
351,0.579697
352,0.582255
353,0.589929
354,0.619344
355,0.657713
356,0.722939
357,0.74596
358,0.758749
359,0.747239
360,0.731891
361,0.722939
362,0.717823
363,0.715265
364,0.711428
365,0.711428
366,0.70887
367,0.707591
368,0.706312
369,0.706312
370,0.69736
371,0.703754
372,0.699918
373,0.698639
374,0.694802
375,0.692244
376,0.693523
377,0.688407
378,0.690965
379,0.685849
380,0.689686
381,0.68457
382,0.68457
383,0.682012
384,0.683291
385,0.687128
