,EDA_wrist
0,0.254602
1,0.253322
2,0.250763
3,0.246925
4,0.243087
5,0.249484
6,0.246925
7,0.249484
8,0.243087
9,0.252043
10,0.250763
11,0.250763
12,0.250763
13,0.253322
14,0.254602
15,0.253322
16,0.253322
17,0.250763
18,0.254602
19,0.248205
20,0.253322
21,0.254602
22,0.254602
23,0.255881
24,0.255881
25,0.25844
26,0.25716
27,0.25716
28,0.25716
29,0.25844
30,0.25716
31,0.25844
32,0.25844
33,0.259719
34,0.25844
35,0.25844
36,0.25716
37,0.25844
38,0.25844
39,0.254602
40,0.25844
41,0.25844
42,0.25844
43,0.25844
44,0.25844
45,0.25844
46,0.25844
47,0.25844
48,0.25844
49,0.25716
50,0.255881
51,0.25716
52,0.25716
53,0.25716
54,0.25716
55,0.25716
56,0.25844
57,0.254602
58,0.253322
59,0.25844
60,0.25844
61,0.25716
62,0.25844
63,0.25844
64,0.25844
65,0.25844
66,0.259719
67,0.259719
68,0.259719
69,0.260999
70,0.25844
71,0.259719
72,0.25716
73,0.25844
74,0.25844
75,0.25716
76,0.25844
77,0.25844
78,0.25844
79,0.259719
80,0.259719
81,0.259719
82,0.25844
83,0.254602
84,0.260999
85,0.254602
86,0.25844
87,0.25844
88,0.25844
89,0.259719
90,0.25844
91,0.259719
92,0.259719
93,0.259719
94,0.25716
95,0.259719
96,0.25844
97,0.260999
98,0.259719
99,0.259719
100,0.260999
101,0.259719
102,0.260999
103,0.259719
104,0.259719
105,0.25844
106,0.25716
107,0.259719
108,0.25844
109,0.25844
110,0.25844
111,0.25844
112,0.259719
113,0.260999
114,0.260999
115,0.25844
116,0.255881
117,0.259719
118,0.25844
119,0.259719
120,0.259719
121,0.259719
122,0.259719
123,0.25844
124,0.260999
125,0.260999
126,0.259719
127,0.25844
128,0.264837
129,0.269954
130,0.271234
131,0.269954
132,0.271234
133,0.271234
134,0.272513
135,0.272513
136,0.272513
137,0.272513
138,0.266116
139,0.272513
140,0.272513
141,0.273793
142,0.273793
143,0.272513
144,0.273793
145,0.272513
146,0.273793
147,0.273793
148,0.273793
149,0.272513
150,0.273793
151,0.273793
152,0.272513
153,0.276351
154,0.281469
155,0.28019
156,0.28019
157,0.282748
158,0.28019
159,0.28019
160,0.276351
161,0.282748
162,0.276351
163,0.28019
164,0.281469
165,0.28019
166,0.284028
167,0.277631
168,0.284028
169,0.286587
170,0.286587
171,0.285307
172,0.287866
173,0.286587
174,0.282748
175,0.28019
176,0.28019
177,0.27891
178,0.28019
179,0.281469
180,0.277631
181,0.27891
182,0.277631
183,0.27891
184,0.27891
185,0.27891
186,0.27891
187,0.27891
188,0.28019
189,0.27891
190,0.27891
191,0.27891
192,0.27891
193,0.277631
194,0.28019
195,0.277631
196,0.27891
197,0.28019
198,0.28019
199,0.273793
200,0.28019
201,0.281469
202,0.28019
203,0.27891
204,0.276351
205,0.281469
206,0.281469
207,0.281469
208,0.28019
209,0.28019
210,0.281469
211,0.281469
212,0.282748
213,0.282748
214,0.282748
215,0.28019
216,0.282748
217,0.284028
218,0.27891
219,0.282748
220,0.284028
221,0.282748
222,0.282748
223,0.284028
224,0.282748
225,0.285307
226,0.281469
227,0.284028
228,0.282748
229,0.285307
230,0.284028
231,0.282748
232,0.284028
233,0.284028
234,0.284028
235,0.282748
236,0.282748
237,0.281469
238,0.284028
239,0.284028
240,0.284028
241,0.284028
242,0.284028
243,0.282748
244,0.284028
245,0.27891
246,0.282748
247,0.282748
248,0.27891
249,0.284028
250,0.282748
251,0.27891
252,0.277631
253,0.276351
254,0.277631
255,0.276351
256,0.277631
257,0.27891
258,0.277631
259,0.276351
260,0.27891
261,0.27891
262,0.28019
263,0.27891
264,0.277631
265,0.277631
266,0.28019
267,0.28019
268,0.28019
269,0.28019
270,0.276351
271,0.27891
272,0.27891
273,0.28019
274,0.27891
275,0.27891
276,0.277631
277,0.277631
278,0.28019
279,0.28019
280,0.27891
281,0.277631
