,TEMP_wrist
0,29.79
1,29.79
2,29.79
3,29.83
4,29.83
5,29.83
6,29.83
7,29.83
8,29.83
9,29.83
10,29.83
11,29.81
12,29.81
13,29.81
14,29.81
15,29.83
16,29.83
17,29.83
18,29.83
19,29.83
20,29.83
21,29.83
22,29.83
23,29.83
24,29.83
25,29.83
26,29.83
27,29.83
28,29.83
29,29.83
30,29.83
31,29.81
32,29.81
33,29.81
34,29.81
35,29.83
36,29.83
37,29.83
38,29.83
39,29.85
40,29.85
41,29.85
42,29.85
43,29.83
44,29.83
45,29.83
46,29.83
47,29.85
48,29.85
49,29.85
50,29.85
51,29.83
52,29.83
53,29.83
54,29.83
55,29.83
56,29.83
57,29.83
58,29.83
59,29.85
60,29.85
61,29.85
62,29.85
63,29.87
64,29.87
65,29.87
66,29.87
67,29.83
68,29.83
69,29.83
70,29.83
71,29.83
72,29.83
73,29.83
74,29.83
75,29.85
76,29.85
77,29.85
78,29.85
79,29.83
80,29.83
81,29.83
82,29.83
83,29.85
84,29.85
85,29.85
86,29.85
87,29.85
88,29.85
89,29.85
90,29.85
91,29.85
92,29.85
93,29.85
94,29.85
95,29.83
96,29.83
97,29.83
98,29.83
99,29.85
100,29.85
101,29.85
102,29.85
103,29.83
104,29.83
105,29.83
106,29.83
107,29.85
108,29.85
109,29.85
110,29.85
111,29.83
112,29.83
113,29.83
114,29.83
115,29.85
116,29.85
117,29.85
118,29.85
119,29.87
120,29.87
121,29.87
122,29.87
123,29.85
124,29.85
125,29.85
126,29.85
127,29.83
128,29.83
129,29.83
130,29.83
131,29.85
132,29.85
133,29.85
134,29.85
135,29.83
136,29.83
137,29.83
138,29.83
139,29.81
140,29.81
141,29.81
142,29.81
143,29.85
144,29.85
145,29.85
146,29.85
147,29.83
148,29.83
149,29.83
150,29.83
151,29.83
152,29.83
153,29.83
154,29.83
155,29.83
156,29.83
157,29.83
158,29.83
159,29.83
160,29.83
161,29.83
162,29.83
163,29.81
164,29.81
165,29.81
166,29.81
167,29.83
168,29.83
169,29.83
170,29.83
171,29.83
172,29.83
173,29.83
174,29.83
175,29.81
176,29.81
177,29.81
178,29.81
179,29.83
180,29.83
181,29.83
182,29.83
183,29.81
184,29.81
185,29.81
186,29.81
187,29.83
188,29.83
189,29.83
190,29.83
191,29.81
192,29.81
193,29.81
194,29.81
195,29.83
196,29.83
197,29.83
198,29.83
199,29.83
200,29.83
201,29.83
202,29.83
203,29.83
204,29.83
205,29.83
206,29.83
207,29.83
208,29.83
209,29.83
210,29.83
211,29.83
212,29.83
213,29.83
214,29.83
215,29.85
216,29.85
217,29.85
218,29.85
219,29.85
220,29.85
221,29.85
222,29.85
223,29.85
224,29.85
225,29.85
226,29.85
227,29.85
228,29.85
229,29.85
230,29.85
231,29.85
232,29.85
233,29.85
234,29.85
235,29.87
236,29.87
237,29.87
238,29.87
239,29.87
240,29.87
241,29.87
242,29.87
243,29.85
244,29.85
245,29.85
246,29.85
247,29.83
248,29.83
249,29.83
250,29.83
251,29.85
252,29.85
253,29.85
254,29.85
255,29.85
256,29.85
257,29.85
258,29.85
259,29.83
260,29.83
261,29.83
262,29.83
263,29.83
264,29.83
265,29.83
266,29.83
267,29.83
268,29.83
269,29.83
270,29.83
271,29.81
272,29.81
273,29.81
274,29.81
275,29.83
276,29.83
277,29.83
278,29.83
279,29.83
280,29.83
281,29.83
282,29.83
283,29.81
284,29.81
285,29.81
286,29.81
287,29.83
288,29.83
289,29.83
290,29.83
291,29.83
292,29.83
293,29.83
294,29.83
295,29.83
296,29.83
297,29.83
298,29.83
299,29.83
300,29.83
301,29.83
302,29.83
303,29.83
304,29.83
305,29.83
306,29.83
307,29.81
308,29.81
309,29.81
310,29.81
311,29.83
312,29.83
313,29.83
314,29.83
315,29.81
316,29.81
317,29.81
318,29.81
319,29.81
320,29.81
321,29.81
322,29.81
323,29.83
324,29.83
325,29.83
326,29.83
327,29.81
328,29.81
329,29.81
330,29.81
331,29.79
332,29.79
333,29.79
334,29.79
335,29.81
336,29.81
337,29.81
338,29.81
339,29.83
340,29.83
341,29.83
342,29.83
343,29.83
344,29.83
345,29.83
346,29.83
347,29.81
348,29.81
349,29.81
350,29.81
351,29.81
352,29.81
353,29.81
354,29.81
355,29.81
356,29.81
357,29.81
358,29.81
359,29.79
360,29.79
361,29.79
362,29.79
363,29.83
364,29.83
365,29.83
366,29.83
367,29.83
368,29.83
369,29.83
370,29.83
371,29.81
372,29.81
373,29.81
374,29.81
375,29.81
376,29.81
