,TEMP_wrist
0,29.43
1,29.43
2,29.43
3,29.43
4,29.43
5,29.43
6,29.43
7,29.43
8,29.43
9,29.43
10,29.43
11,29.43
12,29.41
13,29.41
14,29.41
15,29.41
16,29.45
17,29.45
18,29.45
19,29.45
20,29.45
21,29.45
22,29.45
23,29.45
24,29.45
25,29.45
26,29.45
27,29.45
28,29.45
29,29.45
30,29.45
31,29.45
32,29.47
33,29.47
34,29.47
35,29.47
36,29.45
37,29.45
38,29.45
39,29.45
40,29.45
41,29.45
42,29.45
43,29.45
44,29.47
45,29.47
46,29.47
47,29.47
48,29.47
49,29.47
50,29.47
51,29.47
52,29.49
53,29.49
54,29.49
55,29.49
56,29.51
57,29.51
58,29.51
59,29.51
60,29.47
61,29.47
62,29.47
63,29.47
64,29.49
65,29.49
66,29.49
67,29.49
68,29.49
69,29.49
70,29.49
71,29.49
72,29.51
73,29.51
74,29.51
75,29.51
76,29.49
77,29.49
78,29.49
79,29.49
80,29.47
81,29.47
82,29.47
83,29.47
84,29.49
85,29.49
86,29.49
87,29.49
88,29.49
89,29.49
90,29.49
91,29.49
92,29.51
93,29.51
94,29.51
95,29.51
96,29.49
97,29.49
98,29.49
99,29.49
100,29.47
101,29.47
102,29.47
103,29.47
104,29.51
105,29.51
106,29.51
107,29.51
108,29.49
109,29.49
110,29.49
111,29.49
112,29.49
113,29.49
114,29.49
115,29.49
116,29.49
117,29.49
118,29.49
119,29.49
120,29.49
121,29.49
122,29.49
123,29.49
124,29.47
125,29.47
126,29.47
127,29.47
128,29.45
129,29.45
130,29.45
131,29.45
132,29.47
133,29.47
134,29.47
135,29.47
136,29.47
137,29.47
138,29.47
139,29.47
140,29.49
141,29.49
142,29.49
143,29.49
144,29.49
145,29.49
146,29.49
147,29.49
148,29.47
149,29.47
150,29.47
151,29.47
152,29.45
153,29.45
154,29.45
155,29.45
156,29.45
157,29.45
158,29.45
159,29.45
160,29.43
161,29.43
162,29.43
163,29.43
164,29.43
165,29.43
166,29.43
167,29.43
168,29.41
169,29.41
170,29.41
171,29.41
172,29.43
173,29.43
174,29.43
175,29.43
176,29.43
177,29.43
178,29.43
179,29.43
180,29.41
181,29.41
182,29.41
183,29.41
184,29.41
185,29.41
186,29.41
187,29.41
188,29.39
189,29.39
190,29.39
191,29.39
192,29.39
193,29.39
194,29.39
195,29.39
196,29.37
197,29.37
198,29.37
199,29.37
200,29.37
201,29.37
202,29.37
203,29.37
204,29.39
205,29.39
206,29.39
207,29.39
208,29.39
209,29.39
210,29.39
211,29.39
212,29.41
213,29.41
214,29.41
215,29.41
216,29.39
217,29.39
218,29.39
219,29.39
220,29.39
221,29.39
222,29.39
223,29.39
224,29.37
225,29.37
226,29.37
227,29.37
228,29.41
229,29.41
230,29.41
231,29.41
232,29.41
233,29.41
234,29.41
235,29.41
236,29.41
237,29.41
238,29.41
239,29.41
240,29.37
241,29.37
242,29.37
243,29.37
244,29.39
245,29.39
246,29.39
247,29.39
248,29.39
249,29.39
250,29.39
251,29.39
252,29.37
253,29.37
254,29.37
255,29.37
256,29.37
257,29.37
258,29.37
259,29.37
260,29.41
261,29.41
262,29.41
263,29.41
264,29.39
265,29.39
266,29.39
