,EDA_wrist
0,0.220298
1,0.170407
2,0.189596
3,0.151218
4,0.166569
5,0.167848
6,0.170407
7,0.171686
8,0.171686
9,0.171686
10,0.175524
11,0.174245
12,0.178082
13,0.176803
14,0.176803
15,0.175524
16,0.175524
17,0.179362
18,0.178082
19,0.178082
20,0.184479
21,0.188316
22,0.194713
23,0.197271
24,0.19983
25,0.201109
26,0.19983
27,0.202388
28,0.201109
29,0.203667
30,0.201109
31,0.202388
32,0.203667
33,0.203667
34,0.203667
35,0.202388
36,0.202388
37,0.202388
38,0.203667
39,0.204947
40,0.204947
41,0.204947
42,0.204947
43,0.204947
44,0.206226
45,0.204947
46,0.204947
47,0.204947
48,0.203667
49,0.206226
50,0.206226
51,0.207505
52,0.206226
53,0.202388
54,0.201109
55,0.206226
56,0.207505
57,0.206226
58,0.207505
59,0.207505
60,0.206226
61,0.208784
62,0.208784
63,0.208784
64,0.208784
65,0.208784
66,0.208784
67,0.208784
68,0.208784
69,0.210064
70,0.207505
71,0.210064
72,0.210064
73,0.210064
74,0.210064
75,0.210064
76,0.212622
77,0.210064
78,0.210064
79,0.208784
80,0.210064
81,0.208784
82,0.212622
83,0.211343
84,0.212622
85,0.211343
86,0.211343
87,0.212622
88,0.212622
89,0.217739
90,0.219018
91,0.225415
92,0.227973
93,0.230532
94,0.231811
95,0.225415
96,0.231811
97,0.231811
98,0.231811
99,0.23309
100,0.226694
101,0.230532
102,0.23309
103,0.229252
104,0.234369
105,0.226694
106,0.23309
107,0.231811
108,0.230532
109,0.23309
110,0.225415
111,0.230532
112,0.230532
113,0.231811
114,0.234369
115,0.236928
116,0.253558
117,0.259954
118,0.24972
119,0.247162
120,0.240766
121,0.239486
122,0.238207
123,0.235649
124,0.239486
125,0.234369
126,0.238207
127,0.240766
128,0.242045
129,0.242045
130,0.242045
131,0.242045
132,0.243324
133,0.238207
134,0.240766
135,0.243324
136,0.239486
137,0.239486
138,0.236928
139,0.239486
140,0.236928
141,0.236928
142,0.236928
143,0.235649
144,0.236928
145,0.235649
146,0.235649
147,0.234369
148,0.236928
149,0.234369
150,0.234369
151,0.234369
152,0.236928
153,0.231811
154,0.235649
155,0.236928
156,0.234369
157,0.235649
158,0.234369
159,0.234369
160,0.235649
161,0.234369
162,0.235649
163,0.234369
164,0.234369
165,0.235649
166,0.229252
167,0.234369
168,0.235649
169,0.234369
170,0.236928
171,0.235649
172,0.235649
173,0.235649
174,0.235649
175,0.236928
176,0.236928
177,0.235649
178,0.234369
179,0.235649
180,0.236928
181,0.236928
182,0.235649
183,0.235649
184,0.234369
185,0.236928
186,0.236928
187,0.235649
188,0.236928
189,0.234369
190,0.236928
191,0.235649
192,0.236928
193,0.236928
194,0.236928
195,0.236928
196,0.236928
197,0.238207
198,0.236928
199,0.236928
200,0.235649
201,0.235649
202,0.235649
203,0.238207
204,0.235649
205,0.238207
206,0.235649
207,0.236928
208,0.238207
209,0.236928
210,0.236928
211,0.235649
212,0.239486
213,0.23309
214,0.235649
215,0.238207
216,0.236928
217,0.238207
218,0.236928
219,0.236928
220,0.238207
221,0.236928
222,0.236928
223,0.239486
224,0.238207
225,0.240766
226,0.240766
227,0.244603
228,0.244603
229,0.244603
230,0.244603
231,0.243324
232,0.244603
233,0.243324
234,0.256117
235,0.257396
236,0.263792
237,0.268909
238,0.266351
239,0.265071
240,0.261234
241,0.259954
242,0.257396
243,0.254837
244,0.253558
245,0.256117
246,0.253558
247,0.254837
248,0.253558
249,0.24972
250,0.251
251,0.24972
252,0.251
253,0.248441
254,0.247162
255,0.247162
256,0.248441
257,0.24972
258,0.245883
259,0.243324
