,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z
0,40.0,-45.0,127.0
1,127.0,33.0,54.0
2,38.0,30.0,17.0
3,53.0,30.0,40.0
4,36.0,39.0,34.0
5,26.0,39.0,23.0
6,24.0,43.0,3.0
7,35.0,54.0,-55.0
8,33.0,62.0,-95.0
9,43.0,33.0,-88.0
10,50.0,53.0,-84.0
11,127.0,-102.0,127.0
12,116.0,22.0,51.0
13,64.0,46.0,1.0
14,60.0,26.0,36.0
15,12.0,33.0,37.0
16,22.0,33.0,42.0
17,39.0,32.0,24.0
18,34.0,40.0,12.0
19,44.0,43.0,8.0
20,43.0,48.0,6.0
21,36.0,50.0,-1.0
22,45.0,51.0,0.0
23,49.0,48.0,2.0
24,41.0,49.0,-1.0
25,42.0,50.0,6.0
26,40.0,49.0,9.0
27,37.0,45.0,11.0
28,37.0,46.0,12.0
29,41.0,47.0,17.0
30,44.0,48.0,15.0
31,46.0,49.0,14.0
32,47.0,48.0,15.0
33,46.0,48.0,15.0
34,46.0,47.0,14.0
35,42.0,46.0,13.0
36,42.0,46.0,13.0
37,41.0,46.0,13.0
38,41.0,45.0,13.0
39,40.0,45.0,13.0
40,42.0,45.0,14.0
41,41.0,45.0,13.0
42,42.0,46.0,14.0
43,42.0,46.0,14.0
44,41.0,46.0,13.0
45,42.0,46.0,14.0
46,42.0,46.0,15.0
47,40.0,46.0,13.0
48,42.0,46.0,14.0
49,41.0,46.0,14.0
50,42.0,46.0,14.0
51,41.0,46.0,14.0
52,41.0,46.0,15.0
53,41.0,46.0,14.0
54,42.0,46.0,15.0
55,42.0,46.0,15.0
56,41.0,46.0,15.0
57,41.0,47.0,14.0
58,41.0,46.0,15.0
59,41.0,46.0,15.0
60,40.0,47.0,14.0
61,40.0,46.0,15.0
62,41.0,46.0,15.0
63,40.0,46.0,14.0
64,41.0,46.0,15.0
65,41.0,46.0,15.0
66,41.0,46.0,14.0
67,41.0,47.0,15.0
68,41.0,47.0,15.0
69,40.0,47.0,15.0
70,41.0,46.0,15.0
71,41.0,46.0,15.0
72,41.0,47.0,15.0
73,41.0,47.0,15.0
74,41.0,47.0,15.0
75,41.0,47.0,15.0
76,41.0,47.0,15.0
77,41.0,46.0,15.0
78,41.0,46.0,15.0
79,40.0,46.0,15.0
80,40.0,46.0,15.0
81,39.0,46.0,15.0
82,40.0,46.0,15.0
83,41.0,46.0,15.0
84,40.0,46.0,16.0
85,41.0,46.0,16.0
86,41.0,46.0,15.0
87,41.0,47.0,15.0
88,40.0,47.0,15.0
89,41.0,47.0,15.0
90,40.0,47.0,15.0
91,41.0,47.0,15.0
92,41.0,47.0,16.0
93,41.0,46.0,16.0
94,40.0,47.0,15.0
95,40.0,47.0,15.0
96,40.0,47.0,15.0
97,40.0,46.0,15.0
98,39.0,47.0,15.0
99,39.0,47.0,15.0
100,40.0,47.0,16.0
101,40.0,47.0,16.0
102,40.0,47.0,15.0
103,40.0,47.0,15.0
104,41.0,47.0,15.0
105,39.0,47.0,15.0
106,40.0,47.0,15.0
107,40.0,47.0,15.0
108,40.0,47.0,16.0
109,40.0,47.0,15.0
110,40.0,47.0,15.0
111,40.0,47.0,15.0
112,40.0,47.0,15.0
113,39.0,47.0,15.0
114,40.0,47.0,15.0
115,40.0,47.0,15.0
116,40.0,47.0,16.0
117,40.0,47.0,16.0
118,40.0,47.0,16.0
119,40.0,47.0,16.0
120,40.0,47.0,15.0
121,39.0,47.0,16.0
122,40.0,46.0,16.0
123,39.0,46.0,16.0
124,38.0,45.0,16.0
125,37.0,44.0,16.0
126,37.0,43.0,17.0
127,35.0,40.0,18.0
128,34.0,38.0,18.0
129,32.0,34.0,17.0
130,35.0,29.0,15.0
131,34.0,28.0,14.0
132,38.0,28.0,13.0
133,40.0,27.0,12.0
134,42.0,26.0,8.0
135,50.0,25.0,8.0
136,54.0,23.0,8.0
137,57.0,19.0,6.0
138,53.0,18.0,3.0
139,62.0,15.0,4.0
140,65.0,9.0,5.0
141,63.0,5.0,1.0
142,62.0,2.0,0.0
143,65.0,-4.0,1.0
144,68.0,-9.0,1.0
145,59.0,-17.0,-4.0
146,62.0,-18.0,-4.0
147,69.0,-24.0,0.0
148,60.0,-31.0,-3.0
149,57.0,-34.0,-6.0
150,62.0,-40.0,0.0
151,63.0,-43.0,3.0
152,56.0,-46.0,-1.0
153,52.0,-50.0,0.0
