,EDA_wrist
0,0.349215
1,0.346656
2,0.350494
3,0.336423
4,0.338981
5,0.336423
6,0.34026
7,0.331306
8,0.336423
9,0.333865
10,0.337702
11,0.336423
12,0.336423
13,0.336423
14,0.335144
15,0.336423
16,0.335144
17,0.335144
18,0.335144
19,0.335144
20,0.331306
21,0.332585
22,0.336423
23,0.337702
24,0.34026
25,0.333865
26,0.34026
27,0.34154
28,0.342819
29,0.342819
30,0.342819
31,0.34026
32,0.344098
33,0.345377
34,0.344098
35,0.345377
36,0.345377
37,0.346656
38,0.345377
39,0.346656
40,0.345377
41,0.345377
42,0.34154
43,0.344098
44,0.346656
45,0.34154
46,0.346656
47,0.346656
48,0.347935
49,0.347935
50,0.349215
51,0.349215
52,0.347935
53,0.347935
54,0.351773
55,0.351773
56,0.351773
57,0.351773
58,0.351773
59,0.350494
60,0.353052
61,0.351773
62,0.354331
63,0.353052
64,0.349215
65,0.353052
66,0.353052
67,0.354331
68,0.353052
69,0.35689
70,0.354331
71,0.35561
72,0.35689
73,0.353052
74,0.35689
75,0.354331
76,0.35561
77,0.354331
78,0.358169
79,0.351773
80,0.35689
81,0.35689
82,0.35689
83,0.35689
84,0.35561
85,0.35689
86,0.354331
87,0.358169
88,0.35689
89,0.35689
90,0.35561
91,0.35689
92,0.35689
93,0.35689
94,0.360727
95,0.358169
96,0.359448
97,0.354331
98,0.358169
99,0.358169
100,0.35689
101,0.359448
102,0.360727
103,0.359448
104,0.358169
105,0.359448
106,0.359448
107,0.359448
108,0.35561
109,0.358169
110,0.359448
111,0.358169
112,0.359448
113,0.353052
114,0.360727
115,0.359448
116,0.359448
117,0.359448
118,0.359448
119,0.35689
120,0.359448
121,0.360727
122,0.360727
123,0.360727
124,0.359448
125,0.359448
126,0.362006
127,0.360727
128,0.362006
129,0.360727
130,0.359448
131,0.360727
132,0.362006
133,0.362006
134,0.359448
135,0.362006
136,0.362006
137,0.360727
138,0.362006
139,0.362006
140,0.360727
141,0.358169
142,0.362006
143,0.362006
144,0.362006
145,0.362006
146,0.360727
147,0.360727
148,0.362006
149,0.362006
150,0.364565
151,0.35561
152,0.359448
153,0.363286
154,0.362006
155,0.363286
156,0.362006
157,0.363286
158,0.363286
159,0.360727
160,0.364565
161,0.363286
162,0.363286
163,0.360727
164,0.363286
165,0.363286
166,0.364565
167,0.362006
168,0.363286
169,0.362006
170,0.364565
171,0.363286
172,0.363286
173,0.360727
174,0.362006
175,0.377356
176,0.363286
177,0.364565
178,0.363286
179,0.363286
180,0.363286
181,0.364565
182,0.365844
183,0.363286
184,0.363286
185,0.358169
186,0.364565
187,0.362006
188,0.363286
189,0.363286
190,0.364565
191,0.364565
192,0.363286
193,0.364565
194,0.363286
195,0.363286
196,0.359448
197,0.364565
198,0.364565
199,0.363286
200,0.364565
201,0.364565
202,0.364565
203,0.362006
204,0.365844
205,0.363286
206,0.365844
207,0.360727
208,0.363286
209,0.364565
210,0.364565
211,0.365844
212,0.365844
213,0.367123
214,0.365844
215,0.365844
216,0.365844
217,0.365844
218,0.363286
219,0.365844
220,0.365844
221,0.364565
222,0.367123
223,0.364565
224,0.365844
225,0.365844
226,0.367123
227,0.365844
228,0.367123
229,0.363286
230,0.365844
231,0.367123
232,0.359448
233,0.363286
234,0.360727
235,0.359448
236,0.359448
237,0.359448
238,0.362006
239,0.35561
240,0.35561
241,0.359448
242,0.359448
243,0.359448
244,0.358169
245,0.360727
246,0.359448
247,0.359448
248,0.359448
249,0.35689
250,0.358169
251,0.353052
252,0.358169
253,0.35689
254,0.359448
255,0.35689
256,0.35689
257,0.358169
258,0.35689
259,0.358169
260,0.35689
261,0.358169
262,0.353052
263,0.358169
264,0.358169
265,0.35689
266,0.358169
267,0.358169
268,0.358169
269,0.35689
270,0.360727
271,0.358169
272,0.358169
273,0.354331
274,0.35689
275,0.358169
276,0.358169
277,0.358169
278,0.358169
279,0.358169
280,0.35689
281,0.359448
282,0.365844
283,0.367123
284,0.368402
285,0.365844
286,0.364565
287,0.359448
288,0.35689
289,0.358169
290,0.362006
291,0.365844
292,0.365844
293,0.363286
294,0.362006
295,0.35689
296,0.35561
297,0.363286
298,0.360727
299,0.358169
300,0.359448
301,0.354331
302,0.350494
303,0.345377
304,0.35561
305,0.359448
306,0.35561
307,0.359448
308,0.358169
309,0.362006
310,0.359448
311,0.359448
312,0.359448
313,0.359448
314,0.360727
315,0.35689
316,0.35689
317,0.35561
318,0.359448
319,0.353052
320,0.358169
321,0.362006
322,0.35561
323,0.35561
324,0.354331
325,0.35689
326,0.35689
327,0.35561
328,0.353052
329,0.35561
330,0.358169
331,0.35689
332,0.35689
333,0.359448
334,0.360727
335,0.363286
336,0.364565
337,0.365844
338,0.364565
339,0.359448
340,0.35561
341,0.367123
342,0.37224
343,0.365844
344,0.365844
345,0.362006
346,0.364565
347,0.364565
348,0.364565
349,0.363286
350,0.365844
351,0.364565
352,0.362006
353,0.364565
354,0.365844
355,0.364565
356,0.369681
357,0.369681
358,0.370961
359,0.368402
360,0.368402
361,0.363286
362,0.365844
363,0.363286
364,0.565395
365,0.41829
366,0.370961
367,0.654937
368,0.401661
369,0.388869
370,0.381194
371,0.377356
372,0.373519
373,0.374798
374,0.373519
375,0.376077
376,0.37224
377,0.364565
378,0.367123
379,0.404219
380,0.381194
381,0.381194
382,0.377356
383,0.376077
384,0.589699
385,0.461782
386,0.428523
387,0.413173
388,0.410615
389,0.404219
390,0.401661
391,0.399102
392,0.395265
393,0.392707
394,0.385032
395,0.386311
396,0.385032
397,0.385032
398,0.386311
399,0.378636
400,0.381194
401,0.377356
402,0.373519
403,0.368402
404,0.367123
405,0.373519
406,0.395265
407,0.373519
408,0.376077
409,0.378636
410,0.379915
411,0.378636
412,0.376077
413,0.376077
414,0.382473
415,0.401661
416,0.38759
417,0.386311
418,0.382473
419,0.377356
420,0.376077
421,0.376077
422,0.374798
423,0.373519
424,0.374798
425,0.373519
426,0.373519
427,0.369681
428,0.374798
429,0.373519
430,0.373519
431,0.37224
432,0.374798
433,0.37224
434,0.374798
435,0.374798
436,0.37224
437,0.370961
438,0.367123
439,0.37224
440,0.37224
441,0.374798
442,0.405498
443,0.399102
444,0.392707
445,0.388869
446,0.38759
447,0.381194
448,0.382473
449,0.378636
450,0.516786
451,0.607608
452,0.589699
453,0.571791
454,0.543649
455,0.520624
456,0.505274
457,0.492482
458,0.478411
459,0.478411
460,0.469457
461,0.469457
462,0.46562
463,0.459224
464,0.456665
465,0.455386
466,0.452828
467,0.44899
468,0.447711
469,0.445153
470,0.442594
471,0.438757
472,0.440036
473,0.438757
474,0.436199
475,0.43364
476,0.434919
477,0.43364
478,0.432361
479,0.425965
480,0.431082
481,0.423407
482,0.427244
483,0.428523
484,0.427244
485,0.427244
486,0.425965
487,0.425965
488,0.425965
489,0.424686
490,0.423407
491,0.423407
492,0.424686
493,0.41829
494,0.423407
495,0.420848
496,0.422128
497,0.423407
498,0.424686
499,0.414453
500,0.409336
501,0.409336
502,0.406777
503,0.406777
504,0.40294
505,0.406777
506,0.396544
507,0.388869
508,0.392707
509,0.382473
510,0.38759
511,0.390148
512,0.390148
513,0.388869
514,0.385032
515,0.381194
516,0.382473
517,0.383752
518,0.378636
519,0.377356
520,0.377356
521,0.374798
522,0.379915
523,0.373519
524,0.37224
525,0.370961
526,0.370961
527,0.369681
528,0.378636
529,0.382473
530,0.382473
531,0.382473
532,0.381194
533,0.382473
534,0.381194
535,0.386311
536,0.390148
537,0.383752
538,0.382473
539,0.385032
540,0.383752
541,0.381194
542,0.381194
543,0.378636
544,0.377356
545,0.378636
546,0.377356
547,0.377356
548,0.369681
549,0.378636
550,0.378636
551,0.378636
552,0.378636
553,0.378636
554,0.378636
555,0.378636
556,0.378636
557,0.377356
558,0.378636
559,0.370961
560,0.377356
561,0.378636
562,0.377356
563,0.377356
564,0.377356
565,0.377356
566,0.377356
567,0.377356
568,0.378636
569,0.377356
570,0.374798
571,0.378636
572,0.377356
573,0.377356
574,0.377356
575,0.378636
576,0.377356
577,0.377356
578,0.378636
579,0.377356
580,0.378636
581,0.373519
582,0.378636
583,0.377356
584,0.378636
585,0.377356
586,0.377356
587,0.377356
588,0.377356
589,0.378636
590,0.378636
591,0.378636
592,0.368402
593,0.378636
594,0.378636
595,0.377356
596,0.376077
597,0.374798
598,0.377356
