,ACC_chest_X,ACC_chest_Y,ACC_chest_Z,EMG,ECG,EDA,Temp,Resp,Label,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z,BVP,EDA_wrist,TEMP_wrist,subject
6651,0.8057999610900879,0.12820005416870117,-0.42320001125335693,0.0047149658203125,0.01409912109375,3.8028717041015625,34.947906494140625,0.10833740234375,3,49.0,3.0,40.0,6.33,0.243324,33.53,S8
6652,0.8029999732971191,0.13199996948242188,-0.4341999888420105,0.0111236572265625,-0.015472412109375,3.8105010986328125,34.980316162109375,1.82952880859375,3,50.0,2.0,38.0,15.19,0.242045,33.53,S8
6653,0.788599967956543,0.12619996070861816,-0.41759997606277466,0.0026092529296875,-0.1897430419921875,3.806304931640625,34.878570556640625,3.77349853515625,3,49.0,3.0,39.0,8.5,0.242045,33.53,S8
6654,0.8062000274658203,0.15299999713897705,-0.41019999980926514,0.0078277587890625,0.0812530517578125,3.8043975830078125,34.949462890625,5.25665283203125,3,30.0,20.0,78.0,-5.86,0.243324,33.53,S8
6655,0.7934000492095947,0.17900002002716064,-0.4301999807357788,0.0074615478515625,0.0084686279296875,3.8204193115234375,34.958709716796875,4.92706298828125,3,36.0,12.0,62.0,-21.0,0.244603,33.53,S8
6656,0.8359999656677246,0.17200005054473877,-0.359000027179718,0.004302978515625,-0.1663055419921875,3.8105010986328125,34.912445068359375,2.80609130859375,3,20.0,11.0,59.0,22.37,0.248441,33.53,S8
6657,0.8378000259399414,0.14020001888275146,-0.3935999870300293,-0.000823974609375,-0.0050811767578125,3.812408447265625,34.961822509765625,0.1068115234375,3,14.0,12.0,58.0,35.93,0.251,33.53,S8
6658,0.8569999933242798,0.1390000581741333,-0.31800001859664917,-0.0037994384765625,-0.0351104736328125,3.8227081298828125,34.892425537109375,-1.69830322265625,3,34.0,13.0,62.0,121.32,0.254837,33.5,S8
6659,0.8279999494552612,0.19659996032714844,-0.3921999931335449,-0.0406036376953125,1.4000244140625,3.821563720703125,34.912445068359375,-2.81219482421875,3,33.0,10.0,58.0,191.6,0.248441,33.5,S8
6660,0.8215999603271484,0.11699998378753662,-0.39319998025894165,0.0095672607421875,-0.05108642578125,3.82537841796875,34.98956298828125,-4.35333251953125,3,25.0,14.0,55.0,17.07,0.24972,33.5,S8
6661,0.8425999879837036,0.12559998035430908,-0.37300002574920654,-0.000732421875,0.00164794921875,3.8227081298828125,34.906280517578125,-5.95245361328125,3,25.0,15.0,55.0,-8.33,0.244603,33.5,S8
6662,0.832800030708313,0.14979994297027588,-0.35280001163482666,0.004486083984375,-0.0299835205078125,3.8265228271484375,34.997314453125,-6.63604736328125,3,30.0,13.0,55.0,-105.07,0.24972,33.53,S8
6663,0.8221999406814575,0.1444000005722046,-0.37199997901916504,-0.000732421875,-0.1217193603515625,3.8204193115234375,34.964874267578125,-4.53948974609375,3,30.0,13.0,55.0,-309.13,0.251,33.53,S8
6664,0.8234000205993652,0.12460005283355713,-0.37379997968673706,0.0028839111328125,-0.038909912109375,3.8120269775390625,34.9664306640625,-1.38397216796875,3,28.0,14.0,55.0,-58.3,0.24972,33.53,S8
6665,0.8314000368118286,0.1258000135421753,-0.3515999913215637,0.0084686279296875,-0.0088348388671875,3.8211822509765625,34.997314453125,1.31378173828125,3,28.0,14.0,55.0,-15.21,0.24972,33.53,S8
