,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z
0,107.0,-105.0,127.0
1,67.0,-52.0,45.0
2,26.0,40.0,0.0
3,52.0,12.0,46.0
4,42.0,20.0,45.0
5,24.0,33.0,-6.0
6,2.0,45.0,-31.0
7,13.0,40.0,-69.0
8,26.0,13.0,-35.0
9,127.0,-103.0,127.0
10,109.0,13.0,-53.0
11,-13.0,25.0,5.0
12,40.0,-17.0,52.0
13,4.0,13.0,45.0
14,24.0,12.0,57.0
15,66.0,20.0,33.0
16,50.0,30.0,21.0
17,53.0,26.0,29.0
18,50.0,22.0,30.0
19,48.0,21.0,29.0
20,48.0,20.0,29.0
21,48.0,21.0,25.0
22,51.0,20.0,28.0
23,53.0,20.0,25.0
24,51.0,21.0,19.0
25,53.0,22.0,19.0
26,58.0,24.0,18.0
27,57.0,22.0,15.0
28,54.0,23.0,13.0
29,55.0,24.0,14.0
30,60.0,23.0,13.0
31,59.0,24.0,14.0
32,59.0,24.0,16.0
33,59.0,23.0,18.0
34,58.0,22.0,18.0
35,59.0,22.0,17.0
36,58.0,21.0,17.0
37,57.0,22.0,17.0
38,58.0,22.0,16.0
39,58.0,22.0,16.0
40,57.0,21.0,16.0
41,57.0,22.0,16.0
42,57.0,22.0,16.0
43,58.0,22.0,16.0
44,58.0,22.0,16.0
45,57.0,22.0,16.0
46,57.0,22.0,15.0
47,58.0,22.0,16.0
48,56.0,22.0,16.0
49,57.0,22.0,16.0
50,57.0,22.0,16.0
51,57.0,22.0,16.0
52,56.0,22.0,16.0
53,58.0,22.0,16.0
54,58.0,22.0,16.0
55,57.0,21.0,16.0
56,56.0,22.0,15.0
57,57.0,22.0,16.0
58,57.0,22.0,16.0
59,57.0,22.0,16.0
60,57.0,21.0,16.0
61,57.0,21.0,16.0
62,57.0,21.0,16.0
63,57.0,21.0,16.0
64,59.0,21.0,16.0
65,59.0,21.0,16.0
66,59.0,21.0,17.0
67,59.0,21.0,17.0
68,59.0,21.0,16.0
69,58.0,21.0,16.0
70,58.0,21.0,16.0
71,57.0,21.0,16.0
72,56.0,21.0,16.0
73,57.0,21.0,16.0
74,57.0,21.0,16.0
75,56.0,21.0,16.0
76,57.0,21.0,17.0
77,57.0,21.0,16.0
78,57.0,21.0,17.0
79,58.0,21.0,17.0
80,58.0,22.0,17.0
81,57.0,21.0,16.0
82,58.0,22.0,17.0
83,58.0,22.0,17.0
84,57.0,22.0,17.0
85,57.0,22.0,17.0
86,57.0,22.0,17.0
87,56.0,22.0,17.0
88,56.0,22.0,17.0
89,56.0,22.0,17.0
90,56.0,22.0,17.0
91,57.0,22.0,17.0
92,57.0,22.0,17.0
93,57.0,21.0,17.0
94,58.0,21.0,17.0
95,58.0,22.0,17.0
96,57.0,22.0,17.0
97,57.0,21.0,17.0
98,57.0,22.0,17.0
99,57.0,22.0,17.0
100,57.0,22.0,17.0
101,57.0,22.0,17.0
102,56.0,22.0,17.0
103,56.0,22.0,16.0
104,57.0,22.0,17.0
105,57.0,22.0,17.0
106,57.0,22.0,18.0
107,56.0,22.0,18.0
108,57.0,22.0,17.0
109,57.0,22.0,17.0
110,57.0,22.0,17.0
111,56.0,22.0,17.0
112,56.0,22.0,17.0
113,57.0,22.0,17.0
114,57.0,23.0,17.0
115,56.0,22.0,17.0
116,57.0,23.0,18.0
117,57.0,23.0,17.0
118,56.0,23.0,17.0
119,57.0,23.0,17.0
120,57.0,23.0,17.0
121,57.0,23.0,17.0
122,57.0,23.0,17.0
123,57.0,23.0,17.0
124,56.0,23.0,17.0
125,57.0,22.0,17.0
126,56.0,22.0,17.0
127,56.0,22.0,17.0
128,56.0,23.0,17.0
129,57.0,22.0,17.0
130,57.0,23.0,17.0
131,57.0,23.0,17.0
132,57.0,23.0,17.0
133,57.0,22.0,17.0
134,57.0,23.0,17.0
135,57.0,22.0,17.0
136,57.0,23.0,18.0
137,57.0,22.0,18.0
138,56.0,22.0,17.0
139,57.0,23.0,17.0
140,57.0,23.0,17.0
141,57.0,23.0,17.0
142,57.0,23.0,17.0
143,57.0,23.0,17.0
144,57.0,23.0,18.0
145,57.0,23.0,18.0
146,56.0,23.0,17.0
147,56.0,23.0,18.0
148,56.0,23.0,17.0
149,56.0,23.0,18.0
150,56.0,23.0,17.0
151,57.0,23.0,17.0
152,56.0,23.0,17.0
153,57.0,23.0,17.0
154,56.0,23.0,17.0
155,57.0,23.0,18.0
156,56.0,23.0,18.0
157,56.0,23.0,18.0
158,56.0,23.0,17.0
159,55.0,23.0,17.0
160,55.0,22.0,17.0
161,56.0,22.0,17.0
162,55.0,22.0,17.0
163,53.0,21.0,17.0
164,49.0,20.0,16.0
165,47.0,20.0,16.0
166,45.0,17.0,14.0
167,46.0,16.0,14.0
168,48.0,15.0,14.0
169,47.0,14.0,11.0
170,48.0,14.0,10.0
171,45.0,11.0,9.0
172,42.0,8.0,7.0
173,49.0,6.0,8.0
174,49.0,3.0,4.0
175,48.0,0.0,3.0
176,44.0,-3.0,5.0
177,50.0,-5.0,3.0
178,62.0,-12.0,4.0
179,57.0,-19.0,0.0
180,61.0,-21.0,-1.0
181,66.0,-30.0,3.0
182,67.0,-32.0,7.0
183,66.0,-38.0,6.0
184,61.0,-45.0,2.0
185,62.0,-48.0,6.0
186,56.0,-54.0,9.0
187,50.0,-55.0,6.0
188,47.0,-59.0,5.0
189,43.0,-63.0,7.0
190,41.0,-64.0,7.0
191,37.0,-67.0,4.0
192,36.0,-67.0,4.0
193,37.0,-65.0,7.0
194,30.0,-64.0,7.0
195,29.0,-63.0,9.0
196,28.0,-61.0,11.0
197,30.0,-60.0,13.0
198,29.0,-59.0,12.0
199,23.0,-57.0,11.0
200,23.0,-57.0,12.0
201,23.0,-58.0,13.0
202,23.0,-58.0,13.0
203,22.0,-58.0,14.0
204,20.0,-59.0,14.0
205,19.0,-60.0,15.0
206,17.0,-60.0,13.0
207,16.0,-60.0,13.0
208,15.0,-60.0,13.0
209,15.0,-60.0,12.0
210,16.0,-59.0,12.0
211,16.0,-58.0,13.0
212,16.0,-58.0,12.0
213,16.0,-58.0,13.0
214,15.0,-58.0,13.0
215,15.0,-57.0,13.0
216,15.0,-57.0,13.0
217,14.0,-58.0,13.0
218,14.0,-58.0,13.0
219,15.0,-58.0,14.0
220,15.0,-58.0,14.0
221,16.0,-58.0,14.0
222,16.0,-58.0,14.0
223,16.0,-59.0,14.0
224,16.0,-59.0,14.0
225,17.0,-59.0,14.0
226,17.0,-59.0,13.0
227,18.0,-60.0,13.0
228,18.0,-60.0,13.0
229,18.0,-60.0,13.0
230,18.0,-60.0,13.0
231,18.0,-61.0,13.0
232,18.0,-60.0,13.0
233,17.0,-60.0,13.0
234,18.0,-59.0,13.0
235,18.0,-59.0,14.0
236,17.0,-59.0,14.0
237,17.0,-60.0,14.0
238,17.0,-60.0,14.0
239,16.0,-60.0,13.0
240,16.0,-60.0,13.0
241,15.0,-58.0,12.0
242,15.0,-58.0,11.0
243,16.0,-59.0,11.0
244,16.0,-61.0,10.0
245,16.0,-61.0,10.0
246,15.0,-60.0,8.0
247,16.0,-60.0,8.0
248,16.0,-60.0,9.0
249,17.0,-59.0,8.0
250,16.0,-57.0,9.0
251,16.0,-58.0,8.0
252,16.0,-59.0,9.0
253,16.0,-60.0,9.0
254,17.0,-60.0,9.0
255,16.0,-60.0,10.0
256,17.0,-60.0,11.0
257,18.0,-60.0,12.0
258,17.0,-59.0,12.0
259,17.0,-58.0,12.0
260,17.0,-59.0,12.0
261,17.0,-60.0,12.0
262,18.0,-60.0,12.0
263,18.0,-61.0,12.0
264,18.0,-61.0,11.0
265,18.0,-61.0,11.0
266,18.0,-61.0,11.0
267,18.0,-61.0,11.0
268,18.0,-61.0,11.0
269,17.0,-61.0,10.0
270,17.0,-61.0,10.0
271,17.0,-59.0,10.0
272,16.0,-58.0,10.0
273,17.0,-58.0,10.0
274,17.0,-58.0,10.0
275,17.0,-58.0,10.0
276,17.0,-60.0,10.0
277,17.0,-61.0,10.0
278,17.0,-61.0,10.0
279,17.0,-60.0,10.0
280,18.0,-60.0,10.0
281,18.0,-59.0,10.0
282,18.0,-59.0,10.0
283,18.0,-59.0,10.0
284,19.0,-59.0,10.0
285,19.0,-59.0,10.0
286,18.0,-59.0,10.0
287,18.0,-59.0,11.0
288,17.0,-60.0,11.0
289,17.0,-60.0,11.0
290,16.0,-60.0,11.0
291,16.0,-60.0,11.0
292,16.0,-60.0,11.0
293,17.0,-59.0,11.0
294,17.0,-60.0,11.0
295,16.0,-60.0,11.0
296,17.0,-60.0,10.0
297,17.0,-59.0,10.0
298,17.0,-59.0,10.0
299,17.0,-60.0,10.0
300,17.0,-60.0,10.0
301,18.0,-60.0,10.0
302,18.0,-60.0,10.0
303,17.0,-60.0,9.0
304,18.0,-60.0,10.0
305,17.0,-60.0,10.0
306,17.0,-60.0,10.0
307,17.0,-60.0,10.0
308,17.0,-60.0,10.0
309,17.0,-60.0,10.0
310,17.0,-60.0,10.0
311,17.0,-60.0,10.0
312,17.0,-60.0,10.0
313,17.0,-60.0,10.0
314,17.0,-60.0,10.0
315,16.0,-60.0,9.0
316,17.0,-60.0,10.0
317,17.0,-60.0,9.0
318,16.0,-60.0,10.0
319,16.0,-60.0,9.0
320,16.0,-60.0,9.0
321,16.0,-60.0,9.0
322,16.0,-60.0,9.0
323,17.0,-60.0,10.0
324,16.0,-60.0,9.0
325,17.0,-60.0,10.0
326,17.0,-60.0,10.0
327,17.0,-59.0,10.0
328,17.0,-60.0,10.0
329,17.0,-60.0,10.0
330,17.0,-60.0,9.0
331,17.0,-60.0,10.0
332,17.0,-60.0,9.0
333,17.0,-60.0,9.0
334,17.0,-60.0,10.0
335,17.0,-59.0,10.0
336,17.0,-60.0,10.0
337,17.0,-60.0,10.0
338,17.0,-60.0,10.0
339,17.0,-60.0,10.0
340,17.0,-60.0,10.0
341,17.0,-60.0,10.0
342,17.0,-60.0,10.0
343,17.0,-60.0,10.0
344,17.0,-60.0,10.0
345,17.0,-60.0,10.0
346,17.0,-60.0,10.0
347,17.0,-60.0,9.0
348,17.0,-60.0,10.0
349,17.0,-60.0,9.0
350,17.0,-60.0,9.0
351,17.0,-60.0,9.0
352,17.0,-61.0,9.0
353,17.0,-60.0,9.0
354,17.0,-60.0,10.0
355,16.0,-60.0,9.0
356,16.0,-60.0,9.0
357,17.0,-60.0,9.0
358,17.0,-60.0,9.0
359,17.0,-60.0,9.0
360,17.0,-60.0,9.0
361,17.0,-60.0,9.0
362,17.0,-60.0,9.0
363,17.0,-60.0,9.0
364,17.0,-60.0,10.0
365,17.0,-60.0,9.0
366,17.0,-60.0,9.0
367,17.0,-60.0,10.0
368,17.0,-60.0,9.0
369,17.0,-60.0,9.0
370,17.0,-60.0,10.0
371,17.0,-60.0,10.0
372,17.0,-60.0,10.0
373,17.0,-60.0,9.0
374,17.0,-60.0,10.0
375,17.0,-59.0,9.0
376,17.0,-59.0,10.0
377,17.0,-60.0,9.0
378,17.0,-60.0,9.0
379,17.0,-60.0,9.0
380,17.0,-60.0,9.0
381,17.0,-60.0,9.0
382,17.0,-60.0,9.0
383,17.0,-60.0,9.0
384,17.0,-60.0,10.0
385,17.0,-60.0,10.0
386,17.0,-60.0,10.0
387,16.0,-60.0,9.0
388,17.0,-60.0,9.0
389,17.0,-60.0,10.0
390,16.0,-60.0,9.0
391,16.0,-60.0,9.0
392,16.0,-60.0,9.0
393,16.0,-60.0,9.0
394,17.0,-60.0,9.0
395,17.0,-60.0,9.0
396,17.0,-60.0,9.0
397,17.0,-60.0,9.0
398,17.0,-60.0,10.0
399,17.0,-60.0,10.0
400,17.0,-60.0,10.0
401,17.0,-60.0,10.0
402,17.0,-60.0,10.0
403,17.0,-60.0,10.0
404,17.0,-60.0,10.0
405,17.0,-60.0,10.0
406,17.0,-60.0,10.0
407,17.0,-60.0,10.0
408,17.0,-60.0,10.0
409,17.0,-60.0,10.0
410,17.0,-60.0,10.0
411,17.0,-60.0,10.0
412,17.0,-60.0,10.0
413,17.0,-60.0,10.0
414,17.0,-60.0,10.0
415,16.0,-60.0,10.0
416,16.0,-60.0,10.0
417,16.0,-60.0,10.0
418,16.0,-60.0,10.0
419,16.0,-60.0,10.0
420,17.0,-60.0,10.0
421,17.0,-60.0,10.0
422,16.0,-60.0,10.0
423,16.0,-60.0,10.0
424,16.0,-60.0,10.0
425,16.0,-60.0,10.0
426,17.0,-60.0,10.0
427,17.0,-60.0,10.0
428,16.0,-60.0,10.0
429,16.0,-60.0,10.0
430,17.0,-60.0,10.0
431,17.0,-60.0,10.0
432,17.0,-60.0,10.0
433,17.0,-60.0,10.0
434,17.0,-60.0,10.0
435,17.0,-60.0,10.0
436,17.0,-60.0,10.0
437,17.0,-60.0,10.0
438,16.0,-60.0,10.0
439,17.0,-59.0,10.0
440,17.0,-60.0,10.0
441,17.0,-60.0,10.0
442,17.0,-60.0,10.0
443,17.0,-60.0,10.0
444,17.0,-60.0,10.0
